"x"
"1"	4
"2"	4
"3"	4
"4"	2
"5"	1
"6"	1
"7"	3
"8"	2
"9"	2
"10"	1
"11"	4
"12"	1
"13"	1
"14"	2
"15"	4
"16"	2
"17"	2
"18"	4
"19"	4
"20"	1
"21"	4
"22"	1
"23"	4
"24"	1
"25"	2
"26"	3
"27"	1
"28"	1
"29"	1
"30"	4
"31"	1
"32"	1
"33"	4
"34"	2
"35"	2
"36"	1
"37"	4
"38"	2
"39"	2
"40"	1
"41"	1
"42"	1
"43"	2
"44"	2
"45"	1
"46"	1
"47"	1
"48"	3
"49"	3
"50"	4
"51"	1
"52"	1
"53"	1
"54"	4
"55"	1
"56"	1
"57"	1
"58"	2
"59"	2
"60"	1
"61"	1
"62"	1
"63"	4
