"","R_Pro_Ver_KS_E","pval_Pro_Ver_KS_E","R_Pro_Ver_KS_M","pval_Pro_Ver_KS_M","R_Pro_Ver_KS","pval_Pro_Ver_KS","R_Pro_Ver_GS","pval_Pro_Ver_GS","R_Inv_Ver_KS_E","pval_Inv_Ver_KS_E","R_Inv_Ver_KS_M","pval_Inv_Ver_KS_M","R_Inv_Ver_KS","pval_Inv_Ver_KS","R_Inv_Ver_GS","pval_Inv_Ver_GS","R_Pro_Hoek_KS_E","pval_Pro_Hoek_KS_E","R_Pro_Hoek_KS_M","pval_Pro_Hoek_KS_M","R_Pro_Hoek_KS","pval_Pro_Hoek_KS","R_Pro_Hoek_GS","pval_Pro_Hoek_GS","R_Inv_Hoek_KS_E","pval_Inv_Hoek_KS_E","R_Inv_Hoek_KS_M","pval_Inv_Hoek_KS_M","R_Inv_Hoek_KS","pval_Inv_Hoek_KS","R_Inv_Hoek_GS","pval_Inv_Hoek_GS"
"GSE149884",-0.609090909090909,0.0518776080763113,-0.718181818181818,0.0167992340927045,-0.590909090909091,0.0607282533857394,0.709090909090909,0.0187283868010195,0.954545454545455,0,0.727272727272727,0.0150173742825602,0.536363636363636,0.0936424967223945,-0.363636363636364,0.273172593057827,-0.718181818181818,0.0167992340927045,-0.781818181818182,0.00701211291358369,-0.627272727272727,0.0439890872097469,0.509090909090909,0.114016394963896,0.881818181818182,0.000668290061888927,0.790909090909091,0.00606083055140366,0.736363636363636,0.0133753659145312,-0.581818181818182,0.0655332271928347
"GSE15605",0.045188181557862,0.736249951597586,-0.249534737098282,0.0588873383112124,-0.207059909276204,0.118866696313582,0,1,0.507520994186225,6.06329862233046e-05,0.531944999846196,2.33069809147171e-05,-0.0575243017375653,0.667988149518445,0,1,0.0136885170260543,0.918689758425396,-0.216770740410348,0.102137803158263,-0.190445428907629,0.152155518617992,0,1,0.267068612855927,0.0427001029612202,0.599966162766875,6.44378715341574e-07,0.166453895274631,0.211733489589164,0,1
"GSE158607",0.58355614973262,0.000463901998498835,0.598262032085562,0.000309313531090229,-0.0825534759358289,0.646740663289744,0.871657754010695,1.10272186924862e-07,0.397393048128342,0.0227451909969187,0.460227272727273,0.00757970019186885,0.158088235294118,0.378066714882201,-0.230949197860963,0.195266018302637,0.552473262032086,0.00103181431014383,0.616978609625668,0.000179589735233901,0.0384358288770053,0.831584427322599,0.893382352941177,2.74048217593425e-08,0.379679144385027,0.0300333533404224,0.199866310160428,0.263640345402336,-0.114973262032086,0.522564230305617,-0.383355614973262,0.0283803176869935
"GSE172239",0.00157221056097461,0.988303475324363,0.099230357657324,0.351445889930714,0.0787533802261584,0.460621643581693,-0.179421327735934,0.0906272001487907,-0.163435815121208,0.123633537222755,0.924188171379183,0,0.83959977173273,4.77795036332822e-25,-0.778227764744619,0,0.110326377742108,0.299993085544544,-0.185594929415154,0.0799303560726791,-0.225525907604898,0.0325788313997932,0.301263530477014,0.0040435546669735,-0.167485697822776,0.114505078626352,0.850862246367864,0,0.77791085865498,1.89531679465739e-19,-0.663991439272338,0
"GSE172320",0.11949672592078,0.261937262603544,0.117340072191273,0.270707326789979,0.0975633849722175,0.360289050841296,-0.158826846224526,0.134859609999982,0.0142322097378277,0.893929753772076,0.925389965839404,0,0.840776915390338,3.54912992572671e-25,-0.78560316088406,0,0.0638350413631313,0.549346945456071,-0.171255710581553,0.106486252821716,-0.166232440711513,0.117374061423758,0.279762933695518,0.00775077604671759,0.00102893361320328,0.992366323683336,0.831995719636169,0,0.784356337563424,6.03375327022718e-20,-0.660945795777257,0
"GSE19234",0.47737843551797,0.00119407724185629,-0.530091613812544,0.000265718225892014,-0.433262861169838,0.00357851949184805,0.715856236786469,2.18963879866252e-07,0.0214235377026075,0.890104030105147,0.899647639182523,0,0.70415785764623,3.47259432014771e-07,-0.537702607470049,0.000209805912225326,0.344045102184637,0.0227129913734456,-0.60338266384778,2.16666400274746e-05,-0.490204369274137,0.000845438791727642,0.674277660324172,1.19437074769036e-06,0.0704721634954193,0.648432438021391,0.848202959830867,0,0.555038759689922,0.000120087098742948,-0.563636363636364,9.0097939861014e-05
"GSE23376",0.0739695087521174,0.74326482935305,-0.211744776962168,0.34253634322936,-0.147980802286174,0.511046278956893,0.0694522868435912,0.758583709781289,0.141727837380011,0.527680470008739,0.893845285149633,3.24998757909084e-06,0.754589129214993,4.95529348365794e-05,-0.374364765669113,0.0868647367162581,-0.031055900621118,0.891867023301772,-0.430830039525692,0.0465784188871651,-0.251906251219975,0.25808311674521,0.193675889328063,0.386074025894209,-0.115753811405985,0.606752379548284,0.603613777526821,0.00353491125539028,0.725218893646744,0.000134110047028025,-0.601355166572558,0.00368757073823414
"GSE26980",0.13986013986014,0.667150535987429,0.643356643356643,0.0279545528218171,0.699300699300699,0.0145393118705073,-0.0699300699300699,0.834447145237479,0.832167832167832,0.00144087257368034,0.825174825174825,0.00171859567294698,0.580419580419581,0.0520862417500275,-0.573426573426573,0.0554813240816213,0.0839160839160839,0.800197517952335,0.328671328671329,0.297385077720106,0.293706293706294,0.354332534211376,-0.363636363636364,0.246255228012161,0.629370629370629,0.0323947497201257,0.867132867132867,0.000443302209472017,0.776223776223776,0.0046598806161296,-0.356643356643357,0.256012537309024
"GSE3189",-0.570676231300849,4.27674608423507e-07,-0.557239086694078,8.73327152432181e-07,0.242900883562243,0.0429944895390024,0.747143731956959,0,0.666205931239611,0,0.852961245735281,0,-0.161928090280815,0.180096933097089,-0.746233925290876,0,-0.678243373283177,0,-0.508459452366372,9.43960647601316e-06,0.461394453678593,7.03254055115344e-05,0.802816901408451,0,0.33423147581139,0.00487818812061205,0.725413349663197,0,0.112623567491908,0.352444843723956,-0.467798092905258,5.43503409151054e-05
"GSE33728",0.757142857142857,0.00163504523376189,-0.653571428571428,0.0100317834406097,-0.746428571428571,0.00205461284887179,0.603571428571428,0.0195408305185619,-0.646428571428571,0.0111028877669525,0.932142857142857,0,0.839285714285714,0.000104308730457098,-0.825,0.000221609674391361,0.778571428571428,0.000987990763922566,-0.675,0.00729430947730368,-0.75,0.00190680714071311,0.689285714285714,0.00582087552595247,-0.725,0.00313030708005303,0.878571428571428,0,0.878571428571428,0,-0.860714285714286,0
"GSE39717",0.152961672473868,0.338447794001261,0.127003484320558,0.427424263959639,0.12282764940437,0.44423446828905,0.625087108013937,1.93077913177948e-05,0.212717770034843,0.181224159614372,0.71219512195122,6.07779548571719e-07,0.46996820463587,0.0019329562785284,0.268815331010453,0.0893698936855477,0.119512195121951,0.455362571362111,-0.210627177700348,0.185628331670794,-0.363343351535906,0.0195425014444271,0.0705574912891986,0.660131187143775,0.086411149825784,0.589950376182543,0.65,7.33249254798261e-06,0.521102835983647,0.000477049406599747,0.341463414634146,0.0294355090249887
"GSE4570",-0.261904761904762,0.53640873015873,-0.785714285714286,0.0279265873015873,-0.761904761904762,0.0367559523809524,0.428571428571429,0.299206349206349,0.619047619047619,0.114980158730159,0.904761904761905,0.00456349206349206,0.642857142857143,0.0961805555555556,-0.595238095238095,0.132291666666667,-0.761904761904762,0.0367559523809524,-0.285714285714286,0.500793650793651,-0.214285714285714,0.619097222222222,0.833333333333333,0.0153769841269841,0.857142857142857,0.0107142857142857,0.523809523809524,0.196626984126984,0.30952380952381,0.461805555555556,-0.738095238095238,0.0458333333333333
"GSE46517",0.0357268662782821,0.696858734938726,-0.273777265953123,0.00245424082575167,-0.0746478706271742,0.415794226897179,0.0436864923452107,0.633774585531008,0.462543121771294,9.22975446089139e-08,0.801329090451445,2.53654139090325e-28,0.00199499388630906,0.982673572164394,0.449648505705335,2.29311300507173e-07,-0.10293998103238,0.260797444894633,-0.31992954884162,0.000371346224470149,-0.0168371779521613,0.854563048343539,-0.0305243191979407,0.739278510995171,0.381716569570519,1.81173479201208e-05,0.767998916136025,0,0.0770493108138735,0.400911430771411,0.309050264191844,0.0005954339544105
"GSE4843",0.467061923583663,0.00137185533040235,-0.618050065876153,9.6972666288759e-06,-0.657333904635397,9.3333176676697e-07,0.73768115942029,6.4743308831239e-08,-0.293675889328063,0.0506130206393245,0.877206851119894,0,0.843703679762029,3.4270605163269e-13,-0.808432147562582,0,0.364558629776021,0.0142712242376538,-0.595520421607378,2.33731237103979e-05,-0.619453869040553,5.7081193878092e-06,0.674967061923584,8.81310597035317e-07,-0.278129117259552,0.064613926262323,0.909881422924901,0,0.876511084503303,3.04865690905329e-15,-0.810935441370224,0
"GSE50509",0.00962453728186145,0.941296634923591,0.141036488630354,0.277508445170477,-0.0163405605499736,0.900387202405031,0.106134320465362,0.414608217413119,0.133580116340561,0.303898050327548,0.300264410364886,0.0190516364199422,-0.018455843469064,0.887550827051433,-0.298466419883659,0.0198080438199255,-0.125224748810153,0.335350047405625,0.261554732945531,0.0420271845875497,0.0466948704389212,0.720195282597368,-0.167900581702803,0.19536418546694,0.0765732416710735,0.556578142392783,0.502961396086727,4.60043687919536e-05,0.0729772607086198,0.575305186831038,-0.308778424114225,0.0157967079107938
"GSE52031",-0.37719298245614,0.11215336728405,0.814035087719298,2.19525416271329e-05,0.631578947368421,0.00456396433526249,0.508771929824561,0.0277917080371291,-0.519298245614035,0.024343798237038,0.847368421052632,0,0.745614035087719,0.000373971491882428,0.436842105263158,0.0629537740604186,0.149122807017544,0.540955382249007,0.373684210526316,0.115737657611906,0.110526315789474,0.651718647068797,-0.0631578947368421,0.797947332644059,-0.601754385964912,0.00751056218133324,0.871929824561404,0,0.86140350877193,0,0.380701754385965,0.108651170053477
"GSE60664",-0.504901960784314,0.0407898208688142,-0.830882352941177,2.82982483659748e-05,-0.811274509803922,0.000102736624860147,0.911764705882353,0,0.42156862745098,0.0933435410456067,0.921568627450981,0,0.916666666666667,0,-0.855392156862745,0,-0.446078431372549,0.0744174255673325,-0.772058823529412,0.000434547763610432,-0.772058823529412,0.000434547763610432,0.857843137254902,0,0.424019607843137,0.0913056672250783,0.865196078431373,0,0.875,0,-0.816176470588235,7.98843533572297e-05
"GSE65568",0.00714285714285714,0.984662516552938,-0.314285714285714,0.253519673210499,-0.1,0.724060433819824,-0.00357142857142857,0.994887248557189,0.428571428571428,0.112629714701313,0.725,0.00313030708005304,0.0535714285714286,0.852509376815679,0.446428571428571,0.0972373790141671,0.05,0.862584774457331,-0.3,0.276682020395682,-0.128571428571429,0.648201799187281,0.0392857142857143,0.892928362903675,0.0714285714285714,0.802492318626387,0.467857142857143,0.0808514660100045,0.292857142857143,0.288740708216261,-0.00357142857142857,0.994887248557189
"GSE65904",0.338642242500865,4.56076300702001e-07,-0.47561797649623,0,-0.387470298791808,4.4708797658844e-09,0.580143936866144,0,0.0635630343679114,0.354504214703482,0.886333344557674,0,0.619464524161086,4.5530378603141e-24,-0.39791778272329,2.15472878327202e-09,0.227125219907875,0.000817075135929886,-0.538071190301947,1.84940327191508e-17,-0.399431108020904,1.33423844372446e-09,0.599401415920454,2.90860511097122e-22,0.0822105421050537,0.230863365529884,0.852997052079921,0,0.593126033536518,1.00626914433419e-21,-0.390708082443804,4.38369136801367e-09
"GSE66539",-0.0417582417582418,0.891518798508243,-0.652747252747253,0.013711381946849,-0.551648351648352,0.0438823482545077,0,1,-0.00659340659340659,0.987912886056802,0.81978021978022,0.000541568758636966,0.692307692307692,0.00784977366843351,0,1,0.283516483516484,0.325290827092695,-0.745054945054945,0.00325139561995266,-0.679120879120879,0.00953098125184563,0,1,-0.2,0.492397631724613,0.846153846153846,0.000178547225802953,0.767032967032967,0.00210527908220405,0,1
"GSE72056",0.167430988454397,2.33742526908163e-09,-0.328042277620982,6.40211455489035e-33,-0.331970397049367,1.01938298404615e-33,0,1,0.378947932514728,3.35760934600725e-44,0.574166780638868,3.88996185587912e-111,0.0160358977678175,0.57002766992165,0,1,-0.0628423421825034,0.0258798181178628,-0.382386454874659,4.87333817454718e-45,-0.150119315917732,8.92296856531953e-08,0,1,0.210832223002806,4.26987427364221e-14,0.54263083623675,3.70750002112844e-97,0.135521724076419,1.41914780652411e-06,0,1
"GSE7553",-0.513384903891233,1.61385483289186e-06,0.0858649789029536,0.448080049418211,0.421167990335236,0.000100097965972747,-0.561720581340835,1.04416635125437e-07,0.482044069385842,7.83558986312382e-06,0.395733708391936,0.000311837947844701,-0.121932780548728,0.281273970309347,0.390529770276606,0.000378530384661495,-0.454008438818565,2.87168374055285e-05,0.0834505391467417,0.460983568101376,0.382160752647437,0.000468533501850361,-0.480145335208626,8.58454150892559e-06,0.143225503984998,0.204569673221702,0.626347866854196,0,0.217247340908457,0.0529014840438771,-0.00112517580872011,0.992160826453224
"GSE81383",0.20835044115366,0.000243927080304721,-0.47589725851845,0,-0.70813606504587,5.10051175417317e-48,0.720993638793984,0,0.569204347418565,0,0.906274028711277,0,0.658183824381231,1.72429366348058e-39,-0.687305541108952,0,0.0492920989848332,0.389421206815471,-0.561766813102739,6.21417794581321e-27,-0.693403165892485,2.53780922494639e-45,0.779116220187042,8.0921307552472e-64,0.494383243377304,0,0.85809840667093,0,0.660743297609072,6.90738258223723e-40,-0.719773903046561,0
"GSE8401",0.123210612484782,0.266548806149251,-0.351706477477856,0.00118717403813478,-0.268124763863818,0.0144861311493867,0.269699005079552,0.0139032211229302,0.379644011586415,0.000439716781009157,0.801330758574367,0,-0.0232567902271105,0.834401260181979,0.197997565173586,0.0728473132123944,0.075248730112086,0.498221612102285,-0.206309558792662,0.061438937796835,-0.145166029973553,0.190020088686038,0.19963477603795,0.0704743823275057,0.262457495487175,0.0167639591762293,0.713446118970656,0,0.0343184585030015,0.757642821986511,0.0128458083203896,0.908109629979206
"TCGA",0.373698569213533,4.00978171677239e-17,-0.451872767842399,3.52708193687777e-25,-0.458227879106602,6.24354912839826e-26,0.481211102155305,0,-0.123246503240519,0.00728385121989336,0.822459295321038,1.75481742623714e-117,0.569589146936221,4.95270854641574e-42,-0.441051053188729,6.19609766968535e-24,0.250994353050451,3.1454680618767e-08,-0.378776260796627,1.38739661263957e-17,-0.34325176753658,1.59030308388459e-14,0.434572563792288,3.28236496147427e-23,-0.134414701634569,0.00340170642647944,0.801329778503112,3.6589094155456e-107,0.581630178294203,3.67663743887113e-44,-0.492799220920459,2.61162519788743e-30
"CCLE",0.398947983635301,0.00188905378584324,-0.649386323787259,6.80241337870688e-08,-0.746050999287937,1.19548049212606e-11,0.803623611922852,0,-0.282700175336061,0.0303900293177494,0.797545295149036,0,0.837203187739014,1.43405835508568e-16,-0.844184687317358,0,0.370368205727645,0.00409633739042056,-0.672180011689071,1.54312823121826e-08,-0.724073940706594,9.12645372780949e-11,0.792928112215079,0,-0.314552893045003,0.0155914797033409,0.785330216247809,0,0.85099729897624,1.40122063855601e-17,-0.847866744593805,0
"GSE101323",-0.0909090909090909,0.783196910294608,0.454545454545455,0.140413038412287,0.429588117274439,0.163398620808563,0.468531468531469,0.127472652576309,0.440559440559441,0.154215750256718,-0.398601398601399,0.200972975530579,-0.500012398794839,0.0978449601809507,-0.538461538461539,0.0749022866724823,0.132867132867133,0.683365534284606,0.034965034965035,0.921184082791962,0.23240012901732,0.467312644206468,0.146853146853147,0.651073351116621,-0.706293706293706,0.0132861135216472,0.678321678321678,0.0188251260525212,0.563394252163199,0.0564495878391508,0.573426573426573,0.0554813240816213
"GSE106936",0.575652173913043,0.00380990198777372,0.0347826086956522,0.87235970479172,-0.205262018333538,0.33595351253327,0.512173913043478,0.0114574432914138,-0.277391304347826,0.18881417136777,0.445217391304348,0.0304045117177813,0.477495118919967,0.0182926700414503,-0.5,0.0138592600193132,0.431304347826087,0.0364955163894138,-0.180869565217391,0.395941470718613,-0.263535557436703,0.213399135732106,0.456521739130435,0.0260860743710409,-0.314782608695652,0.134112782941475,0.365217391304348,0.0800016231925444,0.399652107729918,0.0530053961501821,-0.357391304347826,0.0870616868119965
"GSE108382",-0.666666666666667,0.0830853174603175,-0.880952380952381,0.00724206349206349,-0.833333333333333,0.0153769841269841,0.785714285714286,0.0279265873015873,0.80952380952381,0.0217757936507936,0.761904761904762,0.0367559523809524,0.785714285714286,0.0279265873015873,-0.690476190476191,0.0693948412698413,-0.880952380952381,0.00724206349206349,-0.738095238095238,0.0458333333333333,-0.833333333333333,0.0153769841269841,0.619047619047619,0.114980158730159,0.666666666666667,0.0830853174603175,0.928571428571429,0.00223214285714286,0.928571428571429,0.00223214285714286,-0.761904761904762,0.0367559523809524
"GSE108383",0.00554484450694806,0.920435616797037,-0.69156192755993,7.77995381122908e-48,-0.654213053648108,2.54503600885739e-41,-0.0443525747240362,0.423884007597002,0.369028455232236,5.48488160895584e-12,0.577808142993283,1.62340598803663e-30,0.437820403336329,9.56404317809372e-17,-0.108808371508872,0.0493098251409794,-0.0812538593451087,0.142614608375104,-0.680566273278346,8.12240786062741e-46,-0.616106099383245,1.46062954823701e-35,0.0120468613365145,0.828103781581692,0.196081886884178,0.000361250123617778,0.65623351050824,1.19384267207555e-41,0.54742043743703,5.83543929314762e-27,-0.0475683200013179,0.391040976579504
"GSE10916",0.644753901560624,8.99865821052337e-07,-0.560144057623049,3.22392107935023e-05,-0.711198617800443,7.12093328874643e-09,0.670972388955582,2.671285143942e-07,-0.206530612244898,0.149820897794033,0.75202881152461,0,0.788609297874333,1.04590707333658e-11,-0.786698679471789,0,0.57358943577431,1.91658041406887e-05,-0.552845138055222,4.24097511553074e-05,-0.689925087234231,2.98654965924903e-08,0.707947178871549,4.35253610605622e-08,-0.254357743097239,0.0748388833884116,0.746554621848739,0,0.814060700131877,6.5559351622564e-13,-0.800336134453782,0
"GSE111766",0.0513904338153504,0.786972771473487,-0.104783092324805,0.580204489153614,-0.653311175168784,9.07295941054585e-05,0.646273637374861,0.000162166709912968,-0.131479421579533,0.486984232091686,0.660511679644049,0.000104673801820108,0.611018458547977,0.000335052319188396,-0.554171301446051,0.00176000227527454,-0.00289210233592881,0.988755857489789,-0.148832035595106,0.430857361386482,-0.567612775700306,0.00107005589520462,0.528364849833148,0.00307223897501516,-0.13726362625139,0.467865753891425,0.429588431590656,0.0186329393956271,0.61213142477484,0.000324499041429865,-0.538153503893215,0.00249900441425834
"GSE114380",0.785714285714286,0.0279265873015873,-0.690476190476191,0.0693948412698413,-0.761904761904762,0.0367559523809524,0.880952380952381,0.00724206349206349,-0.738095238095238,0.0458333333333333,0.952380952380953,0.00114087301587302,0.833333333333333,0.0153769841269841,-0.833333333333333,0.0153769841269841,0.904761904761905,0.00456349206349206,-0.690476190476191,0.0693948412698413,-0.833333333333333,0.0153769841269841,0.714285714285714,0.0575892857142857,-0.80952380952381,0.0217757936507936,0.976190476190476,0.000396825396825397,0.904761904761905,0.00456349206349206,-0.785714285714286,0.0279265873015873
