"","Melanocytic","Transitory.Melanocytic","Transitory","Int.Neural.crest.like","Neural.crest.like","Undifferentiated.Neural.crest.like","Undifferentiated"
"MelJUSO",-1.4968,3.577,-4.4429,-1.8254,-3.1649,-1.9287,-9.2012
"A375",-6.7847,-6.4481,-5.821,-1.9867,-2.3327,7.1457,-0.1962
"X607B",-5.7276,2.5752,-3.4298,-1.9878,-2.9056,0.0726,-7.8182
"X518A2",-7.0285,-6.6155,-4.8129,-3.1874,-1.4712,7.5949,2.6798
"Skmel_28",3.748,8.6165,-2.4447,-2.2112,-3.1635,-4.3647,-11.0701
