"","Melanocytic","Transitory.Melanocytic","Transitory","Int.Neural.crest.like","Neural.crest.like","Undifferentiated.Neural.crest.like","Undifferentiated"
"GSM207951",3.9494,6.7604,-0.5828,0.4838,0.7014,4.7958,0.0604
"GSM207952",3.1671,9.3968,1.4405,3.2189,0.198,2.8383,-2.861
"GSM207953",4.2988,6.9407,-0.4485,0.7893,-0.4994,2.4585,-0.3452
"GSM207954",4.9005,8.4765,0.1355,1.0259,0.7107,2.1018,-1.3658
"GSM207955",5.8359,8.2027,0.6282,1.0459,0.2218,1.1829,-0.7852
"GSM207956",6.5123,9.9099,-1.0838,0.3394,-0.7346,0.6981,-1.4335
"GSM207957",4.459,7.8464,-0.3266,1.5325,0.8888,3.7026,0.0246
"GSM207958",4.5786,7.2037,-0.8904,0.7313,-1.0461,2.7887,-0.3135
"GSM207959",3.9601,6.171,-0.4514,0.2253,0.1923,3.463,0.3807
"GSM207960",3.603,8.2142,0.2535,3.4244,-1.8688,0.7961,-4.9672
"GSM207961",1.4225,10.1153,1.0271,1.1523,-2.3429,-1.6427,-6.1648
"GSM207962",5.7396,9.938,-1.6046,-0.0275,-1.9954,-1.3683,-6.7465
"GSM207963",5.6369,9.6088,-1.7836,-0.0936,-2.7044,-3.0336,-7.1253
"GSM207964",4.5175,9.7554,-0.8406,0.3992,0.8165,-0.0411,-4.2495
"GSM207965",4.0514,8.7503,-1.6536,0.782,2.12,-0.4631,-4.1787
"GSM207966",-3.6232,7.0186,2.7204,4.8063,0.619,1.8933,-7.6175
"GSM207967",6.0375,9.6216,-1.1841,-0.5622,-2.2851,-0.8749,-2.1237
"GSM207968",-3.6523,-3.2676,-2.672,-0.09,-0.0188,8.4338,1.03
"GSM207969",2.4022,7.9582,0.1497,1.4233,-1.9508,-0.6798,-5.0468
"GSM207970",1.8828,7.6158,0.7721,0.8086,-1.3225,-1.4742,-5.3893
"GSM207971",2.1875,8.7359,2.8734,1.7502,-0.391,1.4504,-3.4758
"GSM207972",3.6569,7.297,-0.2024,2.6775,0.9136,1.3235,-3.8738
"GSM207973",-4.3646,2.208,1.6402,5.1153,0.6458,1.8418,-7.2758
"GSM207974",-5.0378,1.4001,2.2829,5.2512,1.1854,1.0815,-7.8649
"GSM207975",2.8062,10.3953,2.5458,1.5892,-3.8631,-3.1001,-7.0459
"GSM207976",1.9107,4.3253,-1.5453,0.7488,1.698,3.7231,-2.3147
"GSM207977",2.035,8.1515,1.0676,0.5454,-2.133,-2.2695,-5.9166
"GSM207978",-4.2923,5.2079,2.6651,5.4123,1.4954,2.4282,-6.553
"GSM207979",-4.3136,4.3933,2.5371,5.3246,1.2963,2.5646,-6.132
"GSM207980",2.7131,7.5956,2.5176,0.8498,-0.653,-1.4724,-3.3221
"GSM207981",3.1754,4.964,-2.3317,-0.2969,0.0178,-0.3281,-2.8053
"GSM207982",3.1133,5.0938,-1.8557,-0.1806,0.065,0.4486,-2.9319
"GSM207983",-0.0433,0.6402,-3.3878,-0.7206,-0.5648,0.6084,-1.7653
"GSM207984",3.1574,9.7016,2.3647,1.2726,-2.7867,-3.1289,-6.129
"GSM207985",-2.9631,6.4773,2.0731,5.1649,2.1771,2.628,-7.2134
"GSM207986",1.9441,5.9166,-1.0548,-0.0929,-0.9898,-0.4788,-2.0771
"GSM207987",0.0065,1.0433,-2.3646,-0.0544,0.3787,-0.3324,-1.817
"GSM207988",1.1577,1.907,-0.231,0.5124,-0.153,0.0913,-3.2126
"GSM207989",1.5938,3.0849,-0.8579,0.333,-0.1921,-0.2754,-2.9751
"GSM207990",2.7749,8.1752,1.8187,1.9163,0.5403,0.0785,-3.793
"GSM207991",6.1536,9.4991,-0.8522,0.1426,0.6997,-1.8336,-4.5765
"GSM207992",5.6467,9.7586,-0.0662,0.4706,0.8526,-1.7302,-4.5964
"GSM207993",3.7001,8.9054,0.8385,-0.0549,-1.5883,-2.7274,-4.9207
"GSM207994",2.5911,4.3352,-2.2419,-0.6335,0.1185,3.5067,0.6662
"GSM207995",1.7484,8.9927,0.7276,2.7303,-1.601,-1.3803,-5.1949
"GSM207996",1.378,9.3958,0.1752,2.4966,-0.6443,-1.3086,-4.9658
"GSM207997",-0.963,6.9819,1.1641,4.6055,0.8092,1.5493,-4.1197
"GSM207998",2.6775,11.3483,3.2965,3.5331,-2.7732,-2.7493,-6.0379
"GSM207999",2.9267,8.6508,-0.2927,1.4169,-1.7458,1.1259,-3.5275
"GSM208000",1.9387,8.0638,-0.5765,0.9082,-3.5853,-1.2153,-6.425
"GSM208001",2.2416,8.8338,-1.2065,0.8673,-3.3182,-1.639,-6.6287
"GSM208002",2.7024,8.0744,1.1347,3.11,2.7203,2.6847,-4.3746
"GSM208003",4.2412,9.9376,-2.0018,0.9923,-2.4966,-1.6786,-5.8271
"GSM208004",6.3665,10.039,-2.2505,-0.0774,-0.6471,-0.591,-5.9558
"GSM208005",-2.1049,3.8578,2.7104,4.2299,1.911,1.294,-4.2598
"GSM208006",4.2939,9.5009,0.8771,1.315,-0.284,1.1392,-0.135
"GSM208007",5.1464,9.2885,1.5856,1.2727,-0.7323,2.4371,-1.3013
"GSM208008",6.2835,10.0678,-1.6663,-0.5135,-2.1804,-1.7438,-6.1399
"GSM208009",6.9161,9.7583,-2.8757,-0.7449,-0.5912,-1.9699,-6.2719
"GSM208010",1.2372,4.8923,-1.0946,1.3468,0.079,-1.559,-6.8496
"GSM208011",6.2156,8.1951,-1.7924,-0.1432,0.1057,0.5104,-5.1605
