"","Melanocytic","Transitory","Neural.crest.like","Undifferentiated"
"cy105_CD45neg_S249",4.1155,1.3771,4.3517,0.4394
"cy106_CD45neg_S331",-0.4459,0.069,1.7324,0.2169
"cy106_CD45neg_S304",2.6155,0.3351,3.1621,2.1217
"cy106_CD45neg_S345",1.9693,0.5681,1.911,2.5769
"cy106_CD45neg_S289",-2.7968,-2.3311,1.8328,1.4298
"cy105_CD45neg_S215",-1.083,-2.3453,2.8405,-1.2362
"cy106_CD45neg_S357",0.798,0.5892,1.3,1.1232
"cy106_CD45neg_S290",-2.3913,-0.3811,1.5398,-0.8614
"cy98_CD45neg_CD90neg_S44",1.6262,2.192,3.8771,-0.6204
"cy98_CD45neg_CD90neg_S14",4.3144,2.0896,0.6485,-3.3565
"cy98_CD45neg_CD90neg_S46",4.7291,2.9019,2.4914,-0.3234
"cy98_CD45neg_CD90neg_S32",1.0252,4.8482,0.4225,-3.3178
"cy98_CD45neg_CD90neg_S35",2.9536,3.5113,0.008,-3.7861
"cy98_CD45neg_CD90neg_S33",2.3434,1.9316,2.2191,-0.0943
"cy98_CD45neg_CD90neg_S96",4.097,2.0879,1.494,-2.0772
"cy98_CD45neg_CD90neg_S3",5.8692,3.4741,3.5197,-0.6876
"cy98_CD45neg_CD90neg_S78",4.7728,4.6881,1.8184,-6.4915
"cy98_CD45neg_CD90neg_S70",4.046,4.1971,1.0721,-1.5247
"cy98_CD45neg_CD90neg_S48",3.6288,0.859,2.4215,-1.8202
"cy98_CD45neg_CD90neg_S72",4.9263,1.1738,3.3369,3.2009
"cy98_CD45neg_CD90neg_S56",5.1832,5.7825,0.4388,-7.3608
"cy98_CD45neg_CD90neg_S71",2.3544,1.7384,0.7575,-2.5464
"cy98_CD45neg_CD90neg_S84",4.7343,4.3099,2.4708,0.6744
"cy98_CD45neg_CD90neg_S30",3.7406,-0.1339,2.6321,-3.442
"cy98_CD45neg_CD90neg_S23",5.2848,1.531,2.8604,-0.6137
"cy98_CD45neg_CD90neg_S5",5.7087,3.7644,0.5734,-4.2848
"cy98_CD45neg_CD90neg_S6",4.1261,2.4217,1.9626,-2.5236
"cy98_CD45neg_CD90neg_S49",3.4492,2.8329,1.3793,1.078
"cy105_Zombineg_CD45neg_CD90neg_S148",1.5611,1.0409,4.1109,1.1904
"cy98_CD45neg_CD90neg_S74",3.6145,4.7641,2.306,-4.3492
"cy98_CD45neg_CD90neg_S13",3.7986,5.683,2.7336,-3.6965
"cy98_CD45neg_CD90neg_S19",4.9428,2.9919,2.3412,0.2088
"cy98_CD45neg_CD90neg_S31",6.1954,1.4857,3.0947,1.2972
"cy98_CD45neg_CD90neg_S61",4.1048,2.3762,3.7733,-1.201
"cy98_CD45neg_CD90neg_S76",3.6939,-0.3481,4.4739,2.0559
"cy98_CD45neg_CD90neg_S80",4.8057,2.6669,4.3863,0.697
"cy98_CD45neg_CD90neg_S8",-0.0373,3.386,1.1685,-3.6279
"cy98_CD45neg_CD90neg_S93",4.7044,5.1189,2.6231,0.0225
"cy98_CD45neg_CD90neg_S15",2.2543,0.4027,4.168,0.2266
"cy105_Zombineg_CD45neg_CD90neg_S109",5.0542,-0.5232,3.8499,1.3357
"cy98_CD45neg_CD90neg_S45",2.485,2.6576,1.2394,-1.1852
"cy98_CD45neg_CD90neg_S34",3.516,4.3942,0.5785,-5.5636
"cy98_CD45neg_CD90neg_S43",4.2182,4.3523,2.4258,-0.1292
"cy98_CD45neg_CD90neg_S54",4.5416,1.543,3.3786,-0.834
"cy98_CD45neg_CD90neg_S28",3.4998,4.1163,0.9188,-5.6087
"cy98_CD45neg_CD90neg_S10",5.3462,3.1986,-1.0721,-4.9188
"cy98_CD45neg_CD90neg_S69",4.228,4.2903,4.519,-2.7932
"cy98_CD45neg_CD90neg_S67",1.5754,6.5571,0.7737,-3.7135
"cy98_CD45neg_CD90neg_S77",4.6174,3.8528,4.2898,1.217
"cy98_CD45neg_CD90neg_S41",4.5539,4.3015,0.9514,-2.2579
"cy98_CD45neg_CD90neg_S55",4.6924,3.2517,0.7886,0.6195
"cy105_Zombineg_CD45neg_CD90neg_S192",6.8279,1.5472,2.5019,-1.792
"cy98_CD45neg_CD90neg_S38",1.1058,3.7715,1.829,-2.8146
"cy98_CD45neg_CD90neg_S68",4.5079,2.0939,5.2578,-0.3322
"cy98_CD45neg_CD90neg_S37",5.2596,5.0462,1.1213,-6.8462
"cy105_Zombineg_CD45neg_CD90neg_S180",2.5869,-0.6173,0.5078,1.1839
"cy98_CD45neg_CD90neg_S83",3.8293,4.9318,0.1388,-4.1297
"cy105_Zombineg_CD45neg_CD90neg_S101",4.7585,1.2432,3.7656,0.6653
"cy98_CD45neg_CD90neg_S53",4.0548,1.9552,1.9491,-1.6596
"cy98_CD45neg_CD90neg_S58",3.1274,2.7312,2.9772,-1.0386
"cy98_CD45neg_CD90neg_S64",4.6411,2.9492,3.7764,-1.2249
"cy98_CD45neg_CD90neg_S91",3.4062,3.2137,2.4942,-0.4253
"cy98_CD45neg_CD90neg_S86",2.8319,4.4385,2.4961,-2.9756
"cy98_CD45neg_CD90neg_S62",3.3666,4.4051,3.0474,-3.3307
"cy98_CD45neg_CD90neg_S92",6.0892,3.5647,-1.9721,-6.575
"cy98_CD45neg_CD90neg_S24",3.3351,4.9935,1.2053,-6.8601
"cy98_CD45neg_CD90neg_S2",2.3602,3.085,1.6272,-0.8342
"cy98_CD45neg_CD90neg_S94",4.8048,1.738,2.8537,1.9125
"cy98_CD45neg_CD90neg_S60",7.292,3.9821,2.5985,-5.5421
"cy98_CD45neg_CD90neg_S26",3.1079,0.7748,2.883,-1.2343
"cy98_CD45neg_CD90neg_S11",4.4348,2.9998,3.0438,-4.1604
"cy98_CD45neg_CD90neg_S36",4.0413,5.0839,3.2024,-2.3565
"cy105_Zombineg_CD45neg_CD90neg_S172",0.5015,1.0802,4.9698,2.3026
"cy105_Zombineg_CD45neg_CD90neg_S170",4.3636,-0.0548,4.1766,1.0034
"cy98_CD45neg_CD90neg_S25",6.1005,5.2032,1.1719,-7.4444
"cy98_CD45neg_CD90neg_S40",2.7874,3.1433,3.5463,-0.0585
"cy98_CD45neg_CD90neg_S75",4.3602,3.5857,1.8746,1.3365
"cy98_CD45neg_CD90neg_S66",2.4227,3.9267,1.0002,-4.5149
"cy98_CD45neg_CD90neg_S18",1.3851,1.2152,1.7764,-5.2424
"cy98_CD45neg_CD90neg_S50",5.4409,2.7125,2.7431,-0.5807
"cy98_CD45neg_CD90neg_S29",1.7496,3.6852,2.5762,-2.4329
"cy98_CD45neg_CD90neg_S88",5.5275,4.2841,0.751,-4.7152
"cy98_CD45neg_CD90neg_S57",2.0432,-0.5032,2.6561,-0.1415
"cy98_CD45neg_CD90neg_S22",2.8988,0.5604,2.8393,1.9909
"cy98_CD45neg_CD90neg_S51",3.7649,3.3247,1.1535,-7.4807
"cy105_Zombineg_CD45neg_CD90neg_S134",6.0739,0.7634,2.2917,-1.8314
"cy98_CD45neg_CD90neg_S90",3.7097,3.2063,1.7555,-0.0809
"cy98_CD45neg_CD90neg_S27",4.4236,1.8591,1.4026,0.4137
"cy98_CD45neg_CD90neg_S16",4.5788,4.5733,1.7513,-4.0923
"cy98_CD45neg_CD90neg_S4",4.4703,1.1742,3.7212,-1.3284
"cy98_CD45neg_CD90neg_S7",4.0918,0.1313,0.6686,1.8298
"cy98_CD45neg_CD90neg_S1",3.4989,2.7535,3.61,1.7244
"cy102_CD45neg_CD90neg_S340",6.1844,1.1723,-0.1366,-3.5301
"cy102_CD45neg_CD90neg_S376",3.6403,2.3327,0.7104,-3.5279
"cy102_CD45neg_CD90neg_S290",6.3383,1.0215,1.4171,-2.1077
"cy102_CD45neg_CD90neg_S331",5.1828,0.8604,-2.7137,-4.6673
"cy112_CD45neg_CD90neg_S181",3.2855,5.0257,4.2216,1.7796
"cy102_CD45neg_CD90neg_S318",5.1638,0.9819,-0.3792,-2.8803
"cy102_CD45neg_CD90neg_S360",2.794,1.0519,-0.3984,-6.162
"cy102_CD45neg_CD90neg_S316",3.6743,0.5456,-0.2068,-3.297
"cy102_CD45neg_CD90neg_S372",6.5944,1.6182,0.0475,-3.0414
"cy102_CD45neg_CD90neg_S298",3.8646,1.3453,0.6626,-2.9308
"cy102_CD45neg_CD90neg_S378",4.8529,2.4897,0.6215,-3.4921
"cy102_CD45neg_CD90neg_S345",4.1087,-0.2839,0.5535,-3.9998
"cy102_CD45neg_CD90neg_S377",5.3247,-0.9259,-0.7684,-3.5459
"cy102_CD45neg_CD90neg_S382",5.5763,0.8692,0.0819,-2.2435
"cy102_CD45neg_CD90neg_S295",5.9581,0.326,-1.506,-4.9557
"cy112_CD45neg_CD90neg_S127",0.4517,4.7565,3.421,-0.367
"cy102_CD45neg_CD90neg_S307",5.7638,1.0165,0.2322,-2.9029
"cy102_CD45neg_CD90neg_S365",6.5812,1.5139,-1.347,-3.7981
"cy102_CD45neg_CD90neg_S363",6.1679,1.0963,0.616,-3.2454
"cy102_CD45neg_CD90neg_S293",4.5639,1.0855,1.7901,-2.7814
"cy102_CD45neg_CD90neg_S300",3.9221,1.3979,0.6066,-1.9758
"cy102_CD45neg_CD90neg_S311",6.8583,1.2538,-0.1855,-1.9326
"cy102_CD45neg_CD90neg_S330",2.9971,1.8049,2.8817,-2.0503
"cy112_CD45neg_CD90neg_S108",2.0719,4.6043,4.7635,-0.0887
"cy112_CD45neg_CD90neg_S178",2.7893,4.7836,3.6169,-3.0169
"cy102_CD45neg_CD90neg_S291",4.742,1.1037,1.6955,-1.2954
"cy102_CD45neg_CD90neg_S359",5.1953,0.7398,0.2303,-3.9081
"cy102_CD45neg_CD90neg_S310",3.2139,0.5758,-1.2203,-3.0193
"cy102_CD45neg_CD90neg_S319",4.7605,0.9712,-0.7771,-3.5465
"cy102_CD45neg_CD90neg_S301",4.5253,1.7797,0.4348,-3.5576
"cy102_CD45neg_CD90neg_S371",5.2099,1.2495,0.101,-2.2228
"cy102_CD45neg_CD90neg_S344",3.3669,0.167,-2.1188,-2.4725
"cy102_CD45neg_CD90neg_S358",4.4734,1.9188,1.4557,-3.2786
"cy102_CD45neg_CD90neg_S380",4.4064,0.7303,0.3904,-4.3825
"cy102_CD45neg_CD90neg_S370",3.6645,1.0912,-0.5663,-4.0617
"cy102_CD45neg_CD90neg_S381",4.7172,1.429,-0.0805,-4.8401
"cy102_CD45neg_CD90neg_S354",5.2593,0.8439,-0.359,-4.7541
"cy112_CD45neg_CD90neg_S102",3.3195,4.3716,5.0795,0.5526
"cy102_CD45neg_CD90neg_S342",5.7437,0.1452,-0.5411,-1.9342
"cy102_CD45neg_CD90neg_S334",5.0885,1.5393,-1.5661,-2.6056
"cy112_CD45neg_CD90neg_S176",3.0513,5.049,5.6067,-0.4464
"cy102_CD45neg_CD90neg_S302",5.0162,0.7997,0.4449,-4.0909
"cy102_CD45neg_CD90neg_S315",2.4791,1.7092,1.074,-1.2594
"cy102_CD45neg_CD90neg_S289",4.4695,-0.1262,-2.8254,-7.2287
"cy102_CD45neg_CD90neg_S362",7.9802,2.1581,2.114,-1.9464
"cy102_CD45neg_CD90neg_S314",4.1173,-0.2052,-0.3278,-3.5172
"cy102_CD45neg_CD90neg_S299",6.072,-0.7254,-0.16,-3.4504
"cy102_CD45neg_CD90neg_S343",5.4442,1.5681,-0.765,-2.7598
"cy102_CD45neg_CD90neg_S364",6.4079,2.6579,-0.4768,-2.2256
"cy102_CD45neg_CD90neg_S335",4.9701,0.6578,0.5454,-3.5454
"cy102_CD45neg_CD90neg_S336",5.9847,0.4406,1.7094,-3.2148
"cy102_CD45neg_CD90neg_S323",4.2396,0.2903,-1.7312,-3.1804
"cy102_CD45neg_CD90neg_S374",6.1404,2.3912,1.6686,-0.4912
"cy102_CD45neg_CD90neg_S337",6.2369,2.3692,0.0013,-2.1134
"cy102_CD45neg_CD90neg_S327",5.9655,1.3103,0.1797,-3.526
"cy102_CD45neg_CD90neg_S308",5.0217,-0.0108,-0.9251,-2.7661
"cy102_CD45neg_CD90neg_S356",4.921,1.6453,1.4948,-2.8119
"cy102_CD45neg_CD90neg_S341",5.6789,0.3013,0.0489,-5.3184
"cy102_CD45neg_CD90neg_S361",5.2841,1.7949,1.0975,-1.3144
"cy102_CD45neg_CD90neg_S383",1.6425,-0.1157,-1.0511,-3.0074
"cy102_CD45neg_CD90neg_S368",3.6703,-0.7815,-0.5058,-4.4367
"cy102_CD45neg_CD90neg_S375",5.0277,1.2626,0.0075,-1.6247
"cy102_CD45neg_CD90neg_S366",6.4958,1.7999,0.4562,-2.96
"cy102_CD45neg_CD90neg_S369",5.8699,2.8363,0.6218,-2.4735
"cy102_CD45neg_CD90neg_S350",4.8812,2.6481,0.5415,-2.5056
"cy102_CD45neg_CD90neg_S322",6.3658,0.9144,-0.2754,-4.3555
"cy112_CD45neg_CD90neg_S188",3.4431,4.3474,3.0581,0.7052
"cy102_CD45neg_CD90neg_S339",5.4841,1.637,-0.1766,-2.1171
"cy102_CD45neg_CD90neg_S349",5.4114,0.8426,0.2612,-2.9423
"cy102_CD45neg_CD90neg_S304",5.572,0.4695,0.8232,-3.0765
"cy102_CD45neg_CD90neg_S320",6.0102,0.7981,-0.2458,-0.7965
"cy102_CD45neg_CD90neg_S351",5.1954,1.8638,0.0097,-2.361
"cy102_CD45neg_CD90neg_S306",3.9857,1.3804,3.5882,-0.856
"cy112_CD45neg_CD90neg_S149",3.2675,4.3526,2.6441,-1.9952
"cy102_CD45neg_CD90neg_S325",6.4984,1.1519,0.7438,-3.3657
"cy102_CD45neg_CD90neg_S367",3.451,1.5027,-1.1693,-1.9622
"cy102_CD45neg_CD90neg_S292",6.2751,0.7199,-0.7754,-3.0187
"cy102_CD45neg_CD90neg_S338",4.3751,2.1544,1.5223,-1.2563
"cy102_CD45neg_CD90neg_S328",5.9936,1.3385,-0.3647,-2.7907
"cy102_CD45neg_CD90neg_S296",3.4176,0.7027,0.6409,-1.3377
"cy102_CD45neg_CD90neg_S373",4.2382,0.6869,0.1932,-2.3263
"cy102_CD45neg_CD90neg_S347",4.9707,2.1413,0.0891,-3.1146
"cy102_CD45neg_CD90neg_S353",5.2421,1.992,-1.4703,-2.6304
"cy102_CD45neg_CD90neg_S355",4.7173,1.1753,-0.7779,-2.3125
"cy102_CD45neg_CD90neg_S352",3.3669,0.5681,-0.889,-4.2613
"cy102_CD45neg_CD90neg_S309",5.9714,0.9344,-0.6919,-3.0829
"cy102_CD45neg_CD90neg_S305",5.576,1.555,0.3345,-3.882
"cy112_CD45neg_CD90neg_S129",5.4996,4.2795,2.4626,-0.6382
"cy102_CD45neg_CD90neg_S346",4.8112,0.6224,0.6947,-3.705
"cy102_CD45neg_CD90neg_S294",5.9161,1.0709,0.7334,-1.5932
"cy102_CD45neg_CD90neg_S329",4.755,0.9052,0.5072,-2.6455
"cy102_CD45neg_CD90neg_S303",3.761,0.9869,-0.8459,-3.4956
"cy102_CD45neg_CD90neg_S333",4.5187,-0.4308,-0.3601,-3.3506
"cy102_CD45neg_CD90neg_S297",5.4894,-0.3773,-1.1347,-4.1112
"cy102_CD45neg_CD90neg_S326",4.5711,2.0936,0.2682,-3.1807
"cy102_CD45neg_CD90neg_S321",5.2237,1.0789,0.0475,-4.3869
"cy106_CD45neg_CD90neg_S309_11",-1.2793,0.8973,1.9516,0.3755
"cy106_CD45neg_CD90neg_S378_12",1.9699,1.4034,1,2.4276
"cy106_CD45neg_CD90neg_S333",-0.0363,0.6052,2.9266,2.0406
"cy106_CD45neg_CD90neg_S304",1.3862,2.0363,4.0523,3.2965
"cy106_CD45neg_CD90neg_S369",3.1936,1.3948,4.406,3.097
"cy106_CD45neg_CD90neg_S322",2.2065,1.4642,2.5795,3.4517
"cy106_CD45neg_CD90neg_S330",0.5444,1.7062,4.8379,3.5302
"cy106_CD45neg_CD90neg_S316",-1.3429,0.152,3.1015,2.2754
"cy106_CD45neg_CD90neg_S292",0.8596,0.1048,2.2403,-0.0943
"cy106_CD45neg_CD90neg_S355",1.1045,-1.0595,0.5897,2.0848
"cy106_CD45neg_CD90neg_S336",0.4362,1.0914,1.499,2.1713
"cy106_CD45neg_CD90neg_S321",-0.6142,2.0129,2.5649,1.4223
"cy106_CD45neg_CD90neg_S300",0.6834,2.0423,1.106,2.0264
"cy106_CD45neg_CD90neg_S313",0.3592,-0.8679,1.3687,1.2416
"cy106_CD45neg_CD90neg_S365_14",2.3185,-0.9594,2.0132,0.7722
"cy106_CD45neg_CD90neg_S354",2.044,0.9218,3.4795,5.1095
"cy106_CD45neg_CD90neg_S380",2.8924,-0.6451,3.6069,2.6021
"cy106_CD45neg_CD90neg_S350",2.7073,0.6987,4.4002,2.1796
"cy106_CD45neg_CD90neg_S344_16",-0.6779,1.1084,3.9648,1.8523
"cy106_CD45neg_CD90neg_S306_17",3.1084,-0.6626,0.8129,2.5776
"cy106_CD45neg_CD90neg_S295",1.0285,-0.0862,1.125,2.3835
"cy106_CD45neg_CD90neg_S368",0.9201,0.0146,2.3608,2.5314
"cy110_CD45neg_CD90neg_S12",-1.8718,-2.3778,0.3529,-3.0607
"cy110_CD45neg_CD90neg_S60",-1.535,-0.5368,0.4792,-3.1126
"cy110_CD45neg_CD90neg_S56",-0.4777,-0.0534,2.0437,-3.2574
"cy110_CD45neg_CD90neg_S86",-2.3925,-1.3353,2.0116,-2.8991
"cy112_CD45neg_CD90neg_S128",-0.3553,4.5104,5.0068,-2.2214
"cy110_CD45neg_CD90neg_S11",-2.51,0.1063,2.0431,-2.8826
"cy110_CD45neg_CD90neg_S29",0.5774,1.7737,3.4231,-0.2804
"cy112_CD45neg_CD90neg_S137",3.3929,4.9021,3.3037,-0.4103
"cy110_CD45neg_CD90neg_S45",0.4884,-0.4635,2.6944,-1.5582
"cy110_CD45neg_CD90neg_S72",0.7951,-0.9693,1.6271,-1.8105
"cy110_CD45neg_CD90neg_S8",-1.2396,1.4448,3.1765,-1.9183
"cy110_CD45neg_CD90neg_S35",1.9438,-1.6784,1.8427,-1.6727
"cy110_CD45neg_CD90neg_S42",1.0186,-0.9069,2.7562,-2.0343
"cy110_CD45neg_CD90neg_S52",-0.6533,-1.4433,1.3183,-4.2785
"cy110_CD45neg_CD90neg_S61",-1.5349,-0.9189,0.0202,-1.5844
"cy112_CD45neg_CD90neg_S110",3.9578,4.5853,5.1574,-2.1842
"cy110_CD45neg_CD90neg_S7",-1.3673,-1.6953,2.2157,-3.6533
"cy110_CD45neg_CD90neg_S34",-1.4009,-0.5471,2.0588,-1.7986
"cy112_CD45neg_CD90neg_S126",4.4877,5.2396,4.2779,-0.2079
"cy110_CD45neg_CD90neg_S46",-1.0736,0.2235,1.6421,-1.4743
"cy110_CD45neg_CD90neg_S78",-2.1048,-0.9814,1.2816,-3.9683
"cy110_CD45neg_CD90neg_S62",-1.0582,-2.0098,0.2714,-4.7852
"cy112_CD45neg_CD90neg_S170",3.4527,4.5704,3.0615,1.0539
"cy110_CD45neg_CD90neg_S74",-2.3883,-0.189,0.8096,-3.5029
"cy110_CD45neg_CD90neg_S26",1.6915,0.4113,1.6259,-1.8603
"cy110_CD45neg_CD90neg_S17",1.0028,1.8587,1.3142,-1.5601
"cy110_CD45neg_CD90neg_S92",-1.6499,-0.0939,0.1725,-2.9022
"cy110_CD45neg_CD90neg_S80",0.5677,0.7041,0.4832,-1.7315
"cy110_CD45neg_CD90neg_S69",-0.9047,1.2663,1.7803,-4.7986
"cy110_CD45neg_CD90neg_S79",-0.1687,-0.9562,0.8678,-2.9525
"cy110_CD45neg_CD90neg_S64",-0.1315,-0.7874,0.2902,-3.6985
"cy112_CD45neg_CD90neg_S103",4.6621,1.5822,3.3645,0.5709
"cy112_CD45neg_CD90neg_S97",5.3568,3.4456,2.3043,-0.9379
"cy110_CD45neg_CD90neg_S43",-0.2962,1.1362,1.1488,-0.1776
"cy110_CD45neg_CD90neg_S50",0.7328,-0.5382,1.8417,-3.4499
"cy110_CD45neg_CD90neg_S3",1.4708,2.2519,1.6764,-1.2385
"cy110_CD45neg_CD90neg_S54",-2.3353,-1.8072,0.1729,-3.7377
"cy110_CD45neg_CD90neg_S95",-1.5539,-1.2507,0.7504,-4.2559
"cy110_CD45neg_CD90neg_S21",0.186,0.8089,3.0321,-0.2933
"cy110_CD45neg_CD90neg_S68",-0.6761,-0.5023,0.796,-2.9014
"cy110_CD45neg_CD90neg_S135",-0.0302,-1.0767,0.3675,-4.2088
"cy103_CD45neg_CD90neg_S60",4.409,0.1847,5.1288,0.3027
"cy103_CD45neg_CD90neg_S28",7.439,1.2901,4.7518,1.4194
"cy110_CD45neg_CD90neg_S184",-1.323,0.3642,1.91,-3.5864
"cy103_CD45neg_CD90neg_S68",3.2307,-0.3195,2.7586,-2.2069
"cy103_CD45neg_CD90neg_S18",5.7015,1.781,-1.2753,-2.0838
"cy110_CD45neg_CD90neg_S190",-0.648,-2.5376,1.2959,-2.931
"cy110_CD45neg_CD90neg_S120",-0.7971,-2.28,0.947,-5.278
"cy103_CD45neg_CD90neg_S64",6.923,1.5809,3.7426,1.3698
"cy103_CD45neg_CD90neg_S1",5.0493,1.465,2.6102,-1.5316
"cy103_CD45neg_CD90neg_S30",7.7352,1.5398,3.4311,-0.8149
"cy103_CD45neg_CD90neg_S13",6.1162,0.9096,2.0436,-0.0286
"cy103_CD45neg_CD90neg_S35",4.4025,0.8557,4.2735,0.7056
"cy110_CD45neg_CD90neg_S115",-1.0637,-1.0303,0.7359,-4.7705
"cy103_CD45neg_CD90neg_S45",4.4005,1.3573,1.8095,0.1477
"cy103_CD45neg_CD90neg_S52",6.658,2.0034,1.9581,-0.9173
"cy110_CD45neg_CD90neg_S117",-0.5513,-0.7817,1.6749,-3.9637
"cy103_CD45neg_CD90neg_S24",7.914,2.6906,3.8076,0.4401
"cy103_CD45neg_CD90neg_S11",4.8922,1.3618,4.0875,-0.3878
"cy110_CD45neg_CD90neg_S132",-1.1992,0.1503,1.0269,-3.5613
"cy110_CD45neg_CD90neg_S128",-1.299,-1.642,-0.2283,-3.4906
"cy103_CD45neg_CD90neg_S87",6.6325,1.2736,2.0865,0.2944
"cy103_CD45neg_CD90neg_S94",7.5041,1.3202,3.0849,-1.5893
"cy103_CD45neg_CD90neg_S57",5.4496,-0.0239,4.062,1.8341
"cy110_CD45neg_CD90neg_S97",-2.6835,-1.4953,0.6105,-2.7133
"cy110_CD45neg_CD90neg_S123",-1.5571,-1.6268,1.4496,-6.1628
"cy103_CD45neg_CD90neg_S7",6.2597,0.4698,1.6677,-0.8478
"cy103_CD45neg_CD90neg_S49",7.1523,1.0039,2.6578,-2.0253
"cy103_CD45neg_CD90neg_S20",3.1098,1.1002,0.6781,-0.8377
"cy110_CD45neg_CD90neg_S114",0.0109,-0.9271,0.5923,-4.1331
"cy103_CD45neg_CD90neg_S79",4.7622,1.6605,3.0691,-1.5768
"cy103_CD45neg_CD90neg_S88",5.1451,1.6357,4.2596,0.1674
"cy103_CD45neg_CD90neg_S38",5.6437,1.2058,3.7142,2.0268
"cy110_CD45neg_CD90neg_S110",0.5623,-1.8354,0.6977,-4.1929
"cy103_CD45neg_CD90neg_S9",6.5599,0.0978,1.8188,-2.2199
"cy103_CD45neg_CD90neg_S61",7.7425,-1.9029,0.1852,-0.9928
"cy103_CD45neg_CD90neg_S23",5.9329,-0.066,1.4648,2.5765
"cy103_CD45neg_CD90neg_S78",6.3052,2.4311,1.7507,-0.2585
"cy110_CD45neg_CD90neg_S153",-2.5189,-1.1114,0.8806,-2.607
"cy103_CD45neg_CD90neg_S95",8.3639,-0.2747,1.805,0.4921
"cy103_CD45neg_CD90neg_S22",6.3807,2.1086,3.6583,0.6289
"cy103_CD45neg_CD90neg_S51",5.3061,1.2373,2.5525,-1.2114
"cy110_CD45neg_CD90neg_S129",-3.0319,-1.4711,-0.4008,-5.1429
"cy103_CD45neg_CD90neg_S76",5.7305,1.9885,3.737,-1.5438
"cy110_CD45neg_CD90neg_S182",0.0887,-1.5391,1.7924,-4.0895
"cy103_CD45neg_CD90neg_S80",8.5467,0.8581,2.8745,-2.441
"cy110_CD45neg_CD90neg_S160",0.2491,-1.6959,-0.1796,-5.2369
"cy110_CD45neg_CD90neg_S152",-1.3434,0.3855,1.8032,-2.7173
"cy110_CD45neg_CD90neg_S121",-1.5032,-2.8959,-0.6263,-4.1517
"cy103_CD45neg_CD90neg_S43",6.4702,0.5933,2.6788,-0.2456
"cy103_CD45neg_CD90neg_S63",7.4356,4e-04,3.4971,1.2239
"cy110_CD45neg_CD90neg_S165",-1.0859,-0.3488,2.0271,-1.7522
"cy110_CD45neg_CD90neg_S168",-0.8498,-1.7366,1.893,-2.8048
"cy110_CD45neg_CD90neg_S139",-0.4262,-0.5868,0.3005,-2.7887
"cy110_CD45neg_CD90neg_S106",-1.723,-1.9492,0.6612,-3.2365
"cy110_CD45neg_CD90neg_S138",-1.9951,-2.5628,1.2083,-1.9238
"cy103_CD45neg_CD90neg_S73",7.5286,0.9373,0.8716,-2.734
"cy110_CD45neg_CD90neg_S157",0.1907,0.2933,2.275,-4.8226
"cy103_CD45neg_CD90neg_S72",6.6161,0.6752,2.8904,-0.379
"cy110_CD45neg_CD90neg_S161",-1.9648,-1.7164,-0.3603,-5.2796
"cy103_CD45neg_CD90neg_S56",6.5027,1.7083,2.3536,-1.3374
"cy103_CD45neg_CD90neg_S42",8.6981,-0.1564,1.3195,-2.3694
"cy103_CD45neg_CD90neg_S82",6.2758,0.5649,3.228,1.0244
"cy103_CD45neg_CD90neg_S3",6.0403,-0.697,2.7458,-0.6729
"cy110_CD45neg_CD90neg_S98",0.0723,-2.1882,2.0335,-4.5405
"cy103_CD45neg_CD90neg_S19",6.6402,-0.4229,4.2167,1.6092
"cy110_CD45neg_CD90neg_S166",-1.4766,-1.9636,1.1072,-3.4216
"cy103_CD45neg_CD90neg_S33",5.6198,0.9946,2.4931,-0.5567
"cy110_CD45neg_CD90neg_S140",-1.4783,-1.9629,1.1303,-3.7067
"cy110_CD45neg_CD90neg_S169",-3.0355,-2.7988,0.8145,-4.0961
"cy110_CD45neg_CD90neg_S107",0.8587,0.9302,1.5984,-3.6346
"cy103_CD45neg_CD90neg_S75",1.8772,0.6383,2.2544,-1.7075
"cy110_CD45neg_CD90neg_S118",-1.5962,-1.6495,0.8235,-3.9703
"cy103_CD45neg_CD90neg_S4",3.435,2.3706,3.4611,-1.6325
"cy103_CD45neg_CD90neg_S47",4.9719,0.8392,4.6254,0.037
"cy103_CD45neg_CD90neg_S89",7.5427,0.3689,1.3361,-2.4156
"cy110_CD45neg_CD90neg_S163",-2.348,-2.1743,1.5579,-4.3218
"cy103_CD45neg_CD90neg_S26",4.1458,2.4811,4.9998,-2.284
"cy110_CD45neg_CD90neg_S189",-0.4075,1.8668,1.2477,-4.1653
"cy103_CD45neg_CD90neg_S37",7.8265,-2.3315,1.7964,-2.498
"cy103_CD45neg_CD90neg_S36",6.7819,-0.4366,2.095,-1.4314
"cy103_CD45neg_CD90neg_S32",7.4619,3.4409,0.3157,-0.2169
"cy103_CD45neg_CD90neg_S39",5.6386,1.0717,3.2305,-0.892
"cy103_CD45neg_CD90neg_S15",3.1901,1.8317,2.3929,-1.6748
"cy103_CD45neg_CD90neg_S70",6.0146,2.0921,1.8836,-0.6807
"cy103_CD45neg_CD90neg_S44",3.7636,3.2825,-0.3556,-0.4328
"cy110_CD45neg_CD90neg_S167",-1.0438,-1.8083,1.1642,-5.2589
"cy110_CD45neg_CD90neg_S150",2.4928,0.1248,2.2106,2.2657
"cy103_CD45neg_CD90neg_S71",5.2475,0.2254,0.9093,-0.5761
"cy110_CD45neg_CD90neg_S103",-1.2937,-1.4123,0.9813,-3.9743
