"","Melanocytic","Transitory.Melanocytic","Transitory","Int.Neural.crest.like","Neural.crest.like","Undifferentiated.Neural.crest.like","Undifferentiated"
"TCGA.EE.A29W.06A.11R.A18U.07",-3.7607,5.3885,5.7299,9.5322,5.8835,7.1883,-5.8459
"TCGA.EE.A29X.06A.11R.A18T.07",7.8796,12.3899,3.9895,6.3351,2.8591,4.3702,-4.2395
"TCGA.EE.A2A0.06A.11R.A18T.07",5.8107,13.5937,5.1546,4.3802,1.8759,5.662,-2.6191
"TCGA.EE.A2A1.06A.11R.A18T.07",7.2724,13.0828,2.8867,3.6162,2.5435,4.6054,-2.4923
"TCGA.EE.A2A2.06A.11R.A18T.07",8.9917,13.9517,2.4591,2.0002,-0.1061,-0.1298,-6.284
"TCGA.EE.A2A5.06A.11R.A18T.07",4.2095,15.1735,6.8508,7.6884,1.368,3.1403,-4.7443
"TCGA.EE.A2A6.06A.11R.A18T.07",7.3867,13.0565,2.3044,4.6224,3.4944,0.8557,-5.958
"TCGA.EE.A2GB.06A.11R.A18T.07",9.7766,15.0657,1.7212,4.0258,-1.2977,-1.2714,-8.1842
"TCGA.EE.A2GC.06A.11R.A18T.07",6.8523,12.7837,0.6658,4.0552,3.9238,3.2085,-5.1715
"TCGA.EE.A2GD.06A.11R.A18T.07",4.9989,10.1305,4.9053,5.1985,5.2312,8.0331,-3.5376
"TCGA.EE.A2GE.06A.11R.A18T.07",1.8153,7.8753,6.0561,7.4274,5.2428,7.5272,-2.3619
"TCGA.EE.A2GH.06A.11R.A18T.07",6.5712,13.2403,4.8664,5.1288,3.1399,4.1823,-2.0535
"TCGA.EE.A2GI.06A.11R.A18T.07",7.2154,14.0152,5.3772,5.5466,2.0431,1.0789,-5.1347
"TCGA.EE.A2GJ.06A.11R.A18U.07",6.9326,11.5015,1.6982,5.4582,2.3019,5.1962,-4.9517
"TCGA.EE.A2GK.06A.11R.A18S.07",2.5913,3.5397,-0.0471,1.4252,2.0741,5.3062,-0.1698
"TCGA.EE.A2GL.06A.11R.A18S.07",6.7218,13.5574,4.9832,4.9083,1.6264,3.1189,-4.4262
"TCGA.EE.A2GM.06B.11R.A18S.07",6.9058,14.9807,3.8561,5.5785,-0.8675,-0.8757,-8.0849
"TCGA.EE.A2GN.06A.11R.A18S.07",6.1766,13.9618,6.1447,6.2007,0.6818,3.213,-5.6006
"TCGA.EE.A2GO.06A.11R.A18S.07",-0.5065,4.5503,1.6287,7.8448,8.1483,11.04,-6.4734
"TCGA.EE.A2GP.06A.11R.A18S.07",3.8966,11.5911,5.6333,5.9232,4.3123,4.85,-3.4085
"TCGA.EE.A2GR.06A.11R.A18S.07",6.9955,13.6682,2.0401,3.5878,1.1498,0.8709,-8.0725
"TCGA.EE.A2GS.06A.12R.A18S.07",4.7934,12.7663,7.2226,7.3588,0.5454,1.6556,-6.7696
"TCGA.EE.A2GT.06A.12R.A18S.07",8.1364,12.7896,2.041,3.658,1.9656,3.1401,-2.531
"TCGA.EE.A2GU.06A.11R.A18T.07",8.2739,13.8347,1.3331,1.5605,-0.3754,-1.9096,-6.3034
"TCGA.EE.A2M5.06A.12R.A18S.07",-3.2768,-2.7836,-1.2565,1.3242,2.031,13.3561,4.2347
"TCGA.EE.A2M6.06A.12R.A18S.07",2.3709,11.2774,4.7426,6.6312,3.2831,1.5769,-5.5829
"TCGA.EE.A2M7.06A.11R.A18U.07",-2.3725,5.2707,5.9167,8.3196,4.2793,4.7341,-6.3051
"TCGA.EE.A2M8.06A.12R.A18S.07",7.1189,14.7365,4.241,4.3835,0.9453,3.7063,-3.2791
"TCGA.EE.A2MC.06A.12R.A18S.07",0.0333,1.0888,0.1669,4.4127,3.9118,10.1972,1.9131
"TCGA.EE.A2MD.06A.11R.A18T.07",10.8363,14.6508,1.6223,2.5942,0.2756,-0.3347,-4.5863
"TCGA.EE.A2ME.06A.11R.A18T.07",5.3979,11.8822,3.8275,3.6599,3.4711,5.577,-0.7575
"TCGA.EE.A2MF.06A.11R.A21D.07",5.2191,12.6888,5.147,4.973,-2.9533,-1.1026,-7.6474
"TCGA.EE.A2MG.06A.11R.A18T.07",6.458,11.9645,4.4779,5.2086,3.8289,6.1477,-1.1491
"TCGA.EE.A2MH.06A.11R.A18S.07",6.8734,12.9568,5.1165,5.2052,3.0639,0.8699,-4.4234
"TCGA.EE.A2MI.06A.11R.A18U.07",-0.861,4.7283,0.772,7.8231,6.9877,8.6207,-3.0883
"TCGA.EE.A2MJ.06A.11R.A18S.07",8.8752,14.2879,2.8943,2.2286,0.6498,1.8349,-3.3271
"TCGA.EE.A2MK.06A.11R.A18S.07",1.7477,10.4849,4.6499,6.2821,2.6669,2.7391,-6.4002
"TCGA.EE.A2ML.06A.11R.A18S.07",8.6669,13.8525,3.3476,4.7269,-0.4109,2.9562,-5.1808
"TCGA.EE.A2MM.06A.11R.A18S.07",0.1848,5.1215,0.3056,7.1277,4.3612,5.5633,-4.5763
"TCGA.EE.A2MN.06A.11R.A18S.07",8.4523,14.7007,3.1089,4.6865,0.6199,-0.2898,-6.3221
"TCGA.EE.A2MP.06A.11R.A18S.07",3.5709,12.6878,4.8597,7.0678,3.2091,2.3745,-5.5213
"TCGA.EE.A2MQ.06A.11R.A18S.07",7.8904,13.0656,4.3768,4.0319,2.1294,5.3324,-6.7727
"TCGA.EE.A2MR.06A.11R.A18S.07",-0.3874,1.4166,-0.0918,3.7461,6.8024,9.325,-0.7481
"TCGA.EE.A2MS.06A.11R.A18S.07",5.2913,13.998,6.582,7.514,2.9636,0.4542,-5.8219
"TCGA.EE.A2MT.06A.11R.A18S.07",8.2086,12.9988,0.5604,3.18,3.6822,5.0096,-5.1738
"TCGA.EE.A2MU.06A.21R.A18S.07",9.2728,13.4181,1.0872,2.82,1.7697,3.071,-5.128
"TCGA.EE.A3AA.06A.11R.A18S.07",3.7467,10.5306,2.9939,4.624,2.6899,4.2715,-5.524
"TCGA.EE.A3AB.06A.11R.A18S.07",-2.2659,4.055,4.9637,8.629,7.6264,9.1146,-4.9093
"TCGA.EE.A3AC.06A.11R.A18S.07",5.9017,11.7664,1.2236,3.3868,1.2517,1.7881,-6.6966
"TCGA.EE.A3AD.06A.11R.A18S.07",9.4154,15.1821,2.3397,4.2812,0.3124,0.2155,-6.4395
"TCGA.EE.A3AE.06A.11R.A18S.07",6.8947,13.4117,1.4676,4.6189,-0.2154,-0.5456,-6.6096
"TCGA.EE.A3AF.06A.11R.A18S.07",7.9622,12.8049,-0.097,1.9063,1.7772,2.8619,-5.0769
"TCGA.EE.A3AG.06A.31R.A18S.07",-1.5709,3.7579,1.9784,7.0162,6.7175,6.3353,-4.9276
"TCGA.EE.A3AH.06A.11R.A18S.07",3.6543,14.2204,8.1766,6.9767,2.2336,2.0621,-7.3941
"TCGA.EE.A3J3.06A.11R.A20F.07",4.9141,13.5256,6.0284,5.793,3.6419,3.877,-5.1424
"TCGA.EE.A3J4.06A.11R.A20F.07",5.879,12.8321,3.2738,3.4526,0.6372,2.3848,-7.6932
"TCGA.EE.A3J5.06A.11R.A20F.07",9.6659,14.6773,1.5125,4.3057,1.7176,2.3458,-4.9498
"TCGA.EE.A3J7.06A.11R.A20F.07",4.408,13.0676,6.7594,5.774,-0.0575,0.0985,-7.9449
"TCGA.EE.A3J8.06A.11R.A20F.07",1.6125,9.5793,5.8358,6.6787,0.8715,2.3196,-4.9051
"TCGA.EE.A3JA.06A.11R.A20F.07",7.1795,13.3539,1.6975,2.429,1.8745,1.2354,-5.8598
"TCGA.EE.A3JB.06A.11R.A21D.07",-2.9974,2.3852,3.5636,6.6876,8.2744,9.6817,-3.7161
"TCGA.EE.A3JD.06A.11R.A20F.07",0.0934,3.7258,0.8329,5.7599,6.4226,8.0487,-3.1118
"TCGA.EE.A3JE.06A.11R.A20F.07",4.2616,9.7851,5.2159,4.8072,3.9383,5.8227,-2.9348
"TCGA.EE.A3JH.06A.11R.A21D.07",6.9841,12.8203,3.7856,4.0566,2.0747,4.2103,-2.2122
"TCGA.EE.A3JI.06A.11R.A21D.07",5.0665,10.3536,3.8856,5.4131,-2.8484,-0.7749,-7.4115
"TCGA.ER.A193.06A.12R.A18S.07",7.6583,12.6202,2.8239,3.2248,2.669,4.9339,-3.3947
"TCGA.ER.A194.01A.11R.A18U.07",8.4591,12.9977,1.1519,2.082,0.4769,2.2649,-4.4887
"TCGA.ER.A195.06A.11R.A18U.07",1.7827,7.2956,2.4504,5.9687,4.19,6.8598,-2.2125
"TCGA.ER.A196.01A.11R.A18T.07",8.4047,11.1963,0.7336,3.4488,4.3064,7.4527,3.6674
"TCGA.ER.A197.06A.32R.A18S.07",8.3019,13.2679,1.1531,3.5721,2.8459,4.418,-3.495
"TCGA.ER.A198.06A.11R.A18T.07",8.9251,14.3959,2.1352,2.2971,-0.8351,0.9285,-5.8689
"TCGA.ER.A199.06A.11R.A18T.07",4.43,12.1814,4.2875,6.3479,0.8693,2.5084,-5.128
"TCGA.ER.A19A.06A.21R.A18U.07",3.5216,5.7176,0.8201,4.9132,6.4643,9.4488,2.52
"TCGA.ER.A19B.06A.11R.A18S.07",4.2197,14.821,7.1454,7.6737,3.7175,2.1395,-8.0766
"TCGA.ER.A19C.06A.11R.A18S.07",10.9821,16.4405,2.7198,4.8035,3.4577,3.4945,-3.4173
"TCGA.ER.A19D.06A.11R.A18S.07",-1.046,4.928,5.243,7.8472,4.7663,6.9827,-0.4172
"TCGA.ER.A19E.06A.11R.A18S.07",-1.6463,6.7415,4.2976,7.9201,4.3099,3.6255,-4.0591
"TCGA.ER.A19F.06A.11R.A18S.07",7.6459,13.643,2.5868,4.7136,0.8871,1.013,-8.1706
"TCGA.ER.A19G.06A.11R.A18U.07",6.2154,12.8195,5.0751,3.9474,0.7931,1.4341,-5.9083
"TCGA.ER.A19H.06A.12R.A18S.07",4.3163,13.3225,7.6929,7.1333,1.8999,2.1749,-6.3275
"TCGA.ER.A19J.06A.11R.A18S.07",5.3009,14.3475,4.8251,3.896,1.0558,3.8135,-4.84
"TCGA.ER.A19K.01A.21R.A18T.07",11.3871,12.3064,-0.673,-0.2032,-0.3378,1.2616,-3.3469
"TCGA.ER.A19L.06A.12R.A18S.07",2.805,13.7957,4.9656,8.1672,3.6126,6.2959,-4.0401
"TCGA.ER.A19M.06A.61R.A239.07",6.9394,15.3309,4.9614,6.372,2.7458,2.0264,-6.113
"TCGA.ER.A19N.06A.11R.A18S.07",4.0781,10.8132,3.0717,5.2681,4.5987,6.2644,-2.0775
"TCGA.ER.A19O.06A.11R.A18S.07",7.029,12.7479,1.7805,3.073,3.4976,7.0092,-0.0232
"TCGA.ER.A19P.06A.11R.A18S.07",4.7817,9.7386,2.9587,4.5229,1.7815,3.5449,-2.331
"TCGA.ER.A19Q.06A.11R.A18U.07",10.3348,15.5568,4.0807,3.7328,2.1553,3.8655,-3.4052
"TCGA.ER.A19S.06A.11R.A18U.07",2.9321,12.8046,5.3908,6.0742,2.3314,2.9003,-4.9278
"TCGA.ER.A19T.01A.11R.A18T.07",5.5218,10.4431,1.5606,2.4399,1.1364,2.4982,-4.9114
"TCGA.ER.A19T.06A.11R.A18U.07",6.2293,11.9906,2.1038,4.8834,2.54,3.1309,-4.1928
"TCGA.ER.A19W.06A.41R.A239.07",8.5967,15.2475,3.6861,3.5458,-0.5633,0.64,-5.6637
"TCGA.ER.A1A1.06A.11R.A18U.07",6.2758,7.7802,-0.4823,-0.1207,1.1533,3.3277,-1.3787
"TCGA.ER.A2NB.01A.12R.A18S.07",7.9288,10.4792,1.0899,1.4008,2.5474,6.2858,3.1974
"TCGA.ER.A2NC.06A.11R.A18T.07",-1.7736,4.4793,4.1352,7.6134,7.0981,8.9012,-0.6388
"TCGA.ER.A2ND.06A.11R.A18T.07",9.1157,13.2466,-0.007,0.8062,1.3892,0.2463,-6.3364
"TCGA.ER.A2NE.06A.21R.A18T.07",9.7825,16.2435,3.1263,4.9553,0.3631,-0.4704,-7.4994
"TCGA.ER.A2NF.01A.11R.A18T.07",8.0043,13.8907,1.0431,-0.5604,0.3715,2.7068,-2.7498
"TCGA.ER.A2NF.06A.11R.A18T.07",8.3239,13.4601,0.5821,-1.9391,-3.0225,-2.2538,-5.5698
"TCGA.ER.A2NG.06A.11R.A18T.07",10.8663,14.0574,0.5522,2.0736,1.9396,3.4165,-4.4717
"TCGA.ER.A2NH.06A.11R.A18S.07",3.2398,12.9141,5.9722,6.9285,2.9437,5.3546,-2.0578
"TCGA.ER.A3ES.06A.11R.A20F.07",6.1745,13.0226,2.6451,1.1531,-3.1405,-3.7092,-8.1247
"TCGA.ER.A3ET.06A.11R.A20F.07",6.5087,11.8993,2.1795,3.0146,2.5031,5.3369,-1.2519
"TCGA.ER.A3EV.06A.11R.A20F.07",8.5796,13.2001,2.2808,1.3401,0.0747,1.5588,-2.8088
"TCGA.ER.A3PL.06A.11R.A239.07",3.9011,12.9626,3.6111,5.8614,3.2236,3.0736,-7.8507
"TCGA.ER.A42H.01A.11R.A24X.07",5.9798,12.2191,3.8325,2.4819,-0.0491,1.5586,-7.5457
"TCGA.ER.A42K.06A.11R.A24X.07",-1.7783,7.5307,6.2686,8.9469,7.2261,7.6637,-6.5723
"TCGA.ER.A42L.06A.11R.A24X.07",4.3959,11.9313,5.571,5.4892,0.8695,4.4172,-1.2937
"TCGA.FR.A2OS.01A.11R.A21D.07",6.9608,13.4632,4.2347,4.2822,1.9682,3.8684,-5.6855
"TCGA.FR.A3R1.01A.11R.A239.07",5.7458,10.8161,-1.4446,4.1853,2.1564,0.9859,-7.0612
"TCGA.FR.A3YN.06A.11R.A239.07",8.7728,14.578,3.0423,3.5598,0.7832,0.0474,-8.3334
"TCGA.FR.A3YO.06A.11R.A239.07",10.5435,13.892,-0.2929,1.4209,2.8954,4.9192,-4.1411
"TCGA.FR.A44A.06A.11R.A24X.07",8.1575,14.3354,4.6683,5.364,3.6941,2.6321,-4.7671
"TCGA.FR.A69P.06A.21R.A311.07",4.3742,13.6934,5.4974,7.1379,0.3253,2.1923,-5.925
"TCGA.FR.A726.01A.11R.A32P.07",8.0092,13.1701,0.9328,2.3391,1.7793,3.6998,-2.3582
"TCGA.FR.A728.01A.11R.A32P.07",7.9292,12.5648,1.1096,3.714,3.59,4.9781,-4.3694
"TCGA.FR.A729.06A.11R.A352.07",4.7904,13.024,5.7151,6.31,1.6415,1.583,-4.4511
"TCGA.FR.A7U8.06A.21R.A352.07",5.7746,14.7132,4.1066,5.2421,0.0191,1.454,-5.9499
"TCGA.FR.A7U9.06A.11R.A352.07",-0.5344,0.1822,-1.5851,-0.0113,3.002,10.9275,2.298
"TCGA.FR.A7UA.06A.32R.A352.07",5.5719,9.8397,0.2665,1.4524,1.1279,3.3046,-3.5324
"TCGA.FR.A8YC.06A.11R.A37K.07",5.0243,11.7591,3.6951,4.5426,0.0842,1.6066,-6.1427
"TCGA.FR.A8YD.06A.11R.A37K.07",8.3654,13.9391,4.5165,3.579,-1.4996,0.049,-2.8535
"TCGA.FR.A8YE.06A.11R.A37K.07",1.7368,8.3763,4.7799,8.1452,5.7275,6.8417,-2.0557
"TCGA.FS.A1YW.06A.11R.A18T.07",6.0397,12.9169,3.1814,3.7118,-0.9171,0.5003,-5.5153
"TCGA.FS.A1YX.06A.11R.A18T.07",3.9503,12.6358,4.6325,5.6967,2.538,5.6273,-6.3486
"TCGA.FS.A1YY.06A.11R.A18T.07",9.5216,14.5423,1.8692,2.3448,1.8537,3.8354,-4.1603
"TCGA.FS.A1Z0.06A.11R.A18T.07",2.5797,11.8401,5.9764,7.1141,1.6737,2.323,-5.859
"TCGA.FS.A1Z3.06A.11R.A18T.07",6.7937,14.2789,5.7934,6.2378,2.8029,1.3237,-7.6085
"TCGA.FS.A1Z4.06A.11R.A18T.07",3,9.574,0.176,3.7584,2.1455,3.9016,-4.0381
"TCGA.FS.A1Z7.06A.11R.A18T.07",6.4366,14.3867,6.2821,8.4455,4.0727,5.9229,-4.527
"TCGA.FS.A1ZA.06A.11R.A18T.07",-1.4754,5.3442,1.7061,6.9465,3.5513,5.4302,-5.2021
"TCGA.FS.A1ZB.06A.12R.A18S.07",8.7964,12.9132,2.3448,2.5569,2.7647,6.4299,0.4987
"TCGA.FS.A1ZC.06A.11R.A18T.07",-2.9868,1.8872,3.9322,7.3237,6.1715,5.4822,-6.8849
"TCGA.FS.A1ZD.06A.11R.A18T.07",-3.1474,4.754,5.5882,8.5141,6.5475,6.8765,-5.1353
"TCGA.FS.A1ZE.06A.11R.A18T.07",7.6647,15.6014,3.7665,5.867,3.61,1.3437,-6.5391
"TCGA.FS.A1ZF.06A.12R.A18S.07",4.4679,13.7445,5.1647,5.499,-0.0756,2.1567,-7.0221
"TCGA.FS.A1ZG.06A.11R.A18T.07",10.0128,14.0776,0.6594,2.1789,-1.5116,-0.6538,-7.6197
"TCGA.FS.A1ZH.06A.11R.A18T.07",-1.8958,4.1641,5.6948,8.3132,6.2659,8.7864,-2.6864
"TCGA.FS.A1ZJ.06A.12R.A18S.07",4.7943,11.5256,3.2205,3.7066,-0.2299,-0.1299,-5.3565
"TCGA.FS.A1ZK.06A.11R.A18T.07",9.3597,14.7259,2.3969,3.3108,1.0639,0.2674,-6.3625
"TCGA.FS.A1ZM.06A.12R.A18S.07",4.0453,12.2133,7.2061,5.8428,4.684,5.9857,-3.9067
"TCGA.FS.A1ZN.01A.11R.A18T.07",5.6999,13.1122,5.5182,5.5892,0.1978,3.1897,-3.3149
"TCGA.FS.A1ZP.06A.11R.A18T.07",6.475,13.4928,5.2848,5.4098,-0.0659,2.9124,-4.012
"TCGA.FS.A1ZQ.06A.11R.A18U.07",9.5246,14.1062,2.4593,3.4661,1.8228,1.2742,-3.7454
"TCGA.FS.A1ZR.06A.21R.A18U.07",5.4396,15.4048,6.6232,5.5165,0.2586,2.1279,-4.0317
"TCGA.FS.A1ZS.06A.12R.A18T.07",-2.6647,-0.4049,-1.7731,3.92,6.297,12.2425,0.9445
"TCGA.FS.A1ZT.06A.11R.A18U.07",6.6938,14.7795,5.7504,4.2577,0.4701,-1.0027,-5.7666
"TCGA.FS.A1ZU.06A.12R.A18T.07",5.8576,13.9144,4.4753,4.3502,-0.4587,0.0143,-6.4881
"TCGA.FS.A1ZW.06A.12R.A18T.07",3.5817,13.3759,4.4258,6.4054,2.3464,0.7874,-6.3823
"TCGA.FS.A1ZY.06A.11R.A18S.07",6.6001,15.6267,6.1342,5.2689,-1.3507,-0.7954,-6.2539
"TCGA.FS.A1ZZ.06A.11R.A18S.07",7.6972,14.1764,3.5956,4.4956,-1.1769,-0.892,-5.832
"TCGA.FS.A4F0.06A.11R.A24X.07",6.8757,11.549,2.6722,3.2872,-1.4306,-1.2499,-8.6666
"TCGA.FS.A4F2.06A.11R.A24X.07",5.958,9.6783,0.1714,3.4308,2.1751,3.7286,-5.9466
"TCGA.FS.A4F4.06A.12R.A266.07",9.1918,14.7663,2.0337,3.8978,2.5908,3.9675,-5.554
"TCGA.FS.A4F5.06A.11R.A266.07",7.2961,14.6666,4.3542,5.6289,2.3565,3.2237,-8.1247
"TCGA.FS.A4F8.06A.11R.A266.07",4.1372,9.5019,2.1684,4.7422,4.1359,6.052,-1.4428
"TCGA.FS.A4F9.06A.11R.A24X.07",7.6124,11.7749,0.4995,3.4036,-1.2378,1.2889,-5.8449
"TCGA.FS.A4FB.06A.11R.A266.07",4.8886,15.5904,6.8356,7.3753,-0.8967,-0.7268,-8.4359
"TCGA.FS.A4FC.06A.11R.A24X.07",7.3256,13.5689,2.8834,6.3221,1.9132,5.3389,-4.2224
"TCGA.FS.A4FD.06A.11R.A266.07",4.7948,13.5289,6.1057,5.0541,1.081,1.314,-4.6134
"TCGA.FW.A3I3.06A.11R.A21D.07",6.4298,12.3664,4.46,3.1485,-0.9399,1.4146,-1.7807
"TCGA.FW.A3R5.06A.11R.A239.07",10.5763,12.2403,-0.977,2.1764,3.0026,3.9519,-7.2028
"TCGA.FW.A3TU.06A.11R.A239.07",10.102,13.8415,-0.2743,0.1161,1.0538,0.7009,-3.4343
"TCGA.FW.A3TV.06A.11R.A239.07",9.535,16.076,0.1267,2.8283,1.597,1.9106,-4.958
"TCGA.FW.A5DX.01A.11R.A27Q.07",3.6893,13.3391,7.0756,6.9988,2.9949,-0.997,-7.5839
"TCGA.FW.A5DY.06A.11R.A311.07",4.3984,8.6081,4.6561,4.6388,1.5238,4.0066,-3.1664
"TCGA.GF.A2C7.01A.11R.A18T.07",7.3465,15.299,3.6589,3.8071,0.8087,2.5335,-3.9007
"TCGA.GF.A3OT.06A.23R.A239.07",-2.0765,-1.856,-1.4321,1.7155,4.6344,13.0614,1.6087
"TCGA.GF.A4EO.06A.12R.A24X.07",5.0329,9.9441,6.0945,4.4481,2.3229,2.6466,-4.6035
"TCGA.GF.A6C8.06A.12R.A311.07",2.1456,11.3892,7.3197,7.3366,0.7883,1.4314,-6.4929
"TCGA.GF.A6C9.06A.11R.A311.07",1.5727,1.472,0.0142,3.9428,6.6273,8.9403,-2.1197
"TCGA.GF.A769.01A.32R.A32P.07",3.3273,13.1778,5.9623,6.5785,2.3899,3.8706,-7.1125
"TCGA.GN.A262.06A.11R.A18T.07",5.3374,14.1603,6.0178,5.3678,-2.5772,-2.2524,-8.8459
"TCGA.GN.A263.01A.11R.A18T.07",10.3879,12.6072,-0.9112,-0.3481,1.1895,2.1888,-5.4285
"TCGA.GN.A264.06A.11R.A18U.07",7.2859,12.1447,0.8025,2.3292,0.5279,2.5482,-6.9848
"TCGA.GN.A265.06A.21R.A18T.07",2.4033,7.6385,3.1647,5.7648,5.8778,8.6573,-2.2413
"TCGA.GN.A266.06A.11R.A18T.07",1.7495,4.5904,1.3926,6.6826,8.2499,9.3179,-1.5381
"TCGA.GN.A267.06A.21R.A18T.07",7.0109,12.798,2.7843,3.6464,0.4669,0.7528,-8.2575
"TCGA.GN.A268.06A.11R.A18T.07",9.0553,14.1082,0.4329,1.6846,-2.1645,-0.8186,-7.2798
"TCGA.GN.A26A.06A.11R.A18T.07",1.8286,5.6686,2.9379,6.442,8.0984,10.0316,-4.4492
"TCGA.GN.A26C.01A.11R.A18T.07",-0.4593,1.495,-0.4894,4.3801,7.0715,8.2979,-2.3465
"TCGA.GN.A26D.06A.11R.A18T.07",7.0431,14.0288,3.4666,3.458,2.5436,-0.3143,-6.8177
"TCGA.GN.A4U3.06A.11R.A32P.07",5.7578,12.6325,4.2452,3.8305,-1.6991,0.3292,-7.5236
"TCGA.GN.A4U4.06A.11R.A32P.07",5.1796,14.1685,5.206,4.394,-1.2182,-1.3799,-6.296
"TCGA.GN.A4U5.01A.11R.A32P.07",6.7428,13.4532,5.15,5.6456,2.1152,3.4614,-1.7004
"TCGA.GN.A4U7.06A.21R.A32P.07",10.7168,14.4945,1.3373,1.2201,-1.4039,-1.8142,-7.2214
"TCGA.GN.A4U8.06A.11R.A32P.07",6.5466,12.4121,3.9819,3.7076,0.0198,-1.0561,-7.532
"TCGA.GN.A4U8.11A.11R.A32P.07",6.1214,10.4146,2.7758,3.4919,1.6523,2.1408,-4.1118
"TCGA.GN.A4U9.06A.11R.A32P.07",-3.7563,-0.7321,-1.0837,2.1454,0.773,4.2384,0.0642
"TCGA.GN.A8LK.06A.11R.A37K.07",11.0945,13.8024,-1.8957,0.2633,-1.8646,-1.7085,-7.2569
"TCGA.GN.A8LL.06A.21R.A37K.07",9.0606,12.5885,0.306,0.1979,-0.1054,-0.8281,-4.7758
"TCGA.GN.A8LN.01A.11R.A37K.07",4.6667,11.9395,4.9528,6.6044,2.1672,2.8384,-6.8756
"TCGA.GN.A9SD.06A.11R.A40A.07",5.9061,13.8369,4.7076,6.3195,2.656,4.2573,-4.2898
"TCGA.HR.A2OG.06A.21R.A18U.07",1.0301,6.8565,5.5785,5.8842,6.5949,8.2092,-3.9698
"TCGA.HR.A2OH.06A.11R.A18U.07",7.9056,13.5829,5.6116,3.5515,1.5584,1.0853,-5.16
"TCGA.HR.A5NC.01A.11R.A27Q.07",6.579,16.226,6.6287,7.5172,0.4849,3.2109,-2.8325
"TCGA.IH.A3EA.01A.11R.A20F.07",8.8554,12.8613,1.404,2.7177,1.1164,2.9497,-4.5711
"TCGA.LH.A9QB.06A.11R.A38C.07",-2.632,5.0711,3.6524,7.0956,4.2622,6.0457,-7.3062
"TCGA.OD.A75X.06A.12R.A32P.07",4.9875,13.4961,4.6674,5.1023,-0.4096,0.8325,-4.0137
"TCGA.QB.A6FS.06A.11R.A311.07",9.2553,14.7365,2.334,2.0727,1.2881,2.6014,-3.9182
"TCGA.QB.AA9O.06A.11R.A39D.07",8.8332,14.3165,2.6432,4.6531,0.9051,-0.8876,-5.1401
"TCGA.RP.A690.06A.11R.A311.07",6.8455,12.1789,1.8182,1.5101,-0.7713,-0.2202,-3.0359
"TCGA.RP.A693.06A.13R.A311.07",5.9637,11.6433,2.5731,5.4926,1.59,3.1745,-5.7546
"TCGA.RP.A694.06A.11R.A311.07",9.0665,14.5093,1.2488,3.8546,-0.2718,0.4631,-6.5341
"TCGA.RP.A695.06A.11R.A311.07",10.4242,14.5207,0.7746,1.9003,-0.0759,0.0092,-6.2778
"TCGA.RP.A6K9.06A.41R.A352.07",8.7529,13.4448,0.75,1.015,-0.6,2.3411,-4.0645
"TCGA.W3.A824.06A.21R.A352.07",6.2265,11.8874,0.5983,2.2478,-0.4144,1.3013,-7.145
"TCGA.W3.A825.06A.11R.A352.07",-2.2358,3.0914,4.5499,6.989,6.1466,8.7246,1.1593
"TCGA.W3.A828.06A.11R.A352.07",-1.0571,-0.0703,2.2755,2.9339,5.2036,8.7256,4.5413
"TCGA.W3.AA1O.06A.11R.A38C.07",10.1307,15.0571,0.3224,2.3323,0.2263,1.1739,-7.793
"TCGA.W3.AA1Q.06A.11R.A38C.07",5.9515,13.3106,3.9559,5.6717,-0.4512,0.6931,-7.0192
"TCGA.W3.AA1R.06A.11R.A39D.07",9.7446,13.1853,-1.3247,1.7958,-1.2459,-0.4518,-6.7757
"TCGA.W3.AA1V.06B.11R.A40A.07",-1.4447,-1.552,-2.1983,-1.3459,0.5379,8.7911,2.413
"TCGA.W3.AA1W.06A.11R.A38C.07",8.1952,12.3057,-1.7553,0.7647,-0.5283,0.8459,-4.7257
"TCGA.W3.AA21.06A.11R.A38C.07",6.4236,12.7517,3.7922,3.061,1.0329,-0.08,-7.2262
"TCGA.WE.A8JZ.06A.11R.A37K.07",3.619,12.6219,2.8173,4.9627,1.9476,1.048,-7.5643
"TCGA.WE.A8K1.06A.21R.A37K.07",9.0496,14.9227,2.2244,1.8934,-0.5788,-0.1928,-6.5751
"TCGA.WE.A8K4.01A.12R.A37K.07",11.5572,14.7407,0.2792,-0.7223,-0.5909,-1.0114,-6.8973
"TCGA.WE.A8K5.06A.11R.A37K.07",4.8297,13.8607,3.8791,4.185,1.8915,2.5536,-7.0547
"TCGA.WE.A8K6.06A.11R.A37K.07",1.5337,8.0327,3.5128,7.7198,6.0259,7.6339,-6.5368
"TCGA.WE.A8ZM.06A.11R.A37K.07",3.3553,12.243,6.9754,7.378,2.7671,4.7995,-3.3256
"TCGA.WE.A8ZN.06A.11R.A37K.07",9.6385,13.8801,0.6937,2.6152,0.863,4.1523,-3.6505
"TCGA.WE.A8ZO.06A.11R.A37K.07",7.1969,14.6037,4.4984,6.191,1.4936,1.9373,-4.8703
"TCGA.WE.A8ZQ.06A.41R.A37K.07",0.1947,9.628,7.0234,7.5698,1.7008,3.6922,-6.9837
"TCGA.WE.A8ZR.06A.11R.A37K.07",9.9988,16.2416,3.547,3.4396,1.4301,0.4095,-7.3576
"TCGA.WE.A8ZT.06A.11R.A37K.07",3.356,13.2738,5.7214,6.8197,-1.8219,-1.2544,-7.7683
