"","Melanocytic","Transitory","Neural.crest.like","Undifferentiated"
"X3598.CY.7_vehicle",0.2841,-1.2833,-0.9872,3.5283
"X3598.CY.8_vehicle",-0.5276,-3.8943,-2.155,-5.8974
"X3598.CY.9_vehicle",-2.7841,-1.7005,-5.2035,-5.244
"X3598.CY.10_Rigosertib",-1.006,5.1894,2.1782,1.3344
"X3598.CY.11_Rigosertib",1.7408,3.4783,2.278,2.5586
"X3598.CY.12_Rigosertib",-0.0047,1.3244,3.1663,2.0402
