"","Melanocytic","Transitory.Melanocytic","Transitory","Int.Neural.crest.like","Neural.crest.like","Undifferentiated.Neural.crest.like","Undifferentiated"
"A375_sc_par_cell_54",-6.1435,-6.1692,-5.6746,2.7019,5.0189,2.0318,-6.0749
"A375_sc_par_cell_55",-5.4115,-6.1304,-4.7446,2.7206,5.1519,4.0448,-6.5534
"A375_sc_par_cell_56",-6.1764,-7.413,-4.8739,0.7478,2.2024,3.9748,-5.1115
"A375_sc_par_cell_57",-4.6827,-5.6423,-2.8623,1.7111,3.1535,1.8148,-7.7573
"A375_sc_par_cell_58",-4.6674,-3.9896,-4.0187,3.0169,4.2624,4.475,-4.1588
"A375_sc_par_cell_59",-6.138,-5.4431,-4.0704,0.9832,2.4698,3.5564,-6.78
"A375_sc_par_cell_60",-6.2591,-6.0414,-4.3951,1.1777,1.7851,4.6829,-5.6676
"A375_sc_par_cell_61",-3.5639,-0.543,-1.1423,3.4003,4.935,1.4948,-5.4499
"A375_sc_par_cell_62",-5.6136,-5.8752,-4.7943,1.5118,4.6801,5.6047,-3.846
"A375_sc_par_cell_63",-5.5024,-5.992,-4.8562,0.2099,4.2021,2.9577,-6.1209
"A375_sc_par_cell_64",-5.0477,-3.7049,-3.8154,4.5322,5.8959,3.8953,-6.5199
"A375_sc_par_cell_65",-4.9449,-4.1596,-4.2771,2.3436,5.7111,4.8313,-6.9174
"A375_sc_par_cell_66",-3.9553,-2.425,-4.5423,2.9472,5.1784,4.1662,-4.7391
"A375_sc_par_cell_67",-4.3771,-5.3044,-3.6642,1.8409,4.8152,3.1689,-4.6661
"A375_sc_par_cell_68",-5.1596,-2.2009,-3.9188,2.555,5.6812,4.0348,-3.1385
"A375_sc_par_cell_69",-4.4852,-5.0951,-3.1656,2.0582,2.8305,2.5442,-5.5815
"A375_sc_par_cell_70",-6.1357,-5.3093,-4.0792,2.9037,3.9308,5.0574,-5.1844
"A375_sc_par_cell_71",-4.1569,-3.998,-4.2033,2.5076,7.7392,5.8533,-5.7188
"A375_sc_par_cell_72",-5.3639,-3.2016,-1.8897,3.9459,5.0029,0.4802,-6.8966
"A375_sc_par_cell_73",-4.5634,-5.7833,-4.0452,2.6856,4.6494,2.86,-6.4761
"A375_sc_par_cell_74",-4.6204,-3.9691,-3.4914,3.4538,5.6462,2.6171,-4.8782
"A375_sc_par_cell_75",-5.6702,-5.8682,-5.2312,2.3142,5.4228,5.1377,-5.8167
"A375_sc_par_cell_76",-6.1693,-5.0468,-4.6599,1.8617,5.2691,3.1129,-5.2784
"A375_sc_par_cell_77",-5.168,-6.2386,-3.5344,2.7153,4.1887,2.3303,-7.7917
"A375_sc_par_cell_78",-6.8174,-4.4379,-4.3127,2.2009,5.4138,2.6125,-6.1836
"A375_sc_br_cell_1",-0.1304,-0.4489,-1.0569,1.4395,3.1118,0.8287,-1.5206
"A375_sc_br_cell_2",-6.0747,-5.7247,-5.813,-1.1775,-1.7174,6.1735,-0.4457
"A375_sc_br_cell_3",-5.1364,-4.3433,-4.77,-1.31,-2.6511,6.4556,-1.0639
"A375_sc_br_cell_4",-5.5367,-6.7591,-4.7768,0.2947,-0.9791,6.8269,-0.3469
"A375_sc_br_cell_5",-4.8739,-4.7361,-5.2719,1.584,-2.2569,6.2892,-0.4285
"A375_sc_br_cell_6",-6.9642,-5.4107,-4.8406,-1.5775,-3.1077,6.1291,0.7617
"A375_sc_br_cell_7",0.1055,0.3088,-3.081,1.0465,0.7674,3.2806,3.4814
"A375_sc_br_cell_8",0.0624,0.8982,-3.7353,-0.4023,-0.7948,5.0693,3.1003
"A375_sc_br_cell_9",-6.3387,-6.2364,-5.6694,-2.1676,-2.2335,5.0726,0.5048
"A375_sc_br_cell_10",-0.8074,0.4949,-2.5126,1.708,3.6818,3.1434,0.1745
"A375_sc_br_cell_11",-4.492,-5.0737,-3.6451,0.9197,-2.1663,5.213,-0.051
"A375_sc_br_cell_12",-5.0837,-4.6373,-5.3443,-1.4371,-2.9525,5.5638,0.1706
"A375_sc_br_cell_13",-3.6112,-5.7369,-4.7397,-1.433,-0.4112,6.4418,-0.5954
"A375_sc_br_cell_14",-1.9264,-2.3399,-3.5852,-1.2336,0.2615,2.7238,2.1069
"A375_sc_br_cell_15",-4.4948,-5.1807,-5.2292,-0.5726,-2.0458,4.2363,-1.3978
"A375_sc_br_cell_16",-4.5458,-3.2852,-4.1047,1.2889,3.3857,-0.4138,-4.7866
"A375_sc_br_cell_17",0.4454,1.1137,-2.6718,0.362,1.7421,5.3751,3.8097
"A375_sc_br_cell_18",-4.4065,-4.3143,-4.6367,-1.204,-0.6682,4.6112,-0.1853
"A375_sc_br_cell_19",-1.3463,-0.0561,-2.7698,1.284,0.6201,3.6965,2.4197
"A375_sc_br_cell_20",-3.8885,-4.4711,-5.0148,-1.6448,-1.8399,4.0101,2.4869
"A375_sc_br_cell_21",-5.6937,-6.4459,-4.8463,-1.4327,-1.4456,6.0968,-0.2485
"A375_sc_br_cell_22",-3.2495,-5.2508,-4.993,-1.2687,0.5214,5.5976,-0.3496
"A375_sc_br_cell_23",-1.3957,-0.0445,-4.1813,0.6492,-0.5602,2.7677,2.2161
"A375_sc_br_cell_24",-4.5635,-6.0244,-5.3608,-1.6415,-1.9189,6.0305,-0.4166
"A375_sc_br_cell_25",-2.8785,-0.9907,-3.9299,-0.9663,-0.6521,2.5012,2.218
"A375_sc_br_cell_26",-4.0155,-3.3801,-3.7702,0.9146,-2.7069,5.6403,-0.8668
"A375_sc_br_cell_27",0.7965,0.7656,-2.257,2.038,1.0907,3.157,3.0767
"A375_sc_br_cell_28",-4.1417,-5.0174,-5.4915,-2.5279,-1.96,2.3503,-0.9391
"A375_sc_br_cell_29",-4.198,-5.7563,-5.0869,-0.1328,-2.7136,4.6708,-2.9682
"A375_sc_br_cell_30",-2.6334,-3.6774,-4.4305,0.2285,-1.1832,6.0189,0.5927
"A375_sc_br_cell_31",-4.8347,-4.3719,-4.1737,-1.038,-2.044,7.2138,0.5869
"A375_sc_br_cell_32",-3.1204,-4.933,-4.2203,0.5234,-0.8587,4.2223,-1.2486
"A375_sc_br_cell_33",-4.9571,-3.948,-4.9617,-0.3476,-0.44,6.5023,0.1744
"A375_sc_br_cell_34",-4.9716,-3.2209,-4.8115,-0.476,-0.733,5.0464,-0.3095
"A375_sc_br_cell_35",-6.315,-5.3973,-5.8252,-0.9557,-2.3246,5.6223,-2.1817
"A375_sc_br_cell_36",-3.2592,-2.1993,-4.0103,1.3711,0.2268,4.9851,0.5536
"A375_sc_br_cell_37",-5.6578,-6.1422,-5.3256,-0.7459,-2.8838,5.843,-1.3035
"A375_sc_br_cell_38",-2.1907,-2.0773,-4.3259,0.1343,-0.4603,3.1707,1.7251
"A375_sc_br_cell_39",-4.8188,-5.5925,-4.5337,-0.8664,-1.4798,5.4834,-0.616
"A375_sc_br_cell_40",-3.9619,-4.4221,-5.1466,-0.9512,-0.0058,4.4248,-0.2379
"A375_sc_br_cell_41",-4.656,-4.3687,-4.2705,-0.8628,-0.8082,6.7476,-0.4264
"A375_sc_br_cell_42",-1.9691,-0.082,-3.0521,-0.6081,-0.4024,2.5269,0.9428
"A375_sc_br_cell_43",-2.0729,-4.1679,-4.2066,-0.8762,-2.677,5.167,-0.0897
"A375_sc_br_cell_44",-6.0268,-6.9118,-5.3151,-0.947,-2.7657,5.1522,0.6174
"A375_sc_br_cell_45",-4.513,-6.8572,-5.7504,-1.2362,-1.7092,6.1947,-0.1569
"A375_sc_br_cell_46",-5.6384,-5.7759,-5.6841,-2.056,-2.1611,7.744,-0.0076
"A375_sc_br_cell_47",-4.8973,-3.9173,-4.4393,0.3049,-2.1431,5.6457,0.7828
"A375_sc_br_cell_48",-3.5904,-2.7498,-4.6897,-2.5749,-0.989,2.6449,0.8317
"A375_sc_br_cell_49",-4.4564,-3.4506,-5.3545,0.8656,-2.395,3.762,-0.5574
"A375_sc_br_cell_50",-4.8984,-6.2354,-4.3684,-0.7881,-1.9602,3.2797,-1.2099
"A375_sc_br_cell_51",-4.2221,-5.4622,-4.989,0.0139,-0.9601,5.518,-1.0071
"A375_sc_br_cell_52",-4.5854,-4.806,-5.6025,-0.0195,-2.8044,5.9292,0.815
