"","Melanocytic","Transitory.Melanocytic","Transitory","Int.Neural.crest.like","Neural.crest.like","Undifferentiated.Neural.crest.like","Undifferentiated"
"GSM3177125",8.4194,16.7171,0.089,-1.9214,-2.9177,-3.6968,-5.0487
"GSM3177126",7.8938,15.148,-0.7976,-0.6056,-2.1336,-0.6108,-4.0573
"GSM3177127",7.1515,14.9343,-0.5468,-2.9425,-2.7964,-5.3588,-5.3794
"GSM3177128",9.0198,13.446,-0.7291,-0.5113,-3.4311,-1.6004,-4.3167
"GSM3177129",6.9955,16.162,0.3348,-1.298,-5.133,-3.7875,-3.3574
"GSM3177130",8.0654,14.0154,-0.0045,-0.5481,-2.8226,-0.6469,-3.8048
