"","Pro_Ver","Inv_Ver","Pro_Hoek","Inv_Hoek","KS_E","KS_M","KS","GS"
"X262.TNF.3d_S5.FPKM",21.2488,0.7467,10.0848,-1.4991,-5.0819,8.0979,0.502574525745258,252.45615676857
"X262_g3wks_S39.FPKM",19.2355,-3.4803,9.7627,-3.3244,-5.9309,6.4528,0.490785907859079,219.598510554511
"X308.d0_S2.FPKM",19.3647,-10.6389,9.6577,-4.1343,-5.7663,5.7906,0.442005420054201,47.1129062572525
"X308.TNF.3d_S6.FPKM",14.9893,-4.9299,6.7479,-1.4697,-5.6363,6.5843,0.559620596205962,32.980350961027
"X308.g5wks_S7.FPKM",18.2049,-6.7552,9.3027,-4.8253,-5.9209,6.1053,0.500813008130081,38.3766839449014
"X399.d0_S13.FPKM",15.1979,-7.9771,8.5569,-2.5973,-6.749,7.2802,0.526964769647696,-32.8580565428223
"X399.TNF_S17.FPKM",11.5334,-0.4522,7.3453,0.6098,-5.9683,7.9019,0.596205962059621,-39.7177259466809
"X399.LTg_S16.FPKM",3.9067,0.1844,3.6166,0.0625,-8.3769,5.904,0.567479674796748,-14.2235507549708
"X3998MEL_d0.FPKM",19.4777,-1.1129,9.5729,2.5987,-7.8444,9.1564,0.634959349593496,124.733911340027
"X3998MEL_TNF.FPKM",16.6373,7.064,7.6444,4.6453,-6.1604,9.4066,0.610569105691057,42.3958867866734
"X3998_MEL_LTg.FPKM",15.1939,3.0238,6.6712,1.8893,-7.5364,7.9427,0.630623306233062,59.1577665231082
"X257A2_d0.FPKM",-5.6276,17.8558,-3.0078,10.4331,-8.5144,9.1713,0.667615176151762,-101.405152884588
"X257A2_TNF.FPKM",-5.9063,21.2617,-2.9832,11.0375,-8.888,10.018,0.681978319783198,-38.7007449458004
"X257A2_LTg.FPKM",-5.0468,22.4491,-3.2559,11.5131,-8.8828,9.2854,0.624525745257453,73.2015609345551
"X381_d0.FPKM",-4.4191,13.1096,-3.6303,8.2032,-7.8036,9.2969,0.667208672086721,-333.428165547979
"X381_TNF.FPKM",-4.8312,15.1556,-3.1248,9.2101,-7.8714,9.4563,0.642818428184282,-193.639261991285
"X381_LTg.FPKM",-4.0135,19.044,-3.368,8.8727,-6.4264,9.2248,0.650677506775068,-130.392568788145
"X370_d0.FPKM",-7.824,16.5017,-4.5164,8.7548,-9.7091,8.8867,0.648915989159892,-91.5554327327279
"X370_TNF.FPKM",-6.1002,19.5062,-3.7308,10.4947,-8.1577,10.4298,0.675067750677507,1.10499231328033
"X370_LTg.FPKM",-6.5295,21.683,-4.0947,9.9746,-9.6163,9.07,0.685907859078591,160.474510010555
"X410_d0.FPKM",-2.5973,14.9224,-3.7208,8.462,-5.6477,8.3651,0.574390243902439,-35.6291204931183
"X410_TNF.FPKM",-1.722,16.4989,-3.1661,7.9011,-4.5297,8.433,0.530894308943089,-12.9713898261647
"X410_LTg.FPKM",-0.8303,11.6417,-3.5639,7.3063,-6.6951,8.0008,0.502574525745258,-27.0720659401784
