"","Pro_Ver","Inv_Ver","Pro_Hoek","Inv_Hoek","KS_E","KS_M","KS","GS"
"MM649_shNEG_veh_96h",21.6068,-19.2596,10.0899,-7.9178,0.385,-9.1602,-0.211415003078005,12.4006785412023
"MM649_shNEG_DOX_96h",21.1428,-15.0705,9.7174,-7.0308,1.5433,-8.4881,-0.227024887872659,11.3726726938259
"MM649_shBRN2_veh_96h",20.3899,-16.3694,10.6729,-7.6706,1.4177,-7.9544,-0.252528361621669,11.8766876703554
"MM649_shBRN2_DOX_96h",16.3192,-13.9419,8.5163,-5.9115,1.5009,-6.988,-0.262026207017852,10.2841861447288
"MM649_shMITF_veh_96h",21.3637,-17.8288,10.2635,-7.6088,0.5326,-8.5695,-0.19831149415179,10.9917776533653
"MM649_shMITF_DOX_96h",14.665,-5.6553,5.6381,-2.5485,5.1968,-0.5823,-0.179887432943453,5.45940937673893
"A02_shNEG_veh_96h",21.4989,-20.1572,9.7139,-8.4377,-2.5538,-6.8283,-0.215460381672676,7.04685931768729
"A02_shNEG_DOX_96h",21.9965,-20.7969,9.3362,-9.0826,-1.0178,-6.0892,-0.203983818485621,7.32846973700271
"A02_shBRN2_veh_96h",19.8994,-21.5701,10.4959,-9.7428,-3.6388,-6.1834,-0.176765455984522,6.64390906288695
"A02_shBRN2_DOX_96h",17.3135,-20.2246,10.5086,-8.7491,-3.2466,-7.7015,-0.210227772403483,6.63198541862538
"A02_shMITF_veh_96h",18.8618,-19.2067,9.6297,-8.5082,-3.0181,-5.7634,-0.178040629671973,6.37790592498147
"A02_shMITF_DOX_96h",6.0832,-6.6306,3.2585,-2.9981,-1.6845,0.5401,0.110280538211239,3.0819886531875
"HT144_shNEG_veh_96h",-12.7831,8.3969,-9.3942,5.0058,-2.4043,5.1815,0.237358191891654,-6.91972081155892
"HT144_shNEG_DOX_96h",-12.9874,11.0266,-9.363,4.3754,-0.654,5.3788,0.19831149415179,-7.24530158724231
"HT144_shBRN2_veh_96h",-26.3594,19.8201,-10.978,8.6183,-0.1092,3.6921,0.14409462668191,-7.95489247267166
"HT144_shBRN2_DOX_96h",-29.1788,21.7316,-12.651,9.2669,-0.0407,-0.5775,0.152449212910034,-7.58058088466276
"HT144_shMITF_veh_96h",-29.2244,24.585,-11.6962,9.1005,-1.643,2.4932,0.174918652713042,-8.05864666346326
"HT144_shMITF_DOX_96h",-26.2998,24.8687,-11.201,9.2086,2.3284,5.0938,0.163793861577698,-8.25468616630133
"MM455_shNEG_veh_96h",-8.5854,21.3066,-5.6091,8.0675,4.3733,11.275,0.210007914871163,-9.18103809460268
"MM455_shNEG_DOX_96h",-4.6913,16.6047,-4.1576,8.1481,2.8245,10.3483,0.240831940902295,-8.93857135090008
"MM455_shBRN2_veh_96h",-8.4678,18.7267,-6.0585,8.1284,2.908,11.5475,0.276272975112127,-8.28343603600507
"MM455_shBRN2_DOX_96h",-13.6158,17.5674,-8.2639,7.8489,1.7159,8.9714,0.216823498373054,-8.79985357532195
"MM455_shMITF_veh_96h",-16.2522,19.0013,-8.4028,8.2787,3.3039,8.6854,0.189253363820244,-8.2559180882924
"MM455_shMITF_DOX_96h",-8.4283,19.251,-5.8647,7.4054,5.5042,9.599,0.168630727288717,-10.0238844635655
