"","Pro_Ver","Inv_Ver","Pro_Hoek","Inv_Hoek","KS_E","KS_M","KS","GS"
"M207.P",1.2505,-21.787,-0.3183,-5.5236,-1.9766,-9.9466,-0.217648103739231,-9.88427459013437
"M207.R1",-0.7541,-12.5905,-3.2321,-0.6362,-0.5345,-8.0549,-0.23097077893241,-14.0043310256924
"M245.P",-36.9985,9.088,-10.9705,6.4931,-2.3569,-5.6302,-0.157607247535305,-21.825766120694
"M245.R3",-37.542,6.049,-11.9038,7.4547,-7.4352,-5.823,0.0751842970068391,-20.6828429508833
"M245.R4",-38.986,8.2762,-13.2567,8.5406,-0.4289,-6.825,-0.176125766053824,-24.2114235128388
"M245.R5",-39.26,8.0127,-12.9447,8.4231,-3.3943,-7.2161,-0.181321609379163,-23.6252052091592
"M296.P",-38.0528,24.9205,-12.3397,8.4938,-5.7744,-2.1555,0.15347721822542,-20.2535090608639
"M296.R3",-33.2718,23.567,-12.758,8.8675,-1.2524,0.8716,0.105115907274181,-23.8962988791419
"NRAS.PDX1.R1",-3.3513,-24.4342,3.6351,-8.7892,-5.1323,-3.6687,0.10209610089706,3.83125378827143
"NRAS.PDX1.R2",-0.5188,-24.4333,4.6327,-8.1784,-4.069,-2.6683,0.084643396393996,2.89094868437574
"NRAS.PDX1.R3",-3.1133,-26.3226,2.5317,-8.7065,-6.4302,-4.5718,0.0900168753885781,2.69606080247357
"NRAS.PDX1.R4",-3.9818,-23.7689,2.3333,-7.9948,-5.6957,-3.7542,0.0764277466915357,3.26128189006923
"NRAS.PDX1.R5",-6.1068,-17.1103,1.8495,-6.024,-6.2213,-0.4834,0.193800515143441,5.36635993441093
"NRAS.PDX1.V1",-5.9791,-18.4898,0.6527,-6.8904,-4.7897,-2.8843,0.115818456346034,-0.154501136047922
"NRAS.PDX1.V2",-10.5245,-18.2518,0.1833,-5.943,-3.0522,-5.4638,-0.0647037925215382,1.29047209656304
"NRAS.PDX2.V1",26.5545,-2.8397,7.0857,-2.6684,5.8983,0.6889,-0.179456434852118,16.0303702425914
"NRAS.PDX2.V2",24.4874,7.8318,6.6727,5.0886,8.9,2.8625,-0.165112354560796,10.6715900747113
"NRAS.PDX2.R1",31.8124,-8.5093,9.1724,-2.7566,2.4931,-0.9835,-0.175415223376854,18.1487394132487
"NRAS.PDX2.R2",35.3071,-2.3502,9.4862,-3.0076,5.7084,2.477,-0.172528643751665,14.886833129279
"NRAS.PDX2.R3",34.7037,-0.1913,8.8684,-1.3318,5.673,2.4374,-0.115640820676792,16.2563117629827
"NRAS.PDX2.R4",30.8832,-2.5192,9.7468,-0.7955,4.997,-0.8845,-0.167066346922462,15.2018036826341
"NRAS.PDX9.V1",10.1716,6.7032,2.3754,-2.0616,-5.0761,2.7255,0.199085176303402,5.67635403877595
"NRAS.PDX9.V2",11.4802,2.6395,2.4845,-3.5035,-4.5784,0.4832,0.144506616928679,6.42800615290446
"NRAS.PDX9.R1",15.7948,-1.9078,4.0724,-6.1549,-5.2454,-0.6232,0.13633537614353,13.3441242616678
"NRAS.PDX3.V2",3.7034,6.1597,-4.0166,-0.5336,1.4612,-0.775,-0.0940136779465316,-3.61318164480221
"NRAS.PDX3.V1",2.2218,7.1382,-2.4477,0.0862,0.7671,-0.228,-0.0869082511768363,-2.59397899805083
"NRAS.PDX3.R1",11.8473,-3.3273,2.5743,-3.9003,-5.6069,-3.0039,0.104449773514522,3.98133700460209
"NRAS.PDX3.R2",13.2731,2.8223,3.7401,-1.8653,-0.9026,0.3105,0.0694999555910827,3.10570437008942
"NRAS.PDX8.V1",7.4161,7.4846,5.952,3.5981,1.4285,11.4778,0.227728927968736,5.9708199729868
"NRAS.PDX8.R1",14.13,7.2358,6.1298,5.095,3.6611,7.2129,0.109290345501377,5.42453488863056
"NRAS.PDX8.R2",10.542,9.4787,4.8569,5.171,6.5657,8.3525,0.0959232613908874,3.8433848205429
"NRAS.PDX8.R3",11.2524,10.8611,5.009,3.09,6.0393,8.1983,0.0776267874589218,5.12792299446956
"NRAS.PDX8.R4",7.3127,10.2182,5.2339,4.5313,5.6967,10.865,0.215250022204459,1.31109912202788
