"","Pro_Ver","Inv_Ver","Pro_Hoek","Inv_Hoek","KS_E","KS_M","KS","GS"
"total_RNA_from_melanocyte__1_",-12.718,14.9415,-4.1668,4.8315,14.2196,-2.6498,-0.42582006859555,55.4968924984015
"total_RNA_from_melanoma__2_",-1.5328,9.6877,0.6324,2.5293,-3.4291,9.3708,0.321695541289244,11.2174982726518
"total_RNA_from_melanocyte__3_",-13.4641,2.311,-4.2434,-1.005,4.0287,-4.4118,-0.23177381057075,20.834089005821
"total_RNA_from_melanoma__4_",-10.0639,17.2354,-3.6487,2.3217,15.1463,3.1844,-0.34368129452115,85.0269272109582
"total_RNA_from_melanocyte__5_",-2.3158,-4.4154,2.9703,-4.0129,-6.511,1.6747,0.243250373757805,-13.7517449586119
"total_RNA_from_melanocyte__6_",-1.3361,7.4487,2.8124,7.3213,-2.4203,7.8031,0.315891302436021,-7.22308273394354
"total_RNA_from_melanocyte__7_",-4.3915,2.3219,0.0246,1.6613,-1.7029,0.5689,0.107818133849266,-5.14616816966644
"total_RNA_from_melanoma__8_",4.5663,-8.2682,0.4227,-4.1341,-3.4409,-4.2724,-0.125670565473573,-36.374979297826
"total_RNA_from_melanoma__9_",7.5595,-18.0888,-2.6408,-8.5315,-5.6812,-9.7014,-0.120218098672061,-45.1338318544025
"total_RNA_from_melanoma__10_",5.0494,-20.7095,0.0537,-8.656,-8.1886,-13.0184,-0.184988127693255,-64.9455999733821
