"","Pro_Ver","Inv_Ver","Pro_Hoek","Inv_Hoek","KS_E","KS_M","KS","GS"
"X501mel_1",33.0755,1.5467,11.2117,0.4474,-0.428,7.4647,0.435954178599323,NA
"X501mel_2",32.3164,1.8484,11.4344,0.6608,-0.6141,7.9801,0.445717261129914,NA
"X501mel_3",32.5815,0.9735,11.2787,0.2774,-0.1476,7.9929,0.440640458214007,NA
"HBL_1",33.3497,4.8667,11.4157,1.3368,0.8608,8.5396,0.506508721687061,NA
"HBL_2",32.3626,4.4533,12.0771,1.5534,1.1309,8.1397,0.473704764384275,NA
"HBL_3",32.9029,2.0786,11.1027,1.015,0.055,7.4391,0.475006508721687,NA
"IGR37_1",34.2322,3.7852,11.6257,0.5606,0.8413,7.8875,0.462379588648789,NA
"IGR37_2",33.1185,4.4395,12.371,0.4826,0.6916,8.1385,0.466154647227285,NA
"IGR37_3",35.3574,3.7733,11.7404,-0.312,-0.0975,7.4059,0.435303306430617,NA
"IGR39_1",18.0251,22.8853,4.2164,9.393,0.1538,9.2333,0.582790939859412,NA
"IGR39_2",19.0614,23.1435,5.0517,9.0886,-0.3382,9.6257,0.591642801353814,NA
"IGR39_3",16.79,23.3936,5.4865,9.295,-0.2507,9.326,0.592554022390003,NA
"HBL.100_1",18.2352,23.256,4.5181,9.0517,3.6421,10.3435,0.563525123665712,NA
"HBL.100_2",17.9568,23.6897,4.418,9.5448,3.678,10.5985,0.564175995834418,NA
"HBL.100_3",20.3221,22.3725,5.074,9.1807,3.3322,10.2205,0.572376985160115,NA
"SkMel30.1_1",32.733,5.9051,11.613,1.2078,1.6544,7.9766,0.451054412913304,NA
"SkMel30.1_2",33.069,4.9042,11.5395,1.7782,1.3159,8.791,0.469018484769591,NA
"SkMel30.1_3",32.948,4.5532,11.1789,1.8718,2.225,8.4133,0.484769591252278,NA
"A375M_1",22.0024,14.396,5.7748,6.8176,1.7027,8.8224,0.522910700338454,NA
"A375M_2",21.9389,13.7677,6.397,7.0328,1.3301,8.6384,0.53644884144754,NA
"A375M_3",23.8022,14.2414,6.8791,6.6951,2.0773,9.5851,0.555714657641239,NA
"WM852_1",16.9696,20.9056,4.2688,9.4546,2.6092,10.504,0.562613902629524,NA
"WM852_2",17.7369,19.967,4.6482,8.5239,2.5022,10.4991,0.561051809424629,NA
"WM852_3",17.6215,21.979,5.0704,8.8873,2.8358,10.2734,0.562613902629524,NA
