"","Pro_Ver","Inv_Ver","Pro_Hoek","Inv_Hoek","KS_E","KS_M","KS","GS"
"GSM476606",13.1435,22.1588,4.9725,9.3895,0.0012,20.8473,0.696613440954553,-12602.8374656657
"GSM476607",19.487,21.6057,8.6091,8.0426,2.0556,18.214,0.532725039480611,-11214.0729040087
"GSM476608",16.1755,17.2955,5.199,6.6674,0.8209,20.3423,0.616731005439551,-5558.14948578493
"GSM476609",11.0245,13.0451,2.1106,3.8634,-1.1005,17.9783,0.575276364274434,-7745.21392802063
"GSM476610",28.205,9.7987,12.6468,3.8775,2.2319,16.9123,0.490042112651342,3189.10955907389
"GSM476611",5.4781,24.3967,0.9423,9.5347,-0.1906,18.1581,0.558080364976312,-13304.3171994819
"GSM476612",14.3267,17.6469,4.1372,7.6318,2.3964,18.1841,0.544788559396385,-7167.42734689204
"GSM476613",26.6912,4.262,11.2728,0.9157,0.7877,12.8936,0.402482891735392,5432.10951358663
"GSM476614",27.0665,5.4873,11.9882,1.4411,1.9469,13.6451,0.414195472889981,4596.59651541006
"GSM476615",21.5351,7.56,12.3637,0.2738,-0.926,14.7883,0.415160554483243,-2399.29378884397
"GSM476616",9.8626,17.0425,2.1815,7.0033,-1.2949,20.8373,0.661124758729602,-7813.34926137476
"GSM476617",28.1257,1.3895,12.9309,0.8243,-0.2127,12.5727,0.34137567994385,11452.1998154146
"GSM476618",12.862,18.3565,7.4328,8.5935,-0.5214,18.3664,0.53197929461309,-8147.93176580135
"GSM476619",29.5468,8.1205,12.636,3.9596,1.8724,16.6003,0.402614493770837,-857.428744832015
"GSM476620",22.1779,-2.0461,11.3938,-0.492,-1.2128,5.9837,0.183672574135813,700.222489475253
"GSM476621",13.6589,20.8815,5.7831,9.8679,10.2435,21.1376,0.394937708369889,-949.059998281534
"GSM476622",6.667,23.4373,1.5432,9.7726,-1.5721,21.0468,0.677706615195648,-10739.2981917626
"GSM476623",24.867,3.7955,12.3602,1.528,0.5875,13.2823,0.306983681347605,1433.66642698007
"GSM476624",27.8834,5.4935,12.0444,1.6476,1.7376,13.6102,0.349929812247763,5797.5297701106
"GSM476625",29.4554,13.2545,11.5856,5.8856,2.453,19.529,0.565888752412704,1666.24091308376
"GSM476626",23.6301,7.9599,12.0085,5.0933,4.0725,16.3831,0.339050710650991,-649.056770553765
"GSM476627",23.8757,4.8051,11.8465,3.1615,-0.1743,14.7249,0.365064046323916,-2695.01670852666
"GSM476628",17.2017,12.3338,5.1866,6.4918,0.423,16.2342,0.463677838217231,-7040.7013988413
"GSM476629",25.105,12.9032,10.9008,5.3137,2.1796,17.9997,0.47894367432883,-3019.52933256944
"GSM476630",17.4438,14.1384,5.5809,8.5,1.6499,16.0562,0.400026320407089,-7133.09887278204
"GSM476631",27.2274,11.0854,12.5722,4.2044,1.6831,16.0346,0.487848745393929,-4852.16090527439
"GSM476632",27.7997,10.6131,12.1,3.0285,3.0301,15.6627,0.392349535006141,1270.07897355196
"GSM476633",27.0547,12.5544,12.4114,4.9604,3.363,16.6293,0.472714511317775,6704.50475419481
"GSM476634",25.827,7.4261,12.5375,2.8075,1.2069,15.3263,0.445297420600105,5677.73374166357
"GSM476635",28.3671,12.125,12.1137,4.8813,4.2528,17.2826,0.438936655553606,6563.94862596696
"GSM476636",25.0097,11.384,11.6286,2.8811,1.9487,16.5935,0.459554307773294,4667.75436136684
"GSM476637",23.4649,11.0748,9.6141,4.0592,1.1027,18.1919,0.519915774697315,7490.00729644594
"GSM476638",25.2714,9.115,12.6925,3.0823,1.018,15.3711,0.44797332865415,4291.84402969253
"GSM476639",27.0709,9.4082,13.1,4.1525,5.1888,15.7429,0.398841902088086,7365.31656005739
"GSM476640",18.8231,22.5537,7.7085,9.2138,11.5166,20.2116,0.375416739778909,22269.4556872433
"GSM476641",24.2001,9.8771,12.3853,6.4612,3.3674,17.1534,0.433584839445517,-1778.81557273279
"GSM476642",18.7936,14.9733,8.2806,7.3078,-0.0039,19.7168,0.535751886295841,-6092.50798065207
"GSM476643",23.2933,10.7614,12.3711,6.1168,-0.3799,17.4384,0.498333040884366,-2664.37664424274
"GSM476644",24.4216,14.028,11.4971,7.7315,-0.7954,17.1849,0.576241445867696,-2093.41410641327
"GSM476645",24.2547,14.5669,11.1732,7.3826,0.4301,20.8481,0.614669240217582,2946.47477598525
"GSM476646",28.0833,6.4645,12.8867,2.1788,3.5218,15.2519,0.429812247762765,27376.2132724187
"GSM476647",26.225,12.0474,11.2861,6.0587,2.5443,16.8081,0.43858571679242,-582.045276857679
"GSM476648",19.6381,7.6985,8.8738,2.7309,-1.777,16.4905,0.498947183716442,-1074.52540981894
"GSM476649",25.3953,4.1184,11.0221,3.7047,1.2258,15.0301,0.337252149499912,-2717.37802170679
