"","Pro_Ver","Inv_Ver","Pro_Hoek","Inv_Hoek","KS_E","KS_M","KS","GS"
"GSM573426",26.257,8.3861,12.3685,2.7967,0.353,13.9899,0.412967187225829,526.837740717297
"GSM573427",23.3976,6.7049,12.0026,2.1194,0.8732,12.0068,0.352956659062994,54.4719038826361
"GSM573428",19.4502,11.2155,10.9011,3.4283,0.0466,14.6682,0.501491489735041,1530.91122770898
"GSM573429",22.5676,8.9301,9.4626,3.3365,1.0904,13.984,0.368090893139147,-1985.96554820461
"GSM573430",23.3593,8.6973,11.4509,2.7906,1.1891,16.0583,0.509299877171434,608.861382765779
"GSM573431",23.8721,9.503,11.3742,2.5533,2.0152,15.363,0.497104755220214,298.008026466486
"GSM573432",22.0744,4.0301,11.658,-0.4282,0.7287,11.666,0.368924372696964,1650.46152195664
"GSM573433",22.5314,11.1968,9.2642,1.1121,1.6347,15.6675,0.41015967713634,1894.19733873919
"GSM573434",25.4254,8.4138,12.1383,1.5615,2.8606,13.2013,0.370284260396561,3503.83109390183
"GSM573435",22.2446,10.4379,11.4377,3.059,2.2234,15.4504,0.468327776802948,2794.23672334663
"GSM573436",19.1144,14.851,9.525,5.8868,2.7811,18.8844,0.526978417266187,334.656283285596
"GSM573437",16.7209,17.6919,7.4315,7.1919,-2.1468,20.3803,0.713677838217231,-3403.68557225026
"GSM573438",23.6078,8.8315,10.9447,5.0995,1.2112,14.1082,0.452228461133532,-6398.85136247504
"GSM573439",22.8896,6.0793,10.1505,2.2936,-1e-04,12.5646,0.39186699420951,5420.80385704838
"GSM573440",26.5128,4.9952,11.7475,3.9007,0.6108,13.2145,0.418450605369363,1236.85983406128
"GSM573441",23.3851,11.4501,11.4203,4.9517,0.8204,17.5105,0.539787682049482,-4704.43873278974
"GSM573442",22.6134,16.9603,9.1623,6.8512,1.18,20.9409,0.645639585892262,-3571.63008121445
"GSM573443",20.5927,6.5978,9.7719,2.1536,2.1547,11.7847,0.279303386559045,293.193350562189
"GSM573444",22.5957,10.237,10.7342,4.0676,2.0803,14.6037,0.421258115458852,1369.64463245529
"GSM573445",23.9618,6.732,10.3884,3.4272,1.8535,14.2085,0.42564484997368,5637.90621785143
"GSM573446",23.6745,10.7964,10.5257,5.5045,1.9625,14.8625,0.452228461133532,-4000.37321760185
"GSM573447",20.5983,8.0693,11.1407,4.9235,0.6131,13.7876,0.415643095279874,-3089.93662021368
