"","Pro_Ver","Inv_Ver","Pro_Hoek","Inv_Hoek","KS_E","KS_M","KS","GS"
"dysplastic_nevus_23",4.5453,2.8156,6.2496,1.7155,8.3003,0.6078,-0.225363863910262,3.21551856544958
"dysplastic_nevus_8b",4.7574,0.0495,4.8204,-3.5925,10.9881,-7.2756,-0.455501993139891,2.71492314676664
"dysplastic_nevus_24",7.1295,2.6273,6.6392,1.1457,7.1766,4.1397,-0.13595068137573,2.98136442880955
"dysplastic_nevus_25a",8.4757,-0.1741,6.7351,-1.7744,7.7558,-0.1996,-0.189394641698341,2.94883639926723
"dysplastic_nevus_25b",6.7581,-0.4401,6.6973,-3.0395,11.0224,-4.022,-0.381106887920645,2.26700063010169
"dysplastic_nevus_26",6.4675,3.9588,7.2891,-0.3721,9.3863,-0.4629,-0.236905534439603,2.75842949268523
"common_melanocytic_nevus_1_DS",3.619,-1.4508,4.8589,-1.6084,3.3686,-2.3404,-0.16237137294892,-0.234002824686459
"common_melanocytic_nevus_2_DS",8.5723,-4.051,8.0321,-3.5327,7.1704,-5.2898,-0.291508297024196,1.10631023393665
"common_melanocytic_nevus_3_DS",5.2666,5.1107,6.8442,1.8306,4.8141,3.6832,-0.109159173078706,0.509181624042914
"common_melanocytic_nevus_4a_DS",2.8204,4.6232,4.64,0.9717,8.4242,0.1841,-0.220496894409938,2.9861011809599
"common_melanocytic_nevus_4b_DS",6.3389,2.1212,7.1726,-2.0673,11.4718,-5.6804,-0.405719847965143,2.51453839653025
"common_melanocytic_nevus_5_DS",5.3734,0.1543,5.9798,-0.9535,6.8518,-1.575,-0.207935477890053,2.36714083266718
"common_melanocytic_nevus_6_DS",0.7917,1.1497,1.9674,1.7572,8.0734,0.7918,-0.238017984611106,2.48389207537977
"common_melanocytic_nevus_7a_DS",1.0994,-3.0676,3.861,-3.6461,6.1072,-7.7919,-0.337350514508204,0.0590917002720794
"common_melanocytic_nevus_8a_DS",4.5432,-1.2907,6.277,-2.5645,7.5089,-2.9192,-0.276536571799388,2.12370911980286
"common_melanocytic_nevus_9a_DS",5.3426,1.5472,8.203,-2.216,5.8623,-0.0974,-0.165894131825345,0.357065598660517
"common_melanocytic_nevus_10_DS",5.2159,1.6326,5.442,-0.6044,7.7403,-1.4702,-0.20552516918513,2.0246271844667
"common_melanocytic_nevus_11_DS",7.514,-1.0868,7.6465,-0.6642,7.4997,1.1449,-0.201817001946788,1.247878897939
"common_melanocytic_nevus_12_DS",5.7216,1.319,7.3034,0.3619,9.7988,-2.079,-0.29512376008158,2.24911442671777
"common_melanocytic_nevus_13_DS",8.5625,-5.6014,8.4089,-3.5324,6.95,-6.8709,-0.321219987021415,0.282036576797371
"common_melanocytic_nevus_14_DS",10.8979,-4.0671,9.4442,-4.3965,9.8373,-6.938,-0.403448595531658,2.43656667481455
"common_melanocytic_nevus_15_DS",9.6746,-7.4925,7.8314,-5.7489,6.8015,-9.0939,-0.384768703068508,0.658784263295988
"common_melanocytic_nevus_16_DS",9.9409,-2.8424,8.4359,-4.7671,8.8579,-8.1701,-0.423194586075832,1.33637183157393
"common_melanocytic_nevus_17a_DS",10.8722,-0.8166,9.1744,-2.0067,6.716,-1.8911,-0.267961435060721,0.162518998660893
"radial_growth_phase_melanoma_27_DS",5.2263,-5.7807,7.0329,-4.4421,10.5617,-11.1815,-0.495225734680634,2.58413117311144
"radial_growth_phase_melanoma_28_DS",8.3331,3.2663,8.8848,0.7554,6.5755,3.0313,-0.140956707147492,-0.0372580213872813
"radial_growth_phase_melanoma_29_DS",6.6056,0.4732,5.3768,-0.0409,7.937,-6.0968,-0.351070733290071,1.59268076227588
"radial_growth_phase_melanoma_30_DS",8.4536,2.2076,8.0665,-0.0671,5.2547,2.2245,-0.127468248818022,-0.422741193281052
"radial_growth_phase_melanoma_7b_DS",2.8411,0.8978,6.6084,-3.5788,8.9761,-2.8955,-0.278900528413831,1.84661731066445
"radial_growth_phase_melanoma_31_DS",6.3852,1.9571,7.8048,-1.0768,7.1706,1.7325,-0.168582553073144,0.691864187376884
"radial_growth_phase_melanoma_32_DS",2.6634,-0.1334,5.8034,-2.9956,7.92,-1.8398,-0.282655047742653,1.76283153074954
"radial_growth_phase_melanoma_33_DS",8.8206,-1.1245,8.5555,1.5759,4.0755,2.1802,-0.100444980068601,0.793243420881126
"vertical_growth_phase_melanoma_34_DS",7.229,1.2971,7.8226,-0.4247,5.5739,-0.1272,-0.164457217020488,-0.0607182562827617
"vertical_growth_phase_melanoma_35_DS",11.2027,-2.8808,10.1509,-0.6269,2.8736,-0.9082,-0.101464726059145,-0.381981461487935
"vertical_growth_phase_melanoma_36_DS",11.1983,-3.2631,10.0438,-2.4565,1.3011,-0.2527,-0.100444980068601,-1.48824033697078
"vertical_growth_phase_melanoma_37_DS",10.9617,-2.0317,8.0344,-0.6744,5.5637,1.2654,-0.13724853990915,0.262966891769756
"vertical_growth_phase_melanoma_17b_DS",13.1335,0.079,9.6752,-2.2289,5.3533,-1.4459,-0.19713544080838,-0.517379381538555
"vertical_growth_phase_melanoma_38_DS",15.0448,-12.7744,10.2436,-6.7856,-0.3801,-5.0548,-0.138778158894966,-1.99325036068709
"vertical_growth_phase_melanoma_39_DS",9.2893,-2.53,9.6683,-1.1609,6.3422,1.1019,-0.142579030314267,0.942871166695874
"vertical_growth_phase_melanoma_9b_DS",8.7114,-1.3713,9.12,-3.7591,-0.616,-0.9223,0.0707332900713823,-3.72903756385456
"vertical_growth_phase_melanoma_40_DS",11.4693,1.2483,9.4151,1.7438,4.0943,4.0008,-0.0694354315379623,-0.19810633142401
"vertical_growth_phase_melanoma_41_DS",9.9718,-5.0472,9.6562,-1.6602,-8.1037,-3.5507,0.138778158894966,-9.61505704324923
"vertical_growth_phase_melanoma_42_DS",3.1213,4.2676,6.042,0.244,4.7414,2.0144,-0.125150644294058,-0.902966791352364
"vertical_growth_phase_melanoma_43_DS",5.6624,7.9428,6.6641,2.8099,8.5459,3.8218,-0.16496709001576,3.22718286504535
"vertical_growth_phase_melanoma_44_DS",9.8077,1.3893,8.4896,1.2253,5.8728,1.4233,-0.139612496523593,1.33450275819955
"vertical_growth_phase_melanoma_45_DS",11.58,2.8369,8.6549,0.3135,1.0686,2.5908,0.123899137851117,-2.84593232002957
"vertical_growth_phase_melanoma_46_DS",11.2327,5.9765,8.8735,4.1332,1.587,6.9684,0.163715583572819,-3.42740148019933
"melanoma_metastasis_47_DS",12.5314,-2.2833,9.0073,-2.967,-8.2457,2.4095,0.282979512376008,-10.382342848824
"melanoma_metastasis_48_DS",2.2991,-8.6824,5.5305,-1.8063,-7.2571,-5.9985,0.0854732548437935,-8.80898684204501
"melanoma_metastasis_49_DS",13.1763,-1.3477,9.7743,-0.6676,-6.6093,5.0784,0.302586446648744,-7.91706331264533
"melanoma_metastasis_50_DS",3.7946,-1.4948,8.4697,-2.5976,-10.8554,1.8626,0.315333271530546,-11.2285879545753
"melanoma_metastasis_51_DS",8.4876,-7.5946,10.3843,-4.7113,-9.5114,-1.5701,0.188282191526838,-10.6903603214695
"dysplastic_nevus_18_DS",6.6686,1.7514,7.089,-0.1944,7.1534,1.3567,-0.163344766848985,2.13087512611807
"dysplastic_nevus_19_DS",7.6378,1.4127,7.901,-0.4161,7.1214,2.5255,-0.144757578566793,1.37119926130349
"dysplastic_nevus_20_DS",10.9988,0.5319,9.3941,-1.3345,9.4684,-3.8458,-0.346203763789747,2.33603618683962
"dysplastic_nevus_21_DS",10.011,-1.5829,8.9082,-4.2204,5.707,0.785,-0.13854639844257,-0.0163806936847157
"dysplastic_nevus_22_DS",12.6778,1.4384,9.0538,-1.3992,10.0148,-0.6144,-0.255260962269398,1.99514378560801
"dysplastic_nevus_23_DS",4.4906,2.8349,7.6398,0.4139,8.8716,-0.8716,-0.250440344859553,2.50448882774661
"dysplastic_nevus_8b_DS",4.4957,-0.6902,5.4934,-3.7027,10.0036,-7.2078,-0.433113933438398,2.35408987774545
"dysplastic_nevus_24_DS",6.4429,2.1802,7.7,-0.2906,7.9247,2.901,-0.147399647724112,1.93450691483895
"dysplastic_nevus_25a_DS",8.8782,-0.2706,7.4337,-1.7759,8.0933,-0.5018,-0.216742375081116,2.38706572701048
"dysplastic_nevus_25b_DS",8.0432,-1.0024,7.1497,-2.457,10.657,-4.1737,-0.359877630481135,1.67329023335503
"dysplastic_nevus_26_DS",6.5424,4.1748,7.7984,0.3709,8.7897,-0.5207,-0.230462593862983,1.79819827230472
