"","Pro_Ver","Inv_Ver","Pro_Hoek","Inv_Hoek","KS_E","KS_M","KS","GS"
"SKMEL5_DMSO_6_hr_Replicate_1",0.0487,2.9994,-0.8679,0.6819,0.7199,0.5663,-0.081025641025641,-12.2973559408738
"SKMEL5_A_485_3_0_mM_6_hr_Replicate_1",-0.566,2.2696,0.3423,0.5069,2.4522,-0.1242,-0.138974358974359,-3.96719904163515
"WM2664_DMSO_6_hr_Replicate_1",-0.4719,2.2219,-0.9153,-0.6028,2.635,-0.1469,-0.122051282051282,0.73197389297399
"WM2664_A_485_3_0_mM_6_hr_Replicate_1",0.0975,1.5833,-0.1419,-0.6963,2.6186,0.6766,-0.0856410256410256,-2.98970617248621
"A375_DMSO_6_hr_Replicate_1",-0.1268,0.5377,-1.2846,-0.3622,1.8361,-0.8683,-0.164615384615385,17.8790205011803
"A375_A_485_3_0_mM_6_hr_Replicate_1",1.3316,0.8796,-0.9966,-0.3059,0.9051,-0.4227,-0.136923076923077,13.7863366066806
"SKMEL5_DMSO_6_hr_Replicate_2",0.4457,2.7454,-1.6513,-0.5575,3.1083,1.3053,-0.0999999999999999,-6.89961149635467
"WM2664_DMSO_6_hr_Replicate_2",-0.7894,1.5407,-0.334,-0.5191,1.5579,0.4438,-0.0764102564102563,-3.99117573349346
"A375_DMSO_6_hr_Replicate_2",0.6401,2.3505,-0.2218,-0.0557,-0.0299,-0.5284,-0.123589743589744,10.8293377777979
"SKMEL5_DMSO_24_hr_Replicate_1",0.2463,3.0567,-0.1854,0.5211,1.3465,0.3851,-0.1,-8.08190902309804
"SKMEL5_A_485_3_0_mM_24_hr_Replicate_1",0.5612,2.1645,0.257,0.492,0.5056,0.901,0.1,-11.4514292578082
"WM2664_DMSO_24_hr_Replicate_1",-0.5653,2.16,-1.1164,-1.2518,1.7114,-0.3474,-0.0702564102564103,-7.97215875185411
"WM2664_A_485_3_0_mM_24_hr_Replicate_1",-0.2822,1.0917,-1.5491,0.3031,2.0781,1.2323,0.0876923076923077,-1.58663390108364
"A375_DMSO_24_hr_Replicate_1",-0.4528,1.3741,-1.0279,-0.0548,1.4916,-0.2747,-0.176923076923077,18.8146439746282
"A375_A_485_3_0_mM_24_hr_Replicate_1",0.9314,1.0735,1.651,-0.2535,-0.0461,-1.3242,-0.169230769230769,16.5543163167175
"SKMEL5_DMSO_24_hr_Replicate_2",0.4482,2.0315,-0.6806,0.4443,1.6307,0.9353,0.0574358974358975,-26.5547485813619
"WM2664_DMSO_24_hr_Replicate_2",0.0593,2.2238,0.147,-0.7019,2.5738,1.1108,-0.0764102564102563,-6.38380633422518
"A375_DMSO_24_hr_Replicate_2",0.951,1.348,-0.7698,-0.8867,1.6097,-0.8045,-0.142564102564103,13.580105164296
