"","Pro_Ver","Inv_Ver","Pro_Hoek","Inv_Hoek","KS_E","KS_M","KS","GS"
"MM66_S1",-5.0163,-8.3295,-4.1302,-3.5192,-0.5758,-2.553,-0.146134506599623,-13.2891660173946
"MM66_S2",-4.3151,-8.2438,-4.6422,-3.5702,-0.918,-2.0727,-0.125078566939032,-16.0291332430617
"MM66_S3",-5.414,-9.0334,-4.2927,-2.9032,0.3937,-1.1348,0.128692646134507,-15.411071073579
"MP38_S1",6.3858,4.3112,1.2761,3.5392,-0.8539,-3.9412,-0.166404776869893,21.5264370448604
"MP38_S2",7.9812,6.0773,1.0815,3.8244,1.1237,-3.3264,-0.158233815210559,20.9688372665743
"MP38_S3",-0.7721,13.0795,0.13,6.3878,-0.8756,-1.2736,0.137020741671905,24.5520980761078
"MP46_S1",-9.0726,7.5198,-1.6931,4.5531,2.2224,1.3503,0.156505342551854,7.04625858909984
"MP46_S2",-4.7643,0.739,-0.0637,1.0838,2.6133,0.4105,0.187932118164676,8.70458206134442
"MP46_S3",-5.9037,0.5624,-0.4987,0.7134,3.5103,-0.0254,-0.148648648648649,7.13658582479889
"MP65_S1",-6.7324,-1.3502,-2.1349,-2.8219,-2.8443,0.4465,0.188717787554997,-4.42827376677346
"MP65_S2",0.6328,-1.4801,0.0364,-3.325,-1.0461,1.7276,0.223287240729101,-8.6826847307737
"MP65_S3",-1.8272,-1.531,-0.5254,-3.4193,-2.2283,0.6331,0.233815210559397,-7.70448141311916
"PDX4_S1",5.7631,-1.3762,3.3223,-1.2678,1.8183,0.7687,0.125078566939032,-8.87335732075363
"PDX4_S2",9.054,-0.2263,4.1676,-1.0622,0.814,2.4881,0.258485229415462,-7.31268692006596
"PDX4_S3",6.1138,-0.2621,3.574,-0.2469,3.0739,3.4765,0.250314267756128,-8.20394437726448
