"","Pro_Ver","Inv_Ver","Pro_Hoek","Inv_Hoek","KS_E","KS_M","KS","GS"
"cy110_CD45neg_CD90neg_S229",6.0013,-4.0843,-1.346,-1.2372,-3.1286,-1.4112,0.0982142857142857,-1.76863583140334
"cy103_CD45neg_CD90neg_S138",20.2745,7.4688,7.4544,0.9041,4.9674,3.3646,-0.0505952380952381,1.04252749126299
"cy102_CD45neg_CD90neg_S74",15.0479,1.4025,7.7414,-0.6606,1.6882,4.6657,0.0912698412698413,0.0797027996123449
"cy102_CD45neg_CD90neg_S73",14.654,5.175,7.4986,0.009,5.5406,4.2351,-0.0833333333333333,-0.28578336289325
"cy102_CD45neg_CD90neg_S34",14.6717,0.7148,7.304,-1.366,2.3518,4.9828,0.108134920634921,1.68920054036438
"cy102_CD45neg_CD90neg_S24",17.8637,-1.4743,8.524,-2.1939,0.6329,2.4623,0.0753968253968254,2.11811914406883
"cy103_CD45neg_CD90neg_S161",23.1316,0.5509,11.1207,-2.0332,3.851,0.64,-0.119047619047619,2.63766532930317
"cy103_CD45neg_CD90neg_S125",21.9955,6.4919,9.014,-1.3087,5.9004,6.2877,-0.0833333333333333,5.18988034598878
"cy103_CD45neg_CD90neg_S141",21.8264,4.3195,9.8288,-1.1529,4.3284,4.2639,-0.056547619047619,8.15235225964965
"cy110_CD45neg_CD90neg_S238",5.0519,-6.8106,-1.5878,-1.1047,-3.9855,-0.2751,0.121031746031746,-1.80305531700789
"cy110_CD45neg_CD90neg_S209",8.2194,3.6927,0.3973,1.8285,-0.613,3.245,0.140873015873016,0.485972852467432
"cy103_CD45neg_CD90neg_S150",15.6672,1.6419,9.6769,-1.8575,-0.3647,5.7428,0.150793650793651,3.80330430370811
"cy102_CD45neg_CD90neg_S20",19.2922,5.881,9.9241,0.3393,4.2332,4.2436,0.0773809523809524,1.06570765549123
"cy102_CD45neg_CD90neg_S29",16.0885,5.3242,8.4431,0.7994,4.3296,3.77,-0.0863095238095238,-0.854688335097386
"cy110_CD45neg_CD90neg_S193",7.6054,4.3937,-0.0306,1.8863,1.8349,4.3324,0.0902777777777778,-1.36598222188857
"cy102_CD45neg_CD90neg_S35",15.175,2.736,7.2989,0.1121,1.8019,5.0253,0.100198412698413,2.58510312552506
"cy103_CD45neg_CD90neg_S123",19.7654,7.8706,8.8364,-2.0113,5.4819,7.7255,0.0972222222222222,2.459951874121
"cy102_CD45neg_CD90neg_S9",17.4814,7.6604,8.424,0.454,5.3396,3.8257,-0.107142857142857,2.46549877440139
"cy103_CD45neg_CD90neg_S173",23.4143,4.5409,10.6289,-3.3378,3.8259,2.8502,-0.0863095238095238,5.28417964351084
"cy112_CD45neg_CD90neg_S310",14.3932,10.4929,6.1857,1.7045,4.5266,6.8322,0.0545634920634921,-0.33003784303295
"cy102_CD45neg_CD90neg_S81",15.1861,3.0023,8.4833,-0.5096,2.4473,3.9217,0.0793650793650794,-0.694793467886218
"cy110_CD45neg_CD90neg_S198",8.2552,2.8801,1.1685,1.3674,0.7416,2.9745,0.066468253968254,-3.1264852192571
"cy102_CD45neg_CD90neg_S66",17.5196,-0.0646,9.6823,-1.7086,1.1775,3.05,0.0823412698412698,-0.227804587860255
"cy102_CD45neg_CD90neg_S68",18.0124,2.929,9.6278,-1.7186,3.4956,4.8364,0.0932539682539683,0.972151647785708
"cy102_CD45neg_CD90neg_S43",14.7836,1.2822,7.0107,-1.1489,2.5838,2.3648,0.0744047619047619,-0.736880515296522
"cy102_CD45neg_CD90neg_S23",18.3102,-0.6964,8.5923,-0.2615,1.0372,3.6947,0.0902777777777778,1.55712234545448
"cy102_CD45neg_CD90neg_S57",17.5404,-0.8437,8.4886,-1.7474,1.081,3.7698,0.0972222222222222,-0.298784317321933
"cy103_CD45neg_CD90neg_S172",25.0499,5.6387,9.9449,-0.7851,4.1039,4.1664,-0.0376984126984127,4.13618422284002
"cy110_CD45neg_CD90neg_S232",11.0229,7.0572,2.7602,2.1725,5.0699,2.2363,-0.110119047619048,-1.97083211076945
"cy103_CD45neg_CD90neg_S181",22.2698,5.5155,9.4835,-1.4884,3.6701,4.9675,0.0753968253968254,-0.0422741327125262
"cy110_CD45neg_CD90neg_S250",3.6811,-2.9067,-0.095,-1.0387,-2.2918,1.684,0.161706349206349,-0.597118295217641
"cy103_CD45neg_CD90neg_S135",16.4872,7.5406,5.9583,-0.5356,6.0829,3.6715,-0.117063492063492,1.25344362780482
"cy110_CD45neg_CD90neg_S246",6.4185,-1.7422,-0.4889,0.1292,-3.1463,0.962,0.145833333333333,-1.12590534641006
"cy110_CD45neg_CD90neg_S216",9.717,1.6875,1.0856,0.67,0.9565,4.1342,0.0803571428571428,-2.29600206989811
"cy103_CD45neg_CD90neg_S180",21.7033,5.7871,9.8579,0.5696,4.1955,6.3275,0.111111111111111,2.76271417119418
"cy110_CD45neg_CD90neg_S278",7.0583,0.6106,1.1784,-0.1696,-2.578,2.5028,0.185515873015873,-0.664667758266037
"cy103_CD45neg_CD90neg_S122",22.5932,5.3197,11.9167,-0.8409,4.8643,4.7249,0.0595238095238095,4.26878171490075
"cy110_CD45neg_CD90neg_S287",9.4307,7.725,1.2827,0.1888,2.917,7.1051,0.148809523809524,-1.02922882638065
"cy103_CD45neg_CD90neg_S140",23.9476,4.8879,9.8654,-0.9446,2.9263,4.1534,0.0962301587301587,2.28808075758959
"cy102_CD45neg_CD90neg_S30",18.915,3.6937,9.6984,-1.254,3.0472,5.1977,0.0833333333333333,1.98725029440117
"cy102_CD45neg_CD90neg_S15",14.2275,8.9563,5.0725,2.975,6.9703,5.3958,-0.0972222222222222,-1.27691179425182
"cy103_CD45neg_CD90neg_S119",17.5292,2.372,7.4601,-2.4644,2.1146,4.8658,0.0882936507936508,2.67979798381966
"cy110_CD45neg_CD90neg_S218",8.459,6.8623,-1.591,2.1207,3.307,4.4579,0.0456349206349206,-2.16160199021534
"cy102_CD45neg_CD90neg_S1",15.8591,-2.0385,8.9038,-2.0902,1.0985,4.3183,0.0962301587301587,1.50179697431932
"cy103_CD45neg_CD90neg_S128",18.609,5.5115,7.8336,-1.7939,3.1499,6.1732,0.0654761904761905,-1.43457192832399
"cy102_CD45neg_CD90neg_S64",19.5971,3.5731,8.9138,-0.9385,1.7942,5.5067,0.139880952380952,2.3276692201408
"cy103_CD45neg_CD90neg_S99",21.0338,7.1929,8.8906,-1.7631,4.6191,7.1135,0.058531746031746,0.194259950653614
"cy102_CD45neg_CD90neg_S83",18.189,3.0382,8.5701,-0.8899,2.2527,4.2447,0.0813492063492063,0.423450465730504
"cy110_CD45neg_CD90neg_S194",4.5879,-0.2568,-0.0644,0.7437,-1.4688,2.664,0.115079365079365,-1.40643633530727
"cy110_CD45neg_CD90neg_S237",5.2095,-4.215,-1.8694,-0.958,-3.3994,-0.0472,0.125,-1.9860020901699
"cy102_CD45neg_CD90neg_S84",15.5032,-0.3474,9.2339,-1.1958,2.6704,2.4904,-0.0724206349206349,0.21510379235024
"cy102_CD45neg_CD90neg_S40",14.8855,0.2332,8.3621,-1.8166,1.3764,5.3936,0.178571428571429,1.59592621905893
"cy103_CD45neg_CD90neg_S163",24.2771,9.2151,10.6863,-2.3235,4.522,7.5515,0.0575396825396825,2.04484519834094
"cy103_CD45neg_CD90neg_S178",19.3874,0.7166,9.4126,-1.4719,1.5663,3.5773,0.115079365079365,2.64839671265653
"cy103_CD45neg_CD90neg_S130",22.1011,5.531,11.04,-1.4148,4.2086,4.9769,0.0763888888888889,1.84028274641626
"cy103_CD45neg_CD90neg_S168",21.2103,0.1803,10.3445,-2.7401,1.3542,2.7457,0.0416666666666667,1.1182855156938
