"","Pro_Ver","Inv_Ver","Pro_Hoek","Inv_Hoek","KS_E","KS_M","KS","GS"
"W239_siControl_rep1",20.3743,-9.848,10.0951,-3.2206,-6.0453,0.9183,0.185559757277284,0.715970148904098
"W239_siControl_rep2",19.111,-9.6156,9.4958,-2.9018,-6.1827,1.387,0.183009409902383,0.666685476578387
"W239_siControl_rep3",20.7258,-9.4147,9.6985,-3.8113,-6.0449,1.068,0.166783924017237,0.63790850767365
"W239_siSTAT_rep1",20.4707,-10.2867,10.4094,-4.4791,-5.7555,0.7525,0.178612259256002,0.655092481617366
"W239_siSTAT_rep2",20.6035,-8.6136,9.7495,-3.2328,-5.8772,1.149,0.189956907923665,0.789794713930412
"W239_siSTAT_rep3",20.7783,-9.8725,10.3069,-4.6784,-5.7669,0.9942,0.179183888840032,0.573645637553035
"G1_siControl_rep1",19.8688,-9.5533,10.8112,-4.3808,-4.1407,0.0524,0.160891742151086,-0.740821875335442
"G1_siControl_rep2",19.8985,-9.3047,10.1985,-4.5322,-4.8961,-0.0776,0.154867645765544,-0.597809977707847
"G1_siControl_rep3",21.1946,-8.9058,9.6509,-3.8912,-4.0814,-0.014,0.162166915838537,-0.733440651953543
"G1_siSTAT_rep1",20.2171,-9.4868,10.372,-4.662,-4.2642,-0.8193,0.154867645765544,-0.489076727449735
"G1_siSTAT_rep2",19.5822,-10.0573,11.0824,-5.0123,-4.9271,0.3066,0.166915838536628,-0.772955887407349
"G1_siSTAT_rep3",20.4401,-9.8452,10.5984,-4.5662,-4.6078,0.0916,0.156142819452994,-0.704991846403018
