"","Pro_Ver","Inv_Ver","Pro_Hoek","Inv_Hoek","KS_E","KS_M","KS","GS"
"GSM207929",15.3838,3.5164,11.368,2.3389,-0.0764,12.9241,0.306632742586419,-207.248637491544
"GSM207930",16.6678,-4.3884,10.1671,-3.064,-5.4951,8.8588,0.322381119494648,-376.99661123585
"GSM207931",16.1996,0.672,10.7983,0.5632,-2.0249,14.3617,0.374670994911388,-349.647054253375
"GSM207932",9.4654,6.5533,8.3537,1.0451,3.4459,15.3199,0.304439375329005,946.197103988411
"GSM207933",12.9978,3.4075,9.4026,0.3551,6.6469,9.892,0.0970345674679768,3319.0016673592
"GSM207934",15.9847,-1.2371,10.3277,-0.1462,1.926,9.0308,0.190998420775575,-692.411616965163
"GSM207935",16.2476,-0.1113,11.1047,-0.0395,-0.1869,14.0034,0.284655202667135,-55.5582787388266
"GSM207936",15.3339,2.9707,11.3897,1.8678,2.1292,14.4987,0.3197929461309,641.24646720848
"GSM207937",14.6171,1.4882,11.1942,1.7837,-1.2099,12.9861,0.349315669415687,-1525.50561774415
"GSM207938",15.1222,5.5725,10.5242,2.226,4.989,14.1029,0.25026320407089,1764.60696202739
"GSM207939",13.0307,6.9428,8.4684,2.9093,4.3796,14.9419,0.244823653272504,2776.47452196284
"GSM207940",13.608,5.5189,9.717,3.0517,4.7988,15.9354,0.264432356553781,2336.47824491415
"GSM207941",8.1524,4.3308,6.2469,0.2097,5.1341,13.7325,0.209817511844183,1705.76087411708
"GSM207942",11.3505,4.1072,8.3298,0.8814,3.0785,12.4665,0.253948061063344,1446.39614074149
"GSM207943",11.7186,5.9083,8.0374,3.1894,8.2398,13.2962,0.145025443060186,2571.40878042177
"GSM207944",9.331,6.3684,5.9934,3.5011,7.4871,15.0534,0.203237410071942,2478.10145495933
"GSM207945",13.1083,3.9289,9.4998,2.1087,5.9662,11.5446,0.165555360589577,3741.69275566246
"GSM207946",13.0948,6.9885,10.1553,3.6087,4.2262,15.0499,0.323477803123355,1806.95110363389
"GSM207947",16.0929,-1.2181,10.9427,0.4818,-4.8537,10.4026,0.349798210212318,343.382988508111
"GSM207948",15.7315,3.2793,10.9605,0.3351,0.1704,13.2032,0.331856466046675,375.036621477063
"GSM207949",9.4972,5.7927,7.6829,0.9492,6.0693,13.5572,0.231751184418319,2430.14965320975
"GSM207950",14.2298,1.9727,9.8042,0.5994,4.5153,13.1339,0.218941919635024,1599.68067388284
"GSM207951",10.5057,7.0175,8.6193,3.7884,1.0193,15.0947,0.322951394981576,-1824.81601416532
"GSM207952",16.189,4.0437,11.1898,2.0445,-4.0704,13.7728,0.396736269520969,780.967737421735
"GSM207953",12.8607,4.1485,10.58,1.2478,1.7508,15.589,0.330408843656782,1114.55914032147
"GSM207954",15.2414,3.7129,9.7993,1.7194,4.4589,13.5598,0.259563081242323,1406.13095153751
"GSM207955",15.6828,3.6223,10.3678,0.6278,2.0791,13.7915,0.300184242849623,1497.87893655416
"GSM207956",17.9426,-0.347,11.3448,-0.5014,2.7272,8.2877,0.115765923846289,2376.56256450807
