"","Pro_Ver","Inv_Ver","Pro_Hoek","Inv_Hoek","KS_E","KS_M","KS","GS"
"A10_mel",15.4269,-16.0463,9.1434,-6.4295,-3.669,-3.7949,0.076,24.6585194616039
"A11_mel",10.1227,-15.8062,8.2829,-6.2682,-3.8671,-3.363,0.0946666666666666,29.0387863923714
"A12_mel",11.9134,-13.0194,7.5862,-5.3187,-1.994,-2.248,0.0426666666666666,27.9611161035627
"A1_mel",12.3001,-15.1503,8.494,-5.6565,-2.4756,-2.3088,0.0573333333333333,21.4802826056617
"A2_mel",11.5565,-14.2702,8.3041,-5.4954,-2.8042,-1.5977,0.110666666666667,25.8019300618437
"A3_mel",10.9661,-13.0837,7.3073,-4.5498,-2.5815,-2.476,0.068,23.639125079281
"A4_mel",10.8405,-15.0407,8.1081,-6.6202,-4.777,-3.0771,0.122666666666667,24.3253288872641
"A5_mel",13.602,-11.8238,9.349,-5.329,-2.9917,-1.4068,0.0693333333333333,29.5223685598935
"A6_mel",12.9011,-11.8853,9.2105,-4.6626,-2.8544,-0.9492,0.0906666666666666,28.5811709217889
"A7_mel",8.2034,-13.9694,8.2838,-6.996,-3.1534,-1.966,0.102666666666667,99.0006711683642
"A8_mel",9.214,-14.0748,8.1927,-6.1976,-2.8377,-3.6046,0.06,25.012095840603
"A9_mel",14.9192,-12.3443,8.8706,-5.5571,-1.7576,-1.1657,0.052,19.3902558966224
"B10_mel",9.7912,-14.332,7.2233,-5.5034,-3.6543,-2.5496,0.0786666666666666,26.4229488257184
"B11_mel",11.41,-13.0115,8.5911,-4.7256,-1.5612,-0.9537,0.088,27.3027401038683
"B12_mel",8.5442,-13.4717,7.9399,-6.279,-3.3119,-2.5164,0.0973333333333333,22.3404265225793
"B1_mel",10.7038,-13.121,7.9722,-5.9138,-2.5715,-2.075,0.08,24.0809271468932
"B2_mel",7.0448,-12.2117,6.3621,-5.3606,-6.6472,1.9121,0.306666666666667,25.9072773610174
"B3_mel",13.4802,-12.7406,8.3839,-5.7918,-2.0009,-1.1832,0.08,26.1087120041744
