"","Pro_Ver","Inv_Ver","Pro_Hoek","Inv_Hoek","KS_E","KS_M","KS","GS"
"Melanocytes__no_treatment",13.0507,-13.0087,10.2578,-8.1127,-8.6071,5.7918,0.471518987341772,3.82047126427824
"Melanocytes__48h_treatment_with_5_AzadC",11.9732,-11.6448,9.481,-7.1931,-7.6279,5.6232,0.453970080552359,4.13982441289928
"MelJuSo__no_treatment",9.9677,-13.1098,4.2523,-4.2,-8.5636,4.4238,0.491944764096663,-0.831663353538911
"MelJuSo__48h_treatment_with_5_AzadC",8.0642,-9.1171,3.2774,-2.626,-5.5842,5.1686,0.468929804372842,8.75482681262387
"UACC903__no_treatment",8.9654,-6.5115,6.4236,-4.1059,-8.3002,7.2767,0.55005753739931,3.56114871213551
"UACC903__48h_treatment_with_5_AzadC",10.6258,-4.0794,5.9384,-2.6507,-5.5573,7.7677,0.453394706559264,2.48423449512586
"C8161__no_treatment",-9.896,3.3856,-6.9792,3.9554,-7.3202,8.0851,0.576237054085155,-1.53793762066981
"C8161__48h_treatment_with_5_AzadC",-8.8747,6.9693,-6.9466,4.6046,-4.6726,9.1527,0.579976985040276,-3.9166042460889
"Neo6__no_treatment",-9.5957,1.6487,-7.2801,0.3232,-6.1199,8.0518,0.535673187571922,-7.72090640988745
"Neo6__48h_treatment_with_5_AzadC",-8.146,3.2908,-6.1055,1.7131,-5.2442,9.031,0.53078250863061,-5.28979458196949
"WM1205__no_treatment",-1.1863,3.9183,-2.6915,5.5945,-10.7595,9.0025,0.695339470655926,0.539183526859857
"WM1205__48h_treatment_with_5_AzadC",-0.3804,7.2931,-3.2095,6.7536,-8.4056,9.2511,0.649884925201381,-0.479432480444951
"WM35__no_treatment",9.9346,-10.4213,7.8213,-4.3592,-9.7089,6.4688,0.504602991944764,-3.07750107846821
"WM35__48h_treatment_with_5_AzadC",12.1586,-6.2397,7.7852,-1.4183,-6.4979,7.7905,0.461737629459148,-0.445849452854922
