"","Pro_Ver","Inv_Ver","Pro_Hoek","Inv_Hoek","KS_E","KS_M","KS","GS"
"X430MM",4.092,3.7054,-2.0026,2.2831,5.4608,15.6356,0.280758807588076,-25.7588265955754
"X435MM",2.9033,2.1578,-2.7017,1.057,6.0654,12.7803,0.190063233965673,-27.6198235313223
"X437MM",3.4312,5.1618,-2.191,3.2048,3.9247,15.0058,0.258446251129178,-29.4158718298369
"X431MM",3.4105,3.2282,-1.8221,2.3319,4.62,15.4579,0.278139114724481,-25.0257253343495
"X432MM",3.6634,1.7744,-3.0473,0.7334,4.4738,12.3432,0.17962962962963,-27.6599798139162
"X433MM",3.2821,3.9097,-2.1437,1.4078,7.1081,13.8619,0.174525745257453,-30.5253226037894
"X485MM",2.2984,0.2963,-3.3131,0.8309,7.1307,10.5158,0.0974254742547426,-28.6923047587088
"X503MM",13.4539,-2.2759,7.6309,-3.1304,4.3036,9.5586,0.141282746160795,-11.321500959852
"X504MM",15.2951,-4.5691,7.8555,-4.8305,5.3911,6.937,0.0527551942186089,-13.0455195419348
"X507MM",0.824,10.3461,-3.9893,6.2154,-5.3503,19.1711,0.659801264679313,-17.3850241604526
"X508MM",3.3867,3.2082,-1.342,-0.2667,5.4898,13.7517,0.222719060523939,-20.687300596264
"X509MM",14.0186,-2.9761,8.2078,-3.7296,3.3449,7.5598,0.10293586269196,-12.3088765603486
"X495MM",8.9725,-5.5035,6.1083,-4.9956,6.6326,2.2097,-0.204065040650407,-17.0421532022965
"X497MM",13.7148,-2.8425,8.0891,-6.5226,1.5444,8.9158,0.21323396567299,-12.3094411961573
"X500MM",1.8347,2.0237,-1.4529,-2.0142,4.5768,12.1624,0.209214092140921,-20.6423036976642
"X501MM",14.3501,-5.7503,8.3301,-5.2267,1.7772,7.5663,0.136449864498645,-10.1997747171084
"X502MM",12.2819,-5.2171,7.3415,-4.742,2.1627,7.1842,0.141237579042457,-12.5795905867517
"X487MM",12.0689,-3.2119,7.8033,-4.247,6.2225,9.1299,0.0776422764227642,-21.1675174832181
"X489MM",10.068,-3.9886,6.1788,-2.759,2.8004,9.6919,0.150045167118338,-16.9725706716809
"X490MM",11.3927,-3.7997,6.3192,-4.7385,4.9938,8.3153,0.102077687443541,-15.5992006162331
"X491MM",10.8067,-4.9638,7.0356,-4.6151,1.2292,7.5909,0.130849141824752,-18.5743506089726
"X493MM",5.6612,-2.3733,3.0632,-2.4368,4.2456,10.7741,0.130939476061427,-21.387837723037
"X496MM",10.1335,-6.4892,6.3842,-5.9963,6.5617,1.1001,-0.193992773261066,-18.0062286915704
"X498MM",1.7335,-3.8328,-1.6688,-3.786,5.1045,1.294,-0.209259259259259,-22.1790874775286
"X499MM",12.5919,-5.7138,7.376,-4.2177,2.2532,8.4816,0.128274616079494,-14.0977854564441
"X397MM",11.0226,-8.1825,8.2501,-3.9069,-6.153,2.1782,0.198012646793135,8.73240206588376
"X440MM",14.0115,-8.7573,8.6348,-5.2084,-9.3085,3.8779,0.339972899728997,15.6184573376048
"X441MM",12.8692,-5.2082,7.6798,-1.8578,-8.4541,6.454,0.386178861788618,11.4145249470622
"X459MM",13.938,-8.2314,9.4855,-4.312,-9.6643,4.3467,0.326603432700994,11.544349983484
"X460MM",14.3172,-11.6006,9.1122,-5.748,-8.0679,3.5134,0.291644083107498,13.7629174229989
"X464MM",12.9721,-6.8297,7.9219,-2.855,-10.1957,6.0445,0.363143631436314,7.58244960410495
"X465MM",14.7144,-6.2422,9.6041,-4.2149,-8.6378,3.9253,0.330849141824752,13.0140406635965
"X466MM",14.3605,-7.7491,8.2625,-5.0087,-8.7611,2.883,0.266711833785005,12.9156443550903
"X468MM",14.4242,-10.7405,8.4173,-5.4024,-9.2031,2.4505,0.2903342366757,12.4617037196771
"X469MM",13.5879,-5.1128,8.9126,-2.9035,-8.9295,4.4067,0.335230352303523,12.9159587467779
"X472MM",15.2178,-10.4411,8.52,-5.3571,-9.5403,1.2481,0.265447154471545,15.6599090739138
"X475MM",13.212,-10.0073,7.8818,-4.7622,-9.5282,2.5102,0.285004516711834,13.4702791962156
"X476MM",14.0579,-10.831,8.1581,-5.6566,-9.0935,2.4534,0.30903342366757,11.7781594602393
"X478MM",3.3499,6.6119,0.421,2.0102,-3.5917,16.9422,0.576106594399277,-14.8438567851095
"X480MM",12.4335,-8.7832,8.683,-4.5905,-9.8962,5.0597,0.344354110207769,13.751804568869
"X481MM",12.4868,-6.9595,8.8057,-4.3013,-9.7098,3.8582,0.325609756097561,17.3114645602269
"X511MM",12.8729,-3.7487,9.9554,-3.6614,-8.1608,8.6636,0.418473351400181,8.32223814576902
"X512MM",15.5477,-13.1958,10.4147,-8.1066,-7.0416,-0.997,0.158943089430894,6.03787054915003
"X392MM",14.6506,-8.3492,8.6162,-5.8862,-8.1559,5.7047,0.384010840108401,14.7560158949184
"X405MM",13.6101,-8.9338,8.6032,-4.6424,-3.3941,2.7356,0.168383017163505,4.41800387610112
"X407MM",13.9875,-10.6339,8.5445,-5.9243,-8.2437,4.1802,0.287353206865402,14.9294437111394
"X409MM",14.6175,-9.2477,8.2004,-4.7641,-8.9488,2.1195,0.258581752484192,17.9625289114905
"X442MM",13.4518,-5.2244,8.7397,-1.8639,-9.5058,7.3894,0.38319783197832,20.865234968997
"X443MM",14.9505,-8.1017,9.1218,-2.7883,-8.5286,7.8026,0.407542908762421,21.3637031908188
"X444MM",14.7787,-7.3683,8.9291,-3.3259,-8.5155,7.2638,0.405374887082204,13.8794483223958
"X445MM",13.1265,-4.5541,7.803,-0.776,-8.139,7.9899,0.416666666666667,12.2432443587191
"X446MM",13.7341,-7.0487,8.6215,-3.3276,-10.1055,6.1667,0.396657633242999,19.5403887866009
"X447MM",15.0963,-9.0525,9.2055,-5.3257,-9.3952,5.3663,0.400135501355014,17.158449761676
"X448MM",12.9413,-6.3516,8.0224,-3.5429,-8.6822,7.2411,0.40713640469738,13.5134391685141
"X449MM",14.3094,-11.9725,10.1122,-7.6252,-7.8448,3.1601,0.249909665763324,15.5430931207853
"X450MM",10.4027,-1.8226,8.3855,-3.72,-9.1703,12.0746,0.55126467931346,4.5275221497497
"X452MM",12.5473,0.7597,8.0941,-1.1962,0.9559,13.4602,0.345212285456188,-10.4616571923623
"X453MM",13.7924,-6.0158,10.0588,-5.7321,-7.9899,10.7443,0.421454381210479,14.4925443598472
"X454MM",11.4968,0.1297,6.4778,0.2963,2.6899,10.2187,0.192728093947606,-12.4326742364929
"X455MM",12.2014,0.8354,8.0727,-0.869,3.9666,13.1194,0.282926829268293,-17.9471072609645
"X456MM",12.7488,-6.3445,8.9322,-4.5294,-8.6718,5.2436,0.366621499548329,17.1731348675732
"X457MM",13.3131,-6.6603,7.9725,-2.3549,-8.9009,5.7637,0.374435411020777,13.658926572797
"X461MM",14.9174,-8.631,8.7756,-5.4042,-9.5503,5.0295,0.371364046973803,17.373658845417
"X463MM",13.2205,-6.6217,7.7649,-3.0611,-8.665,5.6771,0.346612466124661,15.4305508403149
"X470MM",13.5309,-11.0965,8.7554,-4.8363,-9.2638,4.3064,0.335591689250226,15.2428028059191
"X473MM",11.9498,-8.4466,7.8988,-4.8168,-9.1434,4.0633,0.294218608852755,9.68457322850502
"X477MM",13.9389,-11.5348,8.533,-5.8975,-8.8513,2.4952,0.272538392050587,13.1623593232918
