"","Pro_Ver","Inv_Ver","Pro_Hoek","Inv_Hoek","KS_E","KS_M","KS","GS"
"GSM183218",15.4255,16.596,6.5417,6.4121,14.789,14.0514,-0.144104228812072,111209.529974334
"GSM183219",16.5777,18.4456,6.8752,7.985,13.3627,19.3261,0.244341112475873,81610.5547336051
"GSM183220",14.0499,16.542,4.908,6.1358,14.4569,13.2398,-0.236532725039481,153347.76630002
"GSM183221",15.3306,17.212,5.79,5.571,14.5106,14.517,-0.131645902789963,128621.616382471
"GSM183222",17.3775,14.4467,7.5746,5.6583,14.342,14.3939,-0.179592911037024,146443.428591333
"GSM183223",18.307,13.6798,8.183,4.9411,14.6226,13.2916,-0.170073697139849,139526.546493531
"GSM183224",17.3964,20.844,7.1449,8.4978,13.6597,20.9463,0.335058782242499,37019.3953674966
"GSM183225",20.1563,14.6623,8.6579,4.0405,14.5276,14.6914,-0.194946481838919,110295.964885741
"GSM183226",29.0682,-1.4866,13.2653,0.231,0.801,10.8108,0.29518336550272,-62499.7316909077
"GSM183227",26.8785,3.4951,12.2576,2.6309,1.0824,14.8384,0.371644148096157,-74195.7451995909
"GSM183228",24.8424,9.4528,11.4712,5.2007,5.5808,15.9105,0.347253904193718,-48694.2504359956
"GSM183229",23.6709,6.6746,10.1698,5.4837,1.501,13.9412,0.377741709071767,-82265.3896594597
"GSM183230",27.3109,2.9629,11.3401,2.4284,5.8325,13.4097,0.246622214423583,-41613.6267429917
"GSM183231",27.3445,0.9574,12.4243,1.9283,1.0479,12.3208,0.383225127215301,-55281.5627723922
"GSM183232",31.1437,3.8081,12.4501,2.128,2.6681,14.2856,0.335190384277944,-75030.5322879
"GSM183233",31.3096,4.1471,11.8044,2.0228,3.0123,14.3486,0.377741709071767,-64015.4757696333
"GSM183235",28.7554,3.7749,12.7339,2.8265,4.0697,12.1936,0.277987366204597,-87485.7110203633
"GSM183236",13.8637,19.1805,5.1886,6.3521,14.2455,14.8003,-0.169327952272328,152550.398407289
"GSM183237",15.8689,15.5907,5.771,6.9211,14.2787,13.42,-0.120679066502895,90377.0995546561
"GSM183238",14.4538,13.8159,5.1303,4.7966,15.2153,10.5305,-0.304088436567819,185239.453748991
"GSM183239",10.3537,16.7808,2.67,5.9707,13.9003,10.1744,-0.252982979470082,120762.990150814
"GSM183240",14.3693,16.2491,5.5647,4.4478,14.0877,12.8632,-0.249210387787331,149716.03127315
"GSM183241",16.1111,15.1531,5.1318,5.5143,13.8731,14.1688,-0.158975258817336,84567.1134067021
"GSM183242",17.4972,14.4821,5.4588,4.1542,12.1545,14.1912,-0.115064046323916,65410.9074806598
"GSM183243",14.3301,15.0949,4.4323,4.9644,12.8536,12.8812,-0.125197403053167,94295.1814807611
"GSM183244",17.9008,15.4995,7.8393,6.3379,12.5583,15.0186,0.114362168801544,46107.0758503502
"GSM183245",16.8493,16.6523,6.7371,5.6812,14.3937,14.1248,-0.155685207931216,113632.81311603
"GSM183246",15.9652,17.3856,6.9644,6.6674,12.8294,16.7692,0.115195648359361,75123.39658633
"GSM183247",16.7364,15.8149,6.3567,6.0934,13.0227,14.6455,-0.109580628180383,72751.9945487363
"GSM183248",15.9057,14.0432,6.2548,6.3134,9.9092,14.9204,0.143007545183366,30978.9590210232
"GSM183249",17.5444,18.3203,5.5314,7.3369,12.8264,17.4815,0.182882961923144,53324.7493085736
"GSM183250",14.6176,15.1268,3.452,7.0195,11.4506,17.0653,0.153842779434989,36981.9703360638
"GSM183251",13.8727,20.8718,4.9444,9.5175,6.5914,18.7975,0.373574311282681,-15890.6333027062
"GSM183252",21.5479,10.1363,11.1378,4.1222,-0.8961,15.8144,0.525530794876294,-50743.3803759954
"GSM183253",23.1661,16.5748,9.7648,8.1206,1.3669,18.6864,0.605281628355852,-74891.4215715525
"GSM183254",15.3393,21.4064,6.1656,8.6885,11.5852,21.775,0.442972451307247,18281.4439689362
"GSM183255",27.6465,11.0225,12.086,4.9563,2.7767,16.4041,0.510528162835585,-24881.1946194256
"GSM183256",16.5873,13.7037,4.2715,7.6877,-2.3282,18.871,0.590761537111774,-84761.1663481519
"GSM183257",30.0147,5.2267,11.7514,2.3705,2.4826,14.9201,0.396385330759782,-60677.4462144745
"GSM183258",29.3704,6.8511,12.9842,2.8939,3.3051,14.2379,0.379803474293736,-58241.0860158069
"GSM183259",28.7328,6.4672,12.2474,2.6439,5.4862,14.2488,0.234470959817512,-9567.88673378879
"GSM183260",26.3895,9.2748,10.6113,4.6986,0.885,15.3214,0.510528162835585,-67386.8198439969
"GSM183261",19.1031,16.8532,8.0179,8.1081,3.5032,19.359,0.565274609580628,-59508.4445151994
"GSM183262",17.7467,22.0874,7.623,8.901,7.0737,23.2124,0.604535883488331,-60412.272370558
"GSM183263",24.7993,15.1017,10.7031,5.9473,6.6166,18.2359,0.44161256360765,-26848.5949871347
"GSM183264",20.8148,19.7015,8.8838,7.6575,11.1836,21.4831,0.389191086155466,7254.37565702902
"GSM183265",25.3456,10.2918,11.7478,3.8762,5.3137,15.4984,0.32080189506931,-10104.0988894461
"GSM183266",19.6064,20.2779,9.2595,8.5464,6.5134,22.6043,0.603921740656255,-57097.323275498
"GSM183267",16.0566,21.8428,6.1207,8.9468,12.9706,18.5399,0.212625021933673,67458.7316027045
"GSM183268",15.0618,19.1254,4.7789,5.8509,15.9577,15.2187,-0.139103351465169,70753.1679049839
"GSM183269",13.4438,15.6096,4.8732,3.9445,14.7805,10.3001,-0.305053518161081,155775.347060157
"GSM183270",14.2521,16.5954,4.265,4.7795,16.1513,11.7091,-0.287989120898403,167420.964257008
"GSM183271",14.1303,19.7445,4.7428,5.0227,14.2704,13.3253,-0.15252675908054,122266.733808287
"GSM183272",16.6195,17.2128,6.2148,7.3451,15.0851,15.8975,-0.141428320758028,96853.3935535878
"GSM183273",18.9227,13.7665,8.2455,5.3565,1.3742,18.3678,0.508948938410247,-43531.9901956185
"GSM183274",15.1297,15.3751,6.9218,6.9197,-3.9687,18.7873,0.691963502368837,-90154.7852279387
"GSM183275",26.065,9.0203,10.8343,2.8446,0.9652,16.3407,0.435515002632041,-54564.2970377399
"GSM183276",18.5487,20.9756,9.1623,10.2239,0.9353,19.3505,0.620635199157747,-83949.7559020797
"GSM183277",16.3128,8.1495,4.5083,5.1108,-2.6426,13.5845,0.423188278645376,-73021.5918470491
"GSM183278",20.7813,12.2747,10.1461,5.3797,1.0567,17.7153,0.536980171959993,-60113.1297700089
"GSM183279",22.6777,11.3404,10.5365,4.2324,0.2789,18.8037,0.587954027022285,-33818.3537662312
"GSM183280",26.8826,10.2049,11.7649,5.9591,1.8089,16.5628,0.486269520968591,-66573.1459299404
"GSM183281",27.7494,9.266,11.7458,3.516,2.2814,15.1697,0.410291279171785,-16957.2068416593
"GSM183282",14.9997,20.762,6.1242,9.1774,1.6022,19.5054,0.553211089664854,-69295.3894688247
"GSM183283",20.931,9.6245,9.8793,4.0447,1.0179,15.2926,0.497236357255659,-57867.1314181952
"GSM183284",24.0881,11.0061,10.4882,6.6643,1.2373,16.8677,0.514300754518337,-91233.9335362559
"GSM183285",23.1813,14.4184,10.1073,7.1024,-0.0323,19.0125,0.621731882786454,-120156.521201263
"GSM183286",28.7716,7.0066,12.3156,3.8397,2.7517,15.6467,0.440779084049833,-41568.043250965
"GSM183287",27.942,8.424,12.6884,3.6346,1.2117,16.0471,0.453456746797684,-35467.5442473683
"GSM183288",27.6549,10.7497,12.5539,5.1489,6.4239,17.6591,0.401035269345499,-56670.3557561077
"GSM183289",23.6217,9.2967,10.6006,4.0089,2.4748,15.3263,0.400289524477979,-57654.4886155262
"GSM183290",22.948,16.7182,10.1068,7.2384,-0.7228,20.955,0.640507106509914,-106565.185931656
"GSM183291",18.7154,18.6753,7.4421,9.832,0.1545,21.113,0.643797157396034,-116600.86515341
"GSM183292",25.3089,12.0021,10.1898,5.2287,1.8108,18.2499,0.521626601158098,-58562.8514916738
"GSM183293",24.0359,8.9748,11.0961,2.3456,2.086,14.9924,0.416388840147394,-62080.6082331831
"GSM183294",15.4706,11.1105,5.6825,5.7851,-3.1794,17.3499,0.567467976838042,-67116.3560344743
"GSM183295",26.0232,15.0338,10.7966,7.9183,2.9519,19.1252,0.540401824881558,-74868.699517161
"GSM183296",17.5544,11.8156,4.0635,5.7158,-0.5665,15.4085,0.510528162835585,-78629.1209344114
