"","Pro_Ver","Inv_Ver","Pro_Hoek","Inv_Hoek","KS_E","KS_M","KS","GS"
"T0_A10.S73",29.6164,24.8656,7.1711,8.0797,11.7658,17.5501,0.216138200550671,NA
"T0_A11.S81",34.4959,24.7246,10.7182,6.5952,12.2375,17.6955,0.223465671906919,NA
"T0_A12.S89",34.4357,23.8331,11.2957,6.4152,11.9152,15.6668,0.216227018385292,NA
"T0_A1.S1",33.9126,27.6067,9.4223,6.5314,13.3143,17.3856,0.228572697397638,NA
"T0_A2.S9",33.8717,22.8055,11.0406,6.5682,11.8034,16.0884,0.172928324007461,NA
"T0_A3.S17",36.9374,25.0656,11.7524,6.7559,11.6713,17.7497,0.255306865618616,NA
"T0_A4.S25",34.3852,24.8893,11.1119,6.9093,12.1821,16.8603,0.208988364863665,NA
"T0_A5.S33",32.4352,24.0753,11.612,7.3062,12.3987,18.0995,0.195665689670486,NA
"T0_A6.S41",26.5508,22.3309,7.4439,7.7452,11.7401,16.5926,0.234612310151879,NA
"T0_A7.S49",30.8515,26.7907,10.8987,9.7273,13.3407,17.5392,0.233724131805667,NA
"T0_A8.S57",36.6829,25.524,11.2297,7.1698,12.0407,17.3915,0.24815702993161,NA
"T0_A9.S65",28.264,27.6546,9.2348,8.8213,13.4558,18.0227,0.184297006838973,NA
"T0_B10.S74",35.4267,24.6913,10.48,7.2643,12.0268,17.5604,0.246069810818012,NA
"T0_B11.S82",33.0363,24.9683,12.1793,7.1228,11.9999,17.4837,0.212096989075406,NA
"T0_B12.S90",29.9831,27.8668,7.3533,8.2097,12.6361,16.958,0.298427924327205,NA
"T0_B1.S2",33.5617,26.1071,11.3501,6.6552,11.7535,17.0398,0.269650945909939,NA
"T0_B2.S10",36.4868,23.2368,11.2524,6.9017,12.924,16.6058,0.141175948130385,NA
"T0_B3.S18",31.7103,25.0243,10.0134,6.2939,13.621,16.0306,0.172972732924771,NA
"T0_B4.S26",35.2075,26.3257,10.9961,6.5258,13.0356,18.3602,0.172972732924771,NA
"T0_B5.S34",33.1506,24.333,10.5679,6.7912,12.9849,16.5676,0.168887112532197,NA
"T0_B6.S42",34.4734,25.2205,11.2795,6.8224,11.7457,16.6015,0.239852562394529,NA
"T0_B7.S50",33.1191,25.3049,11.1066,7.323,12.2703,17.7452,0.285105249134026,NA
"T0_B8.S58",31.108,28.3803,8.5166,8.4978,11.4861,18.5517,0.304645172750688,NA
"T0_B9.S66",34.8467,26.667,10.6609,7.3782,11.8981,17.2707,0.270716759925393,NA
"T0_C10.S75",35.2325,24.4655,10.9785,7.475,13.9855,18.8945,0.233812949640288,NA
"T0_C11.S83",36.8674,23.5272,12.3724,6.3949,13.4149,16.848,0.187361222133404,NA
"T0_C12.S91",33.7702,25.2604,10.3985,7.9839,12.5364,18.4692,0.208988364863665,NA
"T0_C1.S3",33.8029,25.8607,10.6707,7.4282,12.7776,18.0727,0.273869793054445,NA
"T0_C2.S11",33.6593,23.0516,10.4245,7.1728,12.5629,17.9449,0.213162803090861,NA
"T0_C3.S19",35.1367,23.637,10.8579,6.5654,13.6997,18.1485,0.152366995292655,NA
"T0_C4.S27",28.2767,30.181,7.7908,9.1843,13.1816,18.4437,0.239852562394529,NA
"T0_C5.S35",33.7159,24.1446,10.7595,7.3097,12.1128,17.5838,0.243938182787104,NA
"T0_C6.S43",33.6416,25.4065,10.6689,7.1013,12.3102,18.1246,0.283062438937739,NA
"T0_C7.S51",34.7098,25.4277,10.4606,6.591,12.6966,16.2648,0.200728306243894,NA
"T0_C8.S59",35.2013,24.8805,11.1908,7.1938,12.1715,16.8025,0.267696953548273,NA
"T0_C9.S67",33.818,24.4476,11.0082,6.9066,11.7098,16.6093,0.185318411937117,NA
"T0_D10.S76",33.2926,23.7146,10.2959,6.5778,10.943,17.1992,0.241895372590816,NA
"T0_D11.S84",33.0552,26.5681,10.8435,8.3657,12.1599,18.084,0.325250910382805,NA
"T0_D12.S92",33.1989,24.6624,11.4871,7.0648,12.6354,15.9219,0.192512656541434,NA
"T0_D1.S4",34.1928,26.5479,9.5043,7.1893,11.2249,17.6058,0.278976818545164,NA
"T0_D2.S12",37.6642,25.4363,11.2068,7.0764,13.3399,19.0119,0.257438493649525,NA
"T0_D3.S20",32.7952,25.2752,11.6765,6.9887,13.2158,15.8682,0.179234390265565,NA
"T0_D4.S28",34.3331,23.8529,11.4758,7.1543,12.5447,18.0155,0.234656719069189,NA
"T0_D5.S36",35.0241,25.8297,11.6691,6.4407,12.4271,17.3335,0.208011368682832,NA
"T0_D6.S44",32.4495,23.9206,9.9036,7.6842,11.8583,17.8623,0.218269828581579,NA
"T0_D7.S52",35.2665,23.6525,12.9158,7.3987,13.4046,17.1353,0.186384225952571,NA
"T0_D8.S60",32.1119,24.356,9.2372,6.964,12.5976,18.3011,0.289190869526601,NA
"T0_D9.S68",32.8449,23.26,10.8436,6.5104,12.5396,16.6696,0.185229594102496,NA
"T0_E10.S77",34.8102,24.9743,11.014,6.7671,12.3394,15.9103,0.222399857891465,NA
"T0_E11.S85",35.7567,23.4409,10.8784,6.9489,12.8592,17.179,0.186428634869882,NA
