"","Pro_Ver","Inv_Ver","Pro_Hoek","Inv_Hoek","KS_E","KS_M","KS","GS"
"X108",8.2213,-7.2719,7.5524,-4.4085,-5.4455,2.8665,0.285823754789272,5.02306654252913
"X19",-3.4432,5.6059,3.3858,2.4032,-8.7908,12.2887,0.535632183908046,-6.75541561303686
"X27",11.2342,-7.5709,8.9789,-2.8313,-4.0441,3.9493,0.265900383141762,7.19522559903953
"X38",5.372,-8.7437,8.8736,-4.8709,-6.4486,-0.6456,0.176245210727969,7.09173682927615
"X40",7.84,-7.6463,9.9864,-2.4184,-7.0577,3.2715,0.334099616858238,4.30148096314276
"X43",-3.4017,1.0006,1.7344,0.2963,-7.2939,7.2646,0.377394636015326,-13.8045962939523
"X72",7.552,0.4715,8.3627,0.3493,3.2508,3.1617,-0.102298850574713,19.1222072747204
"X112",-7.6978,3.1019,1.6368,1.1434,-6.8065,6.2856,0.35823754789272,-13.0922568798557
"X135",-1.5473,3.042,5.9065,1.3419,-7.2446,4.9661,0.377394636015326,-12.1165920063815
"X106a",2.4742,-5.4778,7.7401,-3.6493,-6.8806,2.381,0.315708812260536,3.03514358451838
