"","Pro_Ver","Inv_Ver","Pro_Hoek","Inv_Hoek","KS_E","KS_M","KS","GS"
"X501me1_48h_DMSO_1",7.596,-15.0904,7.8166,-8.2443,-6.1897,2.0107,0.329688814129521,-9.13176485755739
"X501me1_48h_DMSO_2",8.2767,-15.4223,7.8746,-8.3828,-6.2686,1.5679,0.336697504906084,-8.40623457246158
"X501me1_48h_DMSO_3",7.6218,-15.1,8.2533,-8.5142,-6.4486,1.8449,0.341183067003084,-7.41969504703995
"X501mel_SCDi_A93_t48h_1",7.9161,-14.3447,8.2235,-7.7465,-7.2022,2.2717,0.313708999158957,-8.93999733611857
"X501mel_SCDi_A93_t48h_2",8.0489,-15.1277,8.1987,-8.1207,-7.5833,1.8163,0.316792823100645,-6.73584920697547
"X501mel_SCDi_A93_t48h_3",8.4254,-14.4102,8.0196,-8.1224,-6.8451,2.0992,0.318194561255957,-8.59961009940188
"X501mel_siCTR_t48h_1",6.0904,-13.149,6.7532,-7.4673,-6.132,2.3062,0.35407905803196,-11.1859274674229
"X501mel_siCTR_t48h_2",5.0513,-13.1168,7.1587,-7.7526,-6.9457,2.1986,0.377067563779086,-8.64267660574198
"X501mel_siCTR_t48h_3",6.0406,-13.9486,7.6587,-7.1092,-6.2346,2.5801,0.368376787216148,-13.8744420193927
"X501mel_siSCD_2_1",5.0373,-13.7183,7.6392,-8.3133,-6.6471,1.7318,0.368376787216148,-7.03624482796051
"X501mel_siSCD_2_2",5.9855,-13.7276,8.0285,-8.5284,-6.7302,2.0683,0.384076254555649,-8.18384741675361
"X501mel_siSCD_2_3",5.5331,-13.7196,7.4653,-8.6588,-7.0929,2.243,0.355480796187272,-5.5182066850317
"IGR37_DMSO_t48h_1",10.3505,-13.3781,8.647,-9.148,-5.8792,2.0958,0.35407905803196,5.61644765575834
"IGR37_DMSO_t48h_2",9.385,-13.7603,8.2972,-8.8948,-6.4574,2.0755,0.31959629941127,5.9115863584571
"IGR37_DMSO_t48h_3",9.4526,-13.0577,8.8143,-9.351,-6.3413,1.7004,0.286515278945893,6.47608963283306
"IGR37_SCDi_A93_t48h_1",5.2719,-12.0937,6.8915,-7.8289,-6.4475,1.3124,0.256518082422204,11.1571239145482
"IGR37_SCDi_A93_t48h_2",5.305,-11.1699,7.301,-7.9441,-6.4468,1.3754,0.259321558732829,11.731259319097
"IGR37_SCDi_A93_t48h_3",5.7787,-10.5913,8.1942,-8.1086,-6.9301,1.2751,0.27950658816933,9.04748596245233
"IGR37_siCTR_t48h_1",9.7679,-14.9906,8.7079,-9.6641,-6.6032,1.9329,0.308102046537707,4.92634164620058
"IGR37_siCTR_t48h_2",8.3095,-14.623,9.7661,-10.0974,-6.6608,1.8475,0.267731987664704,7.85123697393779
"IGR37_siCTR_t48h_3",9.466,-14.9418,8.4154,-9.5221,-6.5179,1.7699,0.267731987664704,8.50862417482542
"IGR37_siSCD_2_t48h_1",7.5488,-11.7642,9.2366,-8.8948,-7.0462,1.4975,0.310905522848332,0.121454141972303
"IGR37_siSCD_2_t48h_2",6.8204,-11.6325,8.1701,-8.4165,-7.7103,1.4614,0.267731987664704,0.0901109894575558
"IGR37_siSCD_2_t48h_3",6.6827,-12.9368,8.7936,-8.9629,-7.2794,1.0154,0.27614241659658,4.15397137498245
"X501mel_siCTR_1",7.0114,-13.895,7.3681,-8.4467,-5.9415,1.675,0.31959629941127,-7.63014823746124
"X501mel_siCTR_2",6.9764,-15.3437,7.7656,-8.0217,-5.8158,2.1289,0.31959629941127,-12.5782481317465
"X501mel_siCTR_3",6.8223,-15.2962,7.198,-7.8745,-6.2476,1.7082,0.31959629941127,-10.6496504415021
"X501mel_siSCD1_1",6.3101,-11.1283,7.1551,-7.5831,-5.0306,2.7616,0.348191757779647,-0.42643559536889
"X501mel_siSCD1_2",6.4805,-11.4745,7.3075,-7.8255,-5.6212,2.8081,0.345388281469022,-2.76105117649675
"X501mel_siSCD1_3",6.0339,-11.8752,7.6537,-7.0374,-5.2994,3.3159,0.395570507429212,0.860721426223575
"IGR37_siCTR_1",9.1329,-12.9888,8.9755,-9.0153,-6.2807,2.3411,0.318194561255957,5.59281354565052
"IGR37_siCTR_2",9.3554,-12.9133,8.454,-8.0763,-6.9093,2.5195,0.326885337818895,10.1069920284174
"IGR37_siCTR_3",9.0202,-13.1202,8.159,-9.2138,-6.756,2.3183,0.339781328847771,9.48528834218118
"IGR37_siSCD1_1",10.1476,-11.2545,8.7718,-7.9442,-5.4546,2.5078,0.268012335295767,11.9317535210538
"IGR37_siSCD1_2",9.3892,-11.0419,9.2753,-7.7876,-5.3908,2.291,0.315391084945332,10.2986199566399
"IGR37_siSCD1_3",10.9123,-10.4195,8.7774,-8.4143,-5.8013,2.4007,0.326885337818895,13.8521087597453
