"","Pro_Ver","Inv_Ver","Pro_Hoek","Inv_Hoek","KS_E","KS_M","KS","GS"
"GSM4204503",8.0958,7.7755,4.4023,1.6359,-3.7505,11.2441,0.405029013539652,-5.07909537293111
"GSM4204504",7.8912,5.2886,6.5034,1.1377,-3.0535,7.9797,0.297872340425532,-6.08545304985515
"GSM4204505",16.1365,0.461,10.4216,-0.5819,-3.7357,11.067,0.401160541586074,4.64415378432034
"GSM4204506",4.7516,5.857,0.1296,-0.7308,12.2197,6.305,-0.275177304964539,23.9149020870444
"GSM4204507",7.4329,3.6825,6.0758,0.8115,1.4962,10.6778,0.266408768536428,-1.6917909019055
"GSM4204508",13.3362,-3.7083,8.3153,-1.6737,-1.57,3.4624,0.137717601547389,0.701024831933772
"GSM4204509",14.0806,3.277,9.3195,-0.7919,-2.5544,10.9921,0.384655061250806,-3.16773869823458
"GSM4204510",16.0063,4.4734,10.0423,1.7341,-1.3195,12.6599,0.337846550612508,-1.69457152867879
"GSM4204511",14.8107,5.8617,8.9203,0.5552,0.9695,11.958,0.302772404900064,0.750244298603228
"GSM4204512",15.0245,6.7606,8.8186,2.143,-1.3476,12.3095,0.36428110896196,-2.21548536133916
"GSM4204513",9.6067,10.7454,5.2887,3.4945,-5.0933,14.5132,0.480077369439072,-3.13317957459098
"GSM4204514",14.1687,4.2245,8.6386,0.471,-5.0077,11.1165,0.396002578981302,-0.622091514207398
"GSM4204515",12.3365,4.0779,7.6259,-0.9224,0.6252,9.4067,0.256479690522244,-2.52844921156129
"GSM4204516",7.7804,4.8211,6.3943,-0.3439,0.0783,8.06,0.262153449387492,-3.79246978859781
