"","Pro_Ver","Inv_Ver","Pro_Hoek","Inv_Hoek","KS_E","KS_M","KS","GS"
"X451Lu_sc_par_cell_1",17.2687,-7.5692,9.0053,-4.9445,-2.0417,6.8584,0.412207357859532,-4183.19671771203
"X451Lu_sc_par_cell_2",4.2671,1.0613,2.597,-0.533,-3.0221,7.4859,0.491917502787068,-32.5451250115093
"X451Lu_sc_par_cell_3",10.8781,-0.4008,3.0198,-1.4966,1.9405,4.8456,0.319119286510591,-3545.19833483271
"X451Lu_sc_par_cell_4",7.3072,-0.9463,4.3021,-0.7002,-2.5617,6.4648,0.45066889632107,-2736.18828900438
"X451Lu_sc_par_cell_5",7.5669,1.5454,2.3363,1.2128,-2.0224,8.3924,0.558249721293199,3974.64169272339
"X451Lu_sc_par_cell_6",15.2404,-11.229,8.9057,-5.3287,-3.6437,5.7291,0.410813823857302,-1136.38315913752
"X451Lu_sc_par_cell_7",19.0162,-12.4197,9.7172,-5.1447,-3.6012,7.221,0.377647714604236,-1849.24285101884
"X451Lu_sc_par_cell_8",11.6578,-7.2463,7.1366,-1.8578,-3.8197,6.8968,0.551839464882943,1575.59829143266
"X451Lu_sc_par_cell_9",9.9653,-4.9915,4.5137,-3.4355,-3.7494,8.3771,0.587513935340022,2841.4486440896
"X451Lu_sc_par_cell_10",8.7727,-5.409,5.7155,-2.5989,-5.3366,6.6086,0.500836120401338,5242.31987946569
"X451Lu_sc_par_cell_11",3.9944,1.6396,0.8117,1.8736,-1.7955,6.0185,0.438127090301003,-3653.43060645358
"X451Lu_sc_par_cell_12",13.9738,-7.6244,7.4017,-2.4196,-2.1762,6.5209,0.420011148272018,-2851.31673517797
"X451Lu_sc_par_cell_13",6.9561,-1.1592,1.5827,2.4564,-4.8283,9.0494,0.560758082497213,4049.89884250639
"X451Lu_sc_par_cell_14",18.7036,-11.0726,8.8298,-5.6454,-2.9695,5.8403,0.383221850613155,539.279155302653
"X451Lu_sc_par_cell_15",4.4099,-0.673,2.4363,2.2014,-3.8929,7.5846,0.498327759197324,7512.67751727387
"X451Lu_sc_par_cell_16",13.3533,-9.6709,8.0649,-3.9546,-4.0395,6.61,0.414994425863991,95.0440186721071
"X451Lu_sc_par_cell_17",6.4501,-0.0276,1.5181,1.3451,-3.4433,7.8049,0.509754738015608,13443.7057060284
"X451Lu_sc_par_cell_18",4.2448,-1.0611,3.6308,0.173,-3.6921,7.4266,0.475195094760312,21836.621032191
"X451Lu_sc_par_cell_19",18.4385,-6.1708,9.3903,-5.1214,-1.0275,4.9473,0.302675585284281,-4032.61538659228
"X451Lu_sc_par_cell_20",15.3917,-8.1307,7.9908,-5.297,-1.7539,5.633,0.381828316610925,-2117.56383462657
"X451Lu_sc_par_cell_21",2.8324,-2.1207,1.6724,-1.1914,-5.9172,8.3859,0.573857302118172,14067.0326125159
"X451Lu_sc_par_cell_22",6.8885,-6.1331,5.648,-4.5028,-4.5013,5.8152,0.424191750278707,5614.29474096014
"X451Lu_sc_par_cell_23",14.9414,-8.0761,9.8382,-2.7581,-3.4209,6.806,0.37876254180602,111.936177278959
"X451Lu_sc_par_cell_24",12.7642,-6.836,6.4285,-3.4384,-2.6239,7.0035,0.481605351170569,115.168198993268
"X451Lu_sc_par_cell_25",10.5655,0.2793,4.4852,-1.5361,0.9633,6.0724,0.34866220735786,17188.2503297234
"X451Lu_sc_par_cell_26",13.3004,-9.5287,8.1579,-4.1035,-4.3654,5.8256,0.439520624303233,252.303409201092
"X451Lu_sc_par_cell_27",11.4321,-7.5882,5.2378,-3.9629,-2.7364,6.513,0.564659977703456,-4052.91431984011
"X451Lu_sc_par_cell_28",17.2978,-11.3909,9.5055,-6.5224,-4.727,5.2385,0.43422519509476,-2595.75139218054
"X451Lu_sc_par_cell_29",5.2742,-6.1517,3.6055,-2.1252,-4.0331,6.8225,0.455685618729097,6784.21876757089
"X451Lu_sc_par_cell_30",16.7613,-10.1889,8.087,-6.4026,-2.2212,6.0851,0.45066889632107,4.76279997939673
"X451Lu_sc_par_cell_31",17.9027,-10.8683,8.1721,-4.0652,-3.4266,6.5803,0.413600891861761,-1143.48419109171
"X451Lu_sc_par_cell_32",10.9112,-3.805,3.9776,-1.7138,-2.7676,8.4038,0.476309921962096,7250.93774797383
"X451Lu_sc_par_cell_33",15.7911,-0.0404,8.5669,-0.2156,-0.1727,7.3369,0.465997770345596,3275.83547929211
"X451Lu_sc_par_cell_34",18.2804,-9.2453,8.8762,-5.1571,-2.8343,6.5512,0.427814938684504,-1196.42528305669
"X451Lu_sc_par_cell_35",9.6931,-3.5347,5.0941,-1.8791,-1.7255,5.8499,0.45345596432553,-856.850274564179
"X451Lu_sc_par_cell_36",13.9394,-8.3676,7.8822,-3.2158,-4.2622,4.598,0.393255295429208,-1090.37060564954
"X451Lu_sc_par_cell_37",16.2589,-8.9074,8.2254,-5.3033,-2.7331,6.48,0.394927536231884,564.358043476254
"X451Lu_sc_par_cell_38",8.3581,-2.154,2.3636,1.3982,-4.581,7.3753,0.486622073578595,8110.36734868846
"X451Lu_sc_par_cell_39",7.3713,-5.0717,3.8079,-3.2955,-4.2281,7.547,0.493032329988852,2481.59332054939
"X451Lu_sc_par_cell_40",15.722,-10.9947,9.1866,-5.6176,-3.6158,5.1222,0.396042363433668,-743.500225915583
"X451Lu_sc_par_cell_41",18.1256,-9.4429,9.7368,-4.4534,-2.8012,5.7007,0.408584169453735,-1762.04334280914
"X451Lu_sc_par_cell_42",14.0307,-8.8284,8.12,-4.7895,-4.4131,8.3756,0.515607580824972,-1105.54230682558
"X451Lu_sc_par_cell_43",9.5847,-1.6262,6.1698,-0.1603,-1.5409,6.1189,0.43561872909699,-840.498145511284
"X451Lu_sc_par_cell_44",7.1811,-4.1182,4.6026,-0.2194,-4.3423,6.9717,0.518673355629877,7547.74897421121
"X451Lu_sc_par_cell_45",16.6137,-9.2663,8.5988,-4.6711,-3.9208,6.2447,0.517279821627648,-1167.28501537157
