"","Pro_Ver","Inv_Ver","Pro_Hoek","Inv_Hoek","KS_E","KS_M","KS","GS"
"GSM978134",14.9546,-1.9872,10.9277,-3.4203,-2.4678,4.4806,0.255430242272348,1844.62217003932
"GSM978135",16.137,-4.0299,10.8412,-3.2531,-3.3489,5.2986,0.32073238652186,2189.61655908931
"GSM978136",14.4785,-4.0248,11.9605,-5.1907,-1.0128,4.4024,0.148357003620162,-2827.81547165851
"GSM978137",15.6013,-6.2145,11.3348,-4.6523,-2.2112,3.4592,0.18302701197438,-825.394588404627
"GSM978138",16.2163,-2.0251,11.321,-3.947,-4.1179,4.4004,0.261208576998051,1986.18272931178
"GSM978139",15.2093,-4.2226,11.5497,-3.9799,-3.1827,3.6046,0.237468671679198,2233.43320086989
"GSM978140",15.104,-6.7358,11.9832,-6.5692,-1.8403,3.4771,0.133806739069897,-2153.3710598474
"GSM978141",13.3056,-4.4537,10.9541,-3.2368,-3.4718,3.548,0.186577554998608,-3302.85844361064
"GSM978142",17.5943,-2.592,12.2203,-3.1098,-1.0565,3.7797,0.149470899470899,-255.699795873295
"GSM978143",15.2275,-6.677,11.7008,-5.4086,-1.6647,2.7615,0.154065719855194,106.985444519309
"GSM978144",16.5744,-0.4358,11.386,-2.473,-1.3378,7.5205,0.23635477582846,3515.87373823353
"GSM978145",17.102,-0.7824,11.2543,-2.5051,-0.9239,5.6243,0.206209969367864,4551.33715456338
"GSM978146",16.8621,-3.5977,11.8259,-3.5225,-2.3907,3.6407,0.174394319131161,2306.25929883488
"GSM978147",15.4602,-6.4817,11.0493,-6.472,-2.3959,4.6557,0.195836814257867,-3639.40933266006
"GSM978148",14.6677,-3.0794,10.6185,-3.8726,-2.4214,3.0229,0.249651907546644,-1680.31282815662
"GSM978149",14.1812,-6.3302,10.6712,-5.4444,-2.6692,3.1055,0.206209969367864,267.856263053238
"GSM978150",13.5975,-8.0773,11.1666,-5.3234,-5.2106,-0.0631,0.147730437204121,-3433.94208084679
"GSM978151",14.5993,-0.883,10.4107,-3.2222,-2.4961,4.5889,0.19416597048176,411.257217811611
"GSM978152",16.4105,1.0815,10.943,-0.5991,-2.1718,9.2178,0.310846560846561,4878.90206265782
"GSM978153",14.3157,-2.3769,11.679,-4.2213,-3.1257,4.263,0.204956836535784,-3010.68539874217
"GSM978154",15.4274,-5.3325,11.1078,-5.1956,-3.7678,2.3292,0.172584238373712,-534.927598928265
"GSM978155",15.9043,0.2823,10.4813,-1.6658,-2.7422,5.7585,0.243247006404901,1220.33762690643
"GSM978156",14.3734,-0.4594,10.6106,-3.1708,-2.6965,6.5801,0.243873572820941,2205.63522620404
"GSM978157",15.9435,-4.569,11.3817,-4.0069,-3.2445,4.3619,0.225355054302423,4671.47822605092
"GSM978158",13.4645,-4.5083,11.0096,-4.649,-2.322,4.235,0.218323586744639,-203.972901848732
"GSM978159",14.1563,-6.2837,11.789,-4.9746,-3.6521,1.7256,0.136173767752715,-2442.98187076526
"GSM978160",16.8504,-3.8803,11.2371,-5.298,0.0844,2.1101,0.105959342801448,491.093224542918
"GSM978161",15.7575,1.8394,11.1087,0.1745,-3.1689,8.0912,0.373990531885269,3787.04377964765
"GSM978162",15.5361,-3.517,11.575,-3.5864,-0.3958,5.1314,0.155875800612643,917.689315147531
"GSM978163",16.3823,-1.9341,11.5179,-3.5776,-1.3,5.7803,0.188178780284043,-1891.65717057479
"GSM978164",13.9491,-2.8673,11.6385,-4.3938,-2.9953,4.4482,0.199387357282094,-2774.89024125568
"GSM978165",15.1555,-4.3685,11.186,-4.4195,-1.5245,5.6292,0.238025619604567,-1845.70088283156
"GSM978166",13.197,-5.0606,9.935,-5.1351,-2.3247,1.3066,0.139097744360902,-2494.4261956309
"GSM978167",15.7267,-4.3093,11.4395,-4.7975,-2.8953,4.7516,0.318991924255082,149.787608798766
"GSM978168",5.9692,2.2189,6.7555,-2.2967,-2.5005,4.1799,0.173141186299081,-2999.55459930268
"GSM978169",12.1251,5.1489,10.4625,2.2875,-1.0815,10.8513,0.345168476747424,-694.20322931604
"GSM978170",17.3184,-4.6691,11.296,-3.8967,-4.0053,2.82,0.233430799220273,1127.32100481822
"GSM978171",16.138,-5.3017,12.9133,-5.3356,-2.7179,3.5215,0.18483709273183,2123.50017816919
"GSM978172",12.4587,2.9324,10.6247,1.5045,0.7483,8.2208,0.224728487886383,655.609813640059
"GSM978173",14.3156,-3.624,11.1727,-2.5571,-2.8121,3.8722,0.232804232804233,-382.379928372112
"GSM978174",7.1156,3.9058,5.3791,-1.9895,-3.9534,4.2581,0.1916597048176,-4247.63822428366
