"","Pro_Ver","Inv_Ver","Pro_Hoek","Inv_Hoek","KS_E","KS_M","KS","GS"
"Responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___223267_",9.2998,2.4953,5.8067,1.8022,-2.5413,8.6414,0.337738549618321,0.691951824492362
"Responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___223266_",10.3754,2.414,5.8014,1.1164,-2.6593,7.1496,0.283587786259542,0.557232745178555
"Responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___223301_",10.3593,5.5209,5.5789,2.9812,-2.4524,9.9263,0.402290076335878,-0.355484715106841
"Responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___223277_",9.5907,0.9177,5.4858,0.3287,-2.6509,8.3944,0.307156488549618,1.77665532373771
"Responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___223296_",10.8148,3.2659,5.6744,1.6336,-2.7974,8.1845,0.321087786259542,0.611625549871781
"Responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___223330_",10.3289,2.5763,5.6133,1.4056,-2.9379,8.5575,0.352337786259542,0.486755298474273
"Non_responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___223290_",10.8971,4.4799,5.5636,2.5198,-2.9334,9.1106,0.366889312977099,0.624654388634039
"Non_responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___223294_",9.0369,2.077,5.7266,1.2929,-2.9737,7.6995,0.309971374045801,0.786442637116598
"Non_responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___223299_",9.4335,3.332,6.0045,2.2922,-2.8446,10.4564,0.427290076335878,0.717620152427355
"Non_responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___223307_",9.923,1.0798,6.0906,0.8885,-2.2368,6.9111,0.274618320610687,1.65867452053897
"Non_responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___223310_",10.4558,1.2242,6.2736,0.9812,-2.7273,6.808,0.258635496183206,1.23849790024105
"Non_responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___223315_",11.0523,2.1877,6.1411,0.9707,-2.5355,7.2003,0.281536259541985,0.938788988262437
"Non_responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___223324_",10.8162,2.9134,5.9188,1.803,-2.6829,8.0027,0.294036259541985,0.632421973573267
"Non_responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___223256_",9.0038,2.8747,5.9737,1.7315,-2.7819,8.48,0.350238549618321,0.453014268879617
"Non_responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___223261_",10.8161,3.2389,6.0521,1.4447,-2.6239,9.2774,0.355772900763359,1.51892227913086
"Non_responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___223254_",9.4372,-0.2757,5.7254,-0.1407,-2.4273,5.365,0.256488549618321,1.75432140010535
"Non_responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___223282_",10.5564,0.4634,6.0174,0.7776,-2.4648,4.7619,0.23425572519084,2.50231005495799
"Non_responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___223320_",10.8156,4.2759,5.7892,2.1548,-2.4404,10.1034,0.373187022900763,0.0246777270584531
"Non_responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___223323_",10.1687,2.4343,5.5421,0.7452,-2.6497,7.3595,0.280104961832061,0.546119203310806
"Non_responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___223298_",10.327,10.6415,3.661,2.8407,-1.2251,13.8523,0.482824427480916,-5.23982417268315
"Relapse_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___223308_",10.981,5.4441,5.3783,2.0692,-3.1805,9.9254,0.422423664122137,-1.46653019754052
"Relapse_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___223305_",10.8679,3.0538,5.7984,1.1539,-3.2651,8.4694,0.350286259541985,0.627543540831897
"Relapse_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___223274_",10.7277,9.3022,5.976,4.513,-2.77,13.9398,0.46550572519084,-1.08481740679357
"Growth_Delay_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___223262_",10.0327,1.3932,6.2465,0.8523,-2.5839,6.5407,0.27037213740458,1.01247269398572
"Growth_Delay_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___223331_",10.8661,3.1332,5.9964,1.7481,-2.872,9.4606,0.337070610687023,0.833726027398736
"Normal_IgG_10_mg_kg__200370_",10.087,2.6512,5.8465,1.7114,-2.7118,9.2083,0.350906488549618,0.952396650725061
"Normal_IgG_10_mg_kg__200376_",9.9245,4.171,5.9879,2.6179,-2.5948,9.4334,0.374570610687023,1.95653108672228
"Normal_IgG_10_mg_kg__200378_",9.3804,3.5502,5.53,2.1415,-2.7036,9.9329,0.398854961832061,0.0223083792979377
"Normal_IgG_10_mg_kg__200372_",10.0207,3.5703,5.7267,1.8912,-2.3088,10.3533,0.394656488549618,0.904722600147554
"Normal_IgG_10_mg_kg__200381_",9.5674,3.8402,5.9559,1.9397,-2.4203,9.4203,0.358587786259542,0.464372889311004
"Normal_IgG_10_mg_kg__200373_",10.2218,5.5665,6.1423,3.0183,-2.9519,10.62,0.430057251908397,1.62743346232533
"Normal_IgG_10_mg_kg__200375_",8.4397,1.1797,5.3398,0.5306,-2.8001,7.9746,0.34675572519084,1.66996590129708
"Normal_IgG_10_mg_kg__200377_",8.9921,0.8999,5.9356,0.9326,-2.541,6.3909,0.281488549618321,1.65748149445933
"Responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___197451_",9.7095,6.3858,5.7238,2.6275,-1.2778,11.6617,0.393988549618321,-1.61796210225328
"Responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___197425_",9.8974,6.2867,5.4474,2.3389,-1.9614,10.7538,0.355820610687023,-0.195006659957079
"Responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___197460_",7.887,8.9908,2.3006,1.7508,1.082,14.204,0.400906488549618,-2.88464051540094
"Responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___197443_",10.6631,14.5477,2.6365,5.0989,-3.5209,15.7858,0.571660305343511,-8.02305638116136
"Responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___197431_",10.4746,5.3473,5.9673,2.2757,-3.3842,12.5441,0.430104961832061,-1.50762329763777
"Responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___197426_",9.8353,3.4289,6.0742,1.7682,-2.9984,8.4343,0.349618320610687,0.902746992181336
"Responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___197432_",8.58,5.3468,6.2574,2.6522,-3.0691,11.2586,0.427958015267176,-1.42043453533658
"Responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___197438_",10.1935,5.6879,5.8173,2.7857,-3.3932,12.7368,0.463406488549618,-1.02547373179061
"Responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___197435_",10.3116,7.7957,5.9286,3.2997,-2.8788,12.976,0.463358778625954,-2.88915709321134
"Responders_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___197462_",9.0049,4.9348,5.4967,2.1228,-3.0861,12.3701,0.405057251908397,-1.91593425772223
"Non_responders_to_10mg_kg_anti_mousePD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___197420_",10.5639,3.7377,5.6803,2.0782,-2.8007,9.6416,0.356440839694656,1.73006375199608
"Non_responders_to_10mg_kg_anti_mousePD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___197404_",9.4665,5.0622,5.4034,2.5275,-2.8235,11.5761,0.377290076335878,-0.944890970343992
"Non_responders_to_10mg_kg_anti_mousePD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___197437_",8.3461,3.4486,5.9707,1.6498,-2.4289,10.1718,0.343988549618321,-1.42924825489337
"Non_responders_to_10mg_kg_anti_mousePD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___197441_",8.6753,2.8788,5.8888,1.6049,-2.7078,8.9535,0.368988549618321,0.644837769557539
"Non_responders_to_10mg_kg_anti_mousePD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___197444_",9.1867,2.9454,5.4447,1.1582,-3.1803,8.6916,0.398807251908397,0.971214377957221
"Non_responders_to_10mg_kg_anti_mousePD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___197434_",9.0464,1.3876,5.886,0.7474,-2.6901,6.9094,0.287738549618321,1.90633651407918
"Non_responders_to_10mg_kg_anti_mousePD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___197429_",9.7736,3.2372,5.6667,2.4489,-2.5317,8.8892,0.34537213740458,1.0107108410554
"Non_responders_to_10mg_kg_anti_mousePD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___197436_",8.2382,1.4942,5.6352,0.5846,-2.8686,8.3509,0.367557251908397,0.905467648201869
"Non_responders_to_10mg_kg_anti_mousePD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___197409_",10.156,2.9839,5.9676,1.9466,-2.5338,9.4176,0.350238549618321,2.59246979311126
"Stabilization_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___197442_",8.2287,15.3334,2.0829,6.7258,-3.6711,17.3895,0.566125954198473,-8.24071602222972
"Stabilization_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___197456_",9.2593,10.438,4.9241,4.241,-2.9897,13.7898,0.489026717557252,-4.52841450087541
"Stabilization_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___197454_",9.4883,5.9862,5.7076,2.782,-3.0211,10.9557,0.416889312977099,0.391260931725051
"Relapse_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___197446_",11.1123,7.591,6.2485,3.1955,-2.0241,13.3058,0.409971374045801,-1.31634945744533
"Relapse_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___197461_",10.1483,4,6.4344,2.0275,-2.9267,9.9215,0.394656488549618,1.10029764452796
"Relapse_to_10mg_kg_anti_mouse_PD_L1_mIgG1_D265A__clone_80__AstraZeneca_Cat__AB740080__Batch__SP15_221___197463_",10.6358,5.5989,6.1281,2.1423,-1.243,12.2005,0.39675572519084,-0.82730665136087
"PBS_10ml_Kg__189746_",9.6612,5.2404,6.0077,3.5142,-2.687,10.4934,0.393225190839695,0.800385150813608
"PBS_10ml_Kg__189747_",10.2277,2.622,6.135,0.7155,-2.7608,7.3443,0.270467557251908,3.2219285074275
"PBS_10ml_Kg__189748_",8.5962,-0.0835,5.8342,-0.1129,-2.8898,5.6797,0.262690839694656,3.90959024661578
"PBS_10ml_Kg__189749_",8.391,1.6065,5.6527,1.2231,-2.9439,8.3389,0.332156488549618,2.59058011911849
