"","Pro_Ver","Inv_Ver","Pro_Hoek","Inv_Hoek","KS_E","KS_M","KS","GS"
"A375.1",-29.5646,1.9788,-10.888,0.8458,-2.1744,0.4915,0.265723270440252,-10.4394550206533
"A375.2",-28.9806,2.1576,-10.9306,0.9417,-3.1663,0.3741,0.213979416809605,-11.0437066892428
"A375.3",-29.5264,2.4808,-11.225,1.2701,-3.081,0.9334,0.282161234991424,-9.24683083844927
"G361.1",21.8381,-17.5333,5.0277,-6.85,2.0153,-3.4471,-0.214551172098342,5.55694991816136
"G361.2",20.6086,-18.0861,4.2759,-7.1386,4.4394,-3.7344,-0.248427672955975,7.08332770313701
"G361.3",21.5365,-16.0135,4.67,-6.9222,4.3126,-3.086,-0.264865637507147,5.90016354920532
"HTB.66.1",-36.3553,34.4064,-11.7204,12.4072,-6.1417,8.4377,0.522155517438536,-15.8266979402184
"HTB.66.2",-37.2102,34.1695,-11.926,12.5828,-3.9046,8.697,0.499428244711264,-15.7748337127283
"HTB.66.3",-39.1456,32.4225,-12.0195,12.1733,-4.5869,7.024,0.483419096626644,-14.45224595218
"HTB.67.1",16.9871,-10.1773,7.5985,-4.2531,5.1363,-4.5027,-0.32032590051458,27.9584932837837
"HTB.67.2",16.9775,-10.8068,7.3306,-4.3497,4.5329,-3.6728,-0.288879359634077,26.5865729868526
"HTB.67.3",15.8068,-12.1623,7.9944,-5.0363,2.838,-4.4102,-0.282590051457976,24.7583985410129
"HTB.69.1",7.3347,-9.4127,6.3035,-4.4109,-1.0486,-4.4259,-0.212121212121212,-4.52007099785099
"HTB.69.2",8.0606,-10.8121,6.5212,-4.3613,-0.2768,-3.0487,-0.17724413950829,-5.82880241071102
"HTB.69.3",7.104,-9.3771,6.512,-3.8506,-0.421,-3.3487,-0.174814179531161,-5.46741543961597
"SH4.1",15.4457,-16.1987,8.7648,-5.8514,-1.7873,-2.2032,-0.177815894797027,-1.63381433084192
"SH4.2",16.6341,-18.5065,8.4117,-5.9164,-1.6888,-0.0244,-0.134791309319611,-1.69519062953646
"SH4.3",13.5714,-17.4377,8.6486,-5.5865,-2.0563,-0.9391,-0.20440251572327,-1.91484202012449
