"","Pro_Ver","Inv_Ver","Pro_Hoek","Inv_Hoek","KS_E","KS_M","KS","GS"
"BE_M",38.0476,28.4695,13.2741,8.6798,13.8,19.712,0.29061195488054,44859.1041481193
"BO.003.AW_M",38.2221,26.3775,12.5509,7.411,11.3005,19.4089,0.379030109245937,-22029.58612117
"BO.005.SA_M",38.9964,27.6004,12.2468,8.6898,9.0855,20.141,0.44488853361755,-177273.351962439
"BO.009.BS_M",37.1335,29.0115,12.1137,7.616,10.9879,20.7293,0.485966782129852,-91245.2366431827
"BO.011.WK_M",41.4262,24.7687,12.1445,6.8567,9.3835,18.5653,0.380184741096012,-72993.2070977725
"BO.013.NK_M",36.5105,32.5495,11.723,9.5535,13.9099,21.8715,0.384181543653966,34056.5619432944
"BO.015.BW_M",39.9781,28.873,13.8283,8.6282,12.3034,20.2557,0.381028510524913,-27387.8751619771
"BO.017.BU_M",38.5146,31.4901,11.2598,9.0601,15.7728,21.4394,0.291677768895994,169551.328250452
"BO.019.WG_M",37.8052,30.8024,12.1296,8.8587,10.5409,22.0908,0.57225330846434,-44062.8744493201
"BO.023.HS_M",37.5247,31.1304,11.6402,9.3852,16.421,20.0743,0.181588062883027,284668.328213973
"BO.025.SE_M",37.1556,32.2974,11.7842,9.5577,14.4573,22.0697,0.383160138555822,84398.2816481773
"BO.027.SM_M",37.7079,24.3962,13.0671,7.2521,10.0391,18.7118,0.449951150190958,-25465.3699982975
"FKH.007_M",39.7906,28.0558,11.9031,8.6817,14.2537,19.7076,0.243050004440892,71885.1189715976
"FKH.011_M",33.7427,32.7142,10.3114,8.7121,14.7357,20.5825,0.411937116973088,56797.0737059428
"FKH.012_M",32.231,34.347,9.9121,9.6023,11.1678,22.8604,0.557909228173017,-121.905241292495
"FKH.021_M",38.5746,30.727,11.2277,8.6265,15.1079,20.4708,0.314104272137845,139039.622636555
"FKH.023_M",39.6375,29.3234,12.5872,7.9121,15.5512,18.317,0.17954525268674,114407.626512385
"FKH.027_M",36.1862,32.882,11.3597,10.8174,15.9245,22.5664,0.336930455635492,205920.503878293
"KO.1039_M",37.0493,26.9746,12.7287,8.3631,11.1218,19.2143,0.364686028954614,-117281.276817507
"KO.1221_M",41.6494,28.2368,12.088,8.7486,14.6491,20.1378,0.29585220712319,50186.0096604903
"KO.1248_M",40.6988,27.3281,12.0935,8.2381,12.8456,19.0106,0.275957012168043,-43652.8624521687
"KO.1347_M",39.6284,27.3556,12.5326,7.5811,12.0287,19.9607,0.430277999822364,-35039.8399556412
"KO.762.SW_M",36.4764,26.5824,12.2109,7.4291,15.432,15.8492,-0.131006306066258,178560.876772475
"KO.971_M",38.4071,26.4521,11.3146,8.4042,9.3372,19.5171,0.392130739852562,-50424.1884119894
"KS_M",37.4627,31.1298,12.0562,9.3575,12.5429,21.9461,0.548627764455103,-503.657496229675
"LE.025.BI_M",38.1142,26.4088,11.7293,7.7258,10.9795,20.0475,0.395416999733547,-31094.0607730489
"LE.037.RG_M",39.2631,27.2893,12.7401,7.7027,11.7054,20.328,0.43667288391509,-12825.5533609168
"LE.039.BE_M",37.775,27.0548,12.8687,8.0576,11.6405,20.1206,0.380095923261391,-13616.5140299347
"LE.041.RL_M",36.02,32.1968,11.989,9.8296,14.7018,20.0835,0.408739674926725,57983.4055229906
