"","Pro_Ver","Inv_Ver","Pro_Hoek","Inv_Hoek","KS_E","KS_M","KS","GS"
"GSM390224",20.268,7.7033,8.7967,4.33,6.7315,12.1192,0.241007194244604,NA
"GSM390225",19.8052,8.4169,9.2269,4.2503,7.6966,12.7734,0.170029829794701,NA
"GSM390226",20.0682,5.7904,9.3933,4.2549,5.0603,10.9692,0.221530092998772,NA
"GSM390227",22.2708,4.6832,8.1871,3.3548,4.4985,11.2675,0.236269520968591,NA
"GSM390228",20.3719,4.8191,9.2808,3.5958,4.4239,10.1477,0.208808562905773,NA
"GSM390229",20.5845,5.1394,8.9045,3.3675,5.0767,10.2877,0.18503246183541,NA
"GSM390230",18.8778,7.1172,8.3876,3.9418,7.7709,11.4285,0.11624846464292,NA
"GSM390231",22.1401,5.3883,8.9872,3.9194,6.157,11.078,0.180645727320583,NA
"GSM390232",20.7853,5.9402,8.7856,4.2734,4.4628,11.6138,0.269564835936129,NA
"GSM390233",20.0839,6.332,9.1428,3.9936,5.0017,11.5143,0.268117213546236,NA
"GSM390234",21.4355,5.9838,8.839,3.9734,5.3122,11.3478,0.213809440252676,NA
"GSM390235",19.9454,7.0776,8.2275,3.7504,6.5847,10.8724,0.198806808211967,NA
"GSM390236",18.3495,8.3064,7.5485,4.43,4.3401,11.7357,0.284567467976838,NA
"GSM390237",20.1615,9.7862,8.1004,4.7132,7.7146,12.3992,0.192226706439726,NA
"GSM390238",23.3215,4.006,9.2431,3.2644,6.1696,9.787,0.169196350236884,NA
"GSM390239",19.52,8.0945,8.5004,3.9385,7.9507,10.667,0.125767678540095,NA
"GSM390240",22.2968,6.2545,8.9354,4.3165,5.1386,11.194,0.216134409545534,NA
"GSM390241",19.4733,5.224,8.2786,3.7009,3.7246,11.9485,0.264783295314968,NA
"GSM390242",20.6186,7.8302,8.4816,4.425,5.7825,10.9391,0.19161256360765,NA
"GSM390243",19.3853,8.0488,7.9413,3.7801,8.194,11.9471,0.10431654676259,NA
"GSM390244",19.0425,8.4714,8.6495,4.6032,5.6747,13.1137,0.251974030531672,NA
"GSM390245",22.5677,6.451,9.0177,4.4865,7.3173,11.1323,0.138927882084576,NA
"GSM390246",20.9094,8.3624,8.8942,4.6393,8.8803,11.8454,0.125767678540095,NA
"GSM390247",19.4928,9.08,7.9848,4.589,6.5485,12.2588,0.226618705035971,NA
"GSM390248",20.5689,6.8225,9.0406,4.4285,7.1537,11.9659,0.175030707141604,NA
"GSM390249",19.9152,8.1916,7.6885,3.85,8.3077,10.5597,0.127346902965433,NA
"GSM390250",19.7621,8.0251,8.1125,4.589,7.8387,11.1058,0.187225829092823,NA
"GSM390251",21.775,8.1627,8.911,4.5352,7.2938,12.4575,0.180996666081769,NA
"GSM390252",19.8843,7.6351,8.9423,4.0406,8.3832,11.2173,0.117345148271627,NA
"GSM390253",21.4633,6.2978,8.6425,3.6569,6.0832,11.5941,0.180031584488507,NA
"GSM390254",21.6771,7.2799,9.0653,4.2487,6.6047,11.3765,0.184549921038779,NA
"GSM390255",20.6242,6.9829,8.8076,3.5665,6.1852,11.0565,0.211045797508335,NA
"GSM390256",20.4064,7.6845,8.5543,4.2836,6.8256,12.1899,0.197227583786629,NA
"GSM390257",21.9678,6.8475,8.8925,4.0543,5.5822,11.5324,0.253114581505527,NA
"GSM390258",21.8243,5.9301,8.721,3.8046,5.4362,11.324,0.201877522372346,NA
"GSM390259",19.5373,9.6601,8.0966,5.2979,6.2418,12.3768,0.258685734339358,NA
"GSM390260",20.6282,6.8897,8.4521,3.9819,6.9027,11.62,0.173319880680821,NA
"GSM390261",22.6099,5.0997,9.5504,3.3742,5.2854,11.5237,0.194946481838919,NA
"GSM390262",20.8781,6.5857,8.9727,4.451,6.2734,12.5941,0.219336725741358,NA
"GSM390263",19.1886,8.1121,8.6552,4.7934,5.0499,12.032,0.298955957185471,NA
"GSM390264",20.5264,7.8849,9.2726,4.2392,6.9134,11.577,0.178803298824355,NA
"GSM390265",21.2942,6.4057,8.9235,3.9625,7.2755,11.251,0.172223197052114,NA
"GSM390266",22.0603,6.3714,8.7224,4.0626,6.1157,11.6142,0.18933146165994,NA
"GSM390267",22.3149,7.2293,8.9177,3.9821,8.5551,10.7542,0.102210914195473,NA
"GSM390268",20.8243,4.6635,8.6738,3.7895,5.1219,10.8529,0.19771012458326,NA
"GSM390269",21.8385,7.4196,8.8961,4.0864,6.6319,12.3957,0.197227583786629,NA
"GSM390270",21.9151,5.1879,9.0873,3.363,4.7354,11.5819,0.24263028601509,NA
"GSM390271",18.163,7.0966,7.672,4.0992,4.5533,11.8896,0.271758203193543,NA
"GSM390272",21.7089,5.1862,8.9021,2.7648,4.5753,10.7629,0.223723460256185,NA
"GSM390273",20.1437,6.6982,9.0446,3.727,3.9874,12.1387,0.320670293033866,NA
"GSM390274",22.2308,6.6483,8.2671,3.8644,5.1029,12.6657,0.251491489735041,NA
"GSM390275",22.0084,5.365,9.1973,3.1187,4.662,10.0981,0.210300052640814,NA
"GSM390276",16.8687,7.3441,6.4261,4.0633,3.0593,12.2736,0.342603965608001,NA
"GSM390277",21.6274,7.152,9.4543,4.421,6.4963,12.1179,0.208852430250921,NA
"GSM390278",21.4609,5.0587,8.9105,3.4412,5.8647,10.9838,0.179899982453062,NA
"GSM390279",21.4539,7.7623,8.9651,4.7592,4.4804,13.15,0.31395858922618,NA
"GSM390280",19.5373,4.9394,8.8643,3.418,4.8785,10.7788,0.184198982277593,NA
"GSM390281",18.1629,7.1059,7.2874,4.3627,4.0652,12.2418,0.271977539919284,NA
