"","Pro_Ver","Inv_Ver","Pro_Hoek","Inv_Hoek","KS_E","KS_M","KS","GS"
"GSM4969251",19.8136,3.769,10.3549,3.6843,-1.7682,9.4655,0.527862208713272,-3.79766426384173
"GSM4969252",21.3626,1.5161,10.2873,2.6501,-2.7621,8.5401,0.481889564336373,-2.95018778315495
"GSM4969253",21.2449,2.6584,10.4353,3.4666,-2.4333,8.5957,0.493794326241135,-3.87061659612602
"GSM4969254",20.7255,3.0072,11.4149,1.3822,-3.0961,8.1351,0.520263424518744,-3.85655681306611
"GSM4969255",21.031,1.2174,10.0323,1.6893,-2.8763,8.9116,0.491388044579534,-2.09375531719179
"GSM4969256",20.7549,3.6376,10.5318,3.1451,-2.9169,9.0087,0.533054711246201,-2.93151224357607
"GSM4969257",20.7578,2.4499,12.0005,1.9585,-2.2837,9.333,0.485309017223911,-2.32521256557279
"GSM4969258",22.6196,-0.0149,11.0209,0.8317,-2.8634,9.3979,0.491261398176292,-0.681829420445638
"GSM4969259",21.5927,3.1658,11.0186,2.0493,-2.0065,8.8854,0.522036474164134,-2.66793307462512
"GSM4969260",22.2401,0.4972,10.8491,0.4568,-1.322,8.2666,0.470871327254306,5.10725210118549
"GSM4969261",25.3076,0.4168,11.3053,-0.2057,-1.0556,8.3639,0.433510638297872,5.46559138995087
"GSM4969262",24.3714,0.8582,11.5556,1.2159,-0.7918,8.7772,0.509118541033435,7.15946768930092
"GSM4969263",25.3346,1.9016,11.8762,1.1738,-2.299,9.1663,0.514311043566363,5.38483208694793
"GSM4969264",20.5117,1.8637,10.1448,2.6364,-1.8667,9.6586,0.53128166160081,2.05812481021499
