"","Pro_Ver","Inv_Ver","Pro_Hoek","Inv_Hoek","KS_E","KS_M","KS","GS"
"TCGA.D3.A3MV.06A.11R.A21D.07",22.3168,11.0177,9.5295,5.3068,-1.1427,14.053,0.414195472889981,-3574.3898016469
"TCGA.D3.A51E.06A.11R.A266.07",26.5843,6.6961,11.5055,2.5097,1.3739,11.6935,0.271538866467801,7395.75818536888
"TCGA.D3.A51F.06A.11R.A266.07",20.4011,17.3586,9.8766,7.4693,-1.5655,17.9246,0.526364274434111,-10194.4400749169
"TCGA.D3.A51G.06A.11R.A266.07",14.7251,14.4963,4.2538,7.1707,-4.0898,16.7012,0.548692753114582,-12074.3158479546
"TCGA.D3.A51H.06A.12R.A266.07",19.2625,12.0081,8.3519,4.0194,-1.8813,14.2043,0.434681523074224,-346.671105467463
"TCGA.D3.A51J.06A.11R.A266.07",25.4598,9.1446,11.0475,2.2912,-3.5496,15.4531,0.486488857694332,162.148640310461
"TCGA.D3.A51K.06A.11R.A266.07",23.9131,3.5552,10.6448,-0.1339,-2.5592,9.5124,0.3261537111774,2354.6695699669
"TCGA.D3.A51N.06A.11R.A266.07",21.86,9.2047,9.2682,2.9524,-1.5415,14.0664,0.398096157220565,-1191.64752202191
"TCGA.D3.A51R.06A.11R.A266.07",10.4403,9.5246,0.023,5.5391,-7.0542,13.093,0.530751008948938,-20898.1770235398
"TCGA.D3.A51T.06A.11R.A266.07",24.9381,6.696,11.2831,3.3597,0.1259,12.2008,0.356773118090893,4717.56892190605
"TCGA.D3.A5GL.06A.11R.A27Q.07",30.083,3.7257,12.0634,2.7407,-3.4327,11.7544,0.387875065801018,-8655.17805205066
"TCGA.D3.A5GN.06A.11R.A27Q.07",22.5772,12.7276,8.6288,6.0332,-2.1491,15.6358,0.489559571854711,-5208.44716748966
"TCGA.D3.A5GO.06A.12R.A27Q.07",20.5246,12.5549,10.5013,5.0795,-1.7059,13.9206,0.44468327776803,-21877.2511362375
"TCGA.D3.A5GR.06A.11R.A27Q.07",23.7801,12.7294,8.5723,6.235,-2.1218,16.1738,0.533207580277242,-4385.46669204565
"TCGA.D3.A5GS.06A.11R.A27Q.07",29.4619,8.5495,11.7335,3.8604,-1.1655,14.4399,0.43577820670293,25025.0313074051
"TCGA.D3.A5GT.01A.12R.A311.07",27.9572,-2.0994,11.8094,-0.9751,-2.3461,8.7537,0.37335497455694,8807.78478906188
"TCGA.D3.A5GU.06A.11R.A27Q.07",24.5836,5.7391,11.0556,0.4664,-3.4287,13.5684,0.468459378838393,8169.95685146317
"TCGA.D3.A8GB.06A.11R.A37K.07",27.7133,13.2598,10.7687,6.4453,-1.287,16.8245,0.466397613616424,-3250.56518366196
"TCGA.D3.A8GC.06A.11R.A37K.07",27.5071,6.5195,10.2791,3.355,-1.987,13.0583,0.414327074925426,-33252.1098412174
"TCGA.D3.A8GD.06A.11R.A37K.07",24.9733,7.8359,12.1142,2.8969,-2.3293,12.8812,0.403930514125285,5143.00994546976
"TCGA.D3.A8GE.06A.11R.A37K.07",12.7531,18.4822,1.5479,7.7291,-6.3491,20.1558,0.663800666783646,-33318.4953127949
"TCGA.D3.A8GI.06A.11R.A37K.07",29.3442,8.9216,11.4529,6.3695,-1.911,14.365,0.436392349535006,-12394.1492259088
"TCGA.D3.A8GJ.06A.11R.A37K.07",27.788,9.2323,11.8363,3.436,-1.1216,13.8993,0.420161431830146,3043.60782365851
"TCGA.D3.A8GK.06A.11R.A37K.07",28.5876,0.9504,11.504,0.4631,-0.2878,8.6744,0.242279347253904,-11784.9039895515
"TCGA.D3.A8GL.06A.11R.A37K.07",30.4605,2.5153,11.4168,-0.1022,-3.353,10.3867,0.403228636602913,4004.88092295896
"TCGA.D3.A8GM.06A.11R.A37K.07",33.6173,7.1062,11.2216,3.4264,-2.3035,14.6599,0.431391472188103,2769.78753508686
"TCGA.D3.A8GN.06A.11R.A37K.07",24.0537,10.9974,11.768,5.3416,0.2283,14.2611,0.461747675030707,-2052.70635499473
"TCGA.D3.A8GO.06A.11R.A37K.07",21.4228,9.9587,10.412,5.1857,-3.524,14.7253,0.447490787857519,-1111.71626237209
"TCGA.D3.A8GP.06A.11R.A37K.07",28.8608,2.3242,11.7887,0.3352,-0.8539,11.8169,0.371644148096157,4868.97233776882
"TCGA.D3.A8GQ.06A.11R.A37K.07",13.8842,13.6461,3.237,7.0866,-3.2868,13.701,0.481751184418319,-10630.2039022075
"TCGA.D3.A8GR.06A.11R.A37K.07",27.9313,0.2921,10.7777,0.4107,-0.6682,10.4881,0.317994384979821,4659.87978572501
"TCGA.D3.A8GS.06A.12R.A37K.07",23.228,4.4685,10.8889,0.3957,-2.7446,9.4799,0.330672047727672,4728.16038281247
"TCGA.D3.A8GV.06A.11R.A37K.07",25.5465,4.0585,10.704,0.9992,-1.63,12.0552,0.371644148096157,5609.99957955728
"TCGA.D9.A148.06A.11R.A18S.07",33.0325,5.7165,12.5932,1.3223,1.772,12.576,0.372872433760309,10482.6141187955
"TCGA.D9.A149.06A.11R.A18S.07",26.2035,7.5252,11.9837,2.1013,-2.0005,13.1395,0.441393226881909,899.993468200496
"TCGA.D9.A1JW.06A.11R.A18S.07",32.7424,7.53,12.4063,1.2111,2.2633,12.6413,0.377478505000877,15087.5328799957
"TCGA.D9.A1JX.06A.11R.A18S.07",29.8164,4.9532,11.5228,1.5896,-2.8767,14.6407,0.441261624846464,3070.54786842138
"TCGA.D9.A1X3.06A.11R.A18S.07",27.5718,4.7201,12.3371,2.6633,-1.8515,13.5462,0.455299175293911,4962.18635495958
"TCGA.D9.A3Z1.06A.11R.A239.07",27.641,4.841,12.1543,1.7301,-0.3623,12.91,0.386997718898052,-17560.9336249188
"TCGA.D9.A3Z3.06A.11R.A239.07",33.1511,8.532,11.2464,4.4948,-0.288,15.5955,0.411870503597122,9404.41091294856
"TCGA.D9.A3Z4.01A.11R.A239.07",26.9629,9.5516,11.7624,2.2101,-2.2651,14.964,0.411519564835936,-3349.42362256128
"TCGA.D9.A4Z2.01A.11R.A24X.07",25.6984,6.1151,11.6577,2.1631,-0.7769,14.4809,0.404939463063695,3600.04243391629
"TCGA.D9.A4Z3.01A.11R.A266.07",23.2873,2.9329,9.5245,1.0952,-3.0617,12.4191,0.409326197578523,261.299366078514
"TCGA.D9.A4Z5.01A.11R.A266.07",26.5305,12.0833,10.6684,6.1849,-1.8928,15.4423,0.429680645727321,-8261.58843975827
"TCGA.D9.A4Z6.06A.12R.A266.07",33.4251,4.5303,12.6726,2.9989,-0.3545,13.9275,0.342516230917705,1798.90092315663
"TCGA.D9.A6E9.06A.12R.A311.07",30.0538,6.9305,11.0719,2.7682,-1.3672,13.5768,0.409326197578523,4745.41895190697
"TCGA.D9.A6EA.06A.11R.A311.07",29.9758,3.3376,11.3079,1.0725,-3.1886,11.2644,0.322249517459203,-2172.30523148013
"TCGA.D9.A6EC.06A.11R.A311.07",25.4866,4.9975,9.8213,1.724,-0.4371,11.7429,0.287506580101772,-2667.22593144877
"TCGA.D9.A6EG.06A.12R.A32P.07",29.9598,2.1348,11.7478,2.6008,-0.9815,11.3708,0.406036146692402,21536.9519646448
"TCGA.DA.A1HV.06A.21R.A18S.07",24.1872,7.9971,10.8328,3.1323,1.8423,12.9194,0.368705035971223,-420.340924034461
"TCGA.DA.A1HW.06A.11R.A18U.07",30.6082,6.1533,11.4869,2.1922,0.3796,15.1409,0.390419371819618,8789.99627369618
"TCGA.DA.A1HY.06A.11R.A18T.07",16.7336,16.5549,4.505,7.3639,-2.8009,15.3046,0.45152658361116,-7441.77814096888
"TCGA.DA.A1I0.06A.11R.A20F.07",29.3882,8.2948,10.3035,5.2746,-0.9852,13.0423,0.388226004562204,-3057.422565588
"TCGA.DA.A1I1.06A.12R.A18U.07",26.0156,15.3547,11.6886,5.2625,-2.0967,17.5971,0.543823477803123,-22992.6170234656
"TCGA.DA.A1I2.06A.21R.A18U.07",25.3701,10.4156,12.7053,3.5962,-2.8827,15.1232,0.477364449903492,20217.8522208408
"TCGA.DA.A1I4.06A.11R.A18U.07",26.3904,13.1425,12.0777,6.7698,-2.6853,18.1275,0.530882610984383,-6329.09954767894
"TCGA.DA.A1I5.06A.11R.A18T.07",26.7455,11.967,10.7636,4.9498,0.6975,15.2871,0.476750307071416,3582.48549256089
"TCGA.DA.A1I7.06A.22R.A18S.07",21.034,16.9156,4.8648,7.4199,-2.419,16.5343,0.501754693805931,-10143.1358770287
"TCGA.DA.A1I8.06A.11R.A18T.07",21.1058,11.2855,7.9938,4.5697,-0.8975,14.3393,0.360765046499386,-3691.0004002643
"TCGA.DA.A1IA.06A.11R.A18S.07",32.229,0.1634,11.9914,-0.1311,0.7479,9.367,0.252149499912265,10324.1661977003
"TCGA.DA.A1IB.06A.11R.A18S.07",24.1454,12.3611,11.1185,5.575,3.4314,17.4159,0.428452360063169,4394.57797398082
"TCGA.DA.A1IC.06A.11R.A18S.07",27.464,7.0679,11.929,2.0225,1.3631,13.7444,0.391384453412879,3032.24088652421
"TCGA.DA.A3F2.06A.11R.A20F.07",13.5217,17.7299,4.3406,7.1589,-2.6975,19.34,0.549789436743288,-28382.7629959656
"TCGA.DA.A3F3.06A.11R.A20F.07",27.7335,6.2123,11.7232,0.0787,-0.3949,11.602,0.378838392700474,1601.14421294287
"TCGA.DA.A3F5.06A.11R.A20F.07",17.6719,12.195,4.0324,6.9608,-1.547,14.953,0.42919810493069,-11535.4762404093
"TCGA.DA.A3F8.06A.11R.A20F.07",26.517,10.7155,11.4375,3.9036,-1.3578,16.585,0.485041235304439,9556.30318446271
"TCGA.DA.A95V.06A.11R.A37K.07",27.5813,4.7676,11.5565,2.2975,1.2659,12.251,0.35177224074399,8968.89308155018
"TCGA.DA.A95W.06A.11R.A37K.07",27.0548,1.7721,12.2682,-0.5804,-3.3224,12.1066,0.422486401123004,16283.9237282128
"TCGA.DA.A95X.06A.11R.A37K.07",22.6082,9.7953,9.3469,4.5874,-1.2545,14.0737,0.403842779434989,-2564.35991727415
"TCGA.DA.A95Y.06A.11R.A37K.07",30.4494,1.5841,10.622,-0.0679,-1.7799,9.4628,0.311896824004211,6083.88647157734
"TCGA.DA.A95Z.06A.11R.A37K.07",26.8738,0.6168,11.0183,0.0509,-2.3609,9.2564,0.382128443586594,-4595.8047546767
"TCGA.DA.A960.01A.11R.A37K.07",27.1763,-2.5617,11.9448,-0.6708,-2.9216,8.037,0.316766099315669,8074.18384427237
"TCGA.EB.A1NK.01A.11R.A18T.07",29.3841,8.4618,11.3525,4.5378,5.5476,13.7321,0.200386032637305,1247.51776750121
"TCGA.EB.A24C.01A.11R.A18T.07",30.8657,7.3022,11.9063,3.6873,3.753,14.5203,0.285883488331286,10931.3796930811
"TCGA.EB.A24D.01A.11R.A18T.07",27.4159,3.7114,12.1769,1.7357,-1.1686,13.5655,0.452842603965608,-323.38518752497
"TCGA.EB.A299.01A.21R.A18U.07",22.1814,14.5001,10.399,5.0224,11.1179,14.0952,-0.0610633444463941,25310.1569282549
"TCGA.EB.A3HV.01A.11R.A21D.07",27.1026,12.9042,10.3421,5.3805,9.7083,14.924,0.152833830496578,9660.53378739668
"TCGA.EB.A3XB.01A.11R.A239.07",29.3171,6.412,11.78,2.59,-0.2701,12.8769,0.377127566239691,19055.0300608526
"TCGA.EB.A3XC.01A.11R.A239.07",26.9078,7.8441,10.2064,3.1605,6.6758,12.0095,0.142525004386735,5531.56158046494
"TCGA.EB.A3XD.01A.22R.A239.07",24.961,14.9137,10.0762,6.0167,13.2527,15.2004,0.107167924197228,37523.4381157014
"TCGA.EB.A3XE.01A.12R.A239.07",29.2004,8.6885,11.4748,3.2084,7.6649,14.2777,0.176434462186349,949.266391202171
"TCGA.EB.A3XF.01A.31R.A239.07",27.1393,10.5189,12.5872,3.1254,2.8924,12.6903,0.234821898578698,-673.550783452366
"TCGA.EB.A3Y6.01A.21R.A239.07",32.3851,6.2938,12.1515,3.5911,-0.3476,14.7962,0.446262502193367,1260.34446507984
"TCGA.EB.A3Y7.01A.11R.A239.07",30.5561,1.9023,11.6261,1.7612,1.2551,9.6863,0.199947359185822,-1919.53374402511
"TCGA.EB.A41A.01A.11R.A24X.07",24.3422,4.3626,11.1261,1.1253,0.3301,11.7213,0.306281803825233,-23197.7393194403
"TCGA.EB.A41B.01A.11R.A24X.07",32.5052,-1.2758,12.3187,-2.3047,0.0096,9.8697,0.321898578698017,11000.1153058505
"TCGA.EB.A42Y.01A.12R.A24X.07",22.4386,10.2593,9.5594,5.8315,-3.498,13.4007,0.429680645727321,-3892.73209737923
"TCGA.EB.A42Z.01A.12R.A24X.07",27.6125,8.7547,11.7515,2.9566,-2.1573,15.0476,0.406518687489033,-337.733705147614
"TCGA.EB.A430.01A.11R.A24X.07",28.0261,2.6233,11.5022,0.4904,-0.3855,10.9507,0.306895946657308,5628.73033273048
"TCGA.EB.A431.01A.11R.A266.07",33.6117,3.2538,11.7039,0.5353,1.0796,10.779,0.34848218985787,14590.064755785
"TCGA.EB.A44N.01A.11R.A266.07",25.456,14.8047,11.029,5.7715,11.413,14.9031,0.0939638533075978,17647.3178696583
"TCGA.EB.A44O.01A.11R.A266.07",31.3648,3.2947,11.7142,1.3044,2.2376,10.1969,0.288734865765924,1075.3790437596
"TCGA.EB.A44P.01A.11R.A266.07",26.8656,5.6623,12.1516,1.7393,-0.5858,13.5373,0.321898578698017,3407.03393649809
"TCGA.EB.A44Q.06A.11R.A266.07",28.0427,5.0867,11.4887,0.3714,-0.9397,13.0039,0.410291279171785,8108.6036357728
"TCGA.EB.A44R.06A.41R.A266.07",28.3446,6.6778,11.1587,1.5019,-1.6873,14.2729,0.414195472889981,6757.85099018673
"TCGA.EB.A4IQ.01A.12R.A266.07",28.5885,7.2124,10.977,4.4552,11.8116,9.2733,-0.17283733988419,29512.5730803237
"TCGA.EB.A4IS.01A.21R.A266.07",23.035,14.3185,10.0264,4.2734,-0.773,17.312,0.465037725916828,-14096.4758641781
"TCGA.EB.A4OY.01A.11R.A266.07",28.4143,0.6189,10.7143,-0.7427,-1.3811,8.7451,0.306895946657308,5090.35774621162
"TCGA.EB.A4OZ.01A.12R.A266.07",21.4704,11.7114,9.6131,4.6182,11.2691,12.0111,-0.0738726092296894,16739.167776861
"TCGA.EB.A4P0.01A.41R.A266.07",25.6872,5.1918,11.8779,2.3838,-1.7122,12.9231,0.365064046323916,-4292.69173519506
"TCGA.EB.A4XL.01A.11R.A27Q.07",28.6603,9.2443,12.2772,4.0123,7.1421,14.5263,0.175162309177049,12122.2864150518
"TCGA.EB.A51B.01A.11R.A27Q.07",25.2035,4.7839,10.7121,1.8792,0.3962,10.6015,0.22639936831023,-14163.9441702143
"TCGA.EB.A550.01A.61R.A27Q.07",23.8496,13.3063,10.6541,5.5565,13.8962,12.9226,-0.17029303386559,31385.1178572997
"TCGA.EB.A551.01A.21R.A27Q.07",24.3863,8.5033,10.2578,4.0735,-4.2191,13.4927,0.454202491665204,3972.9723604828
"TCGA.EB.A553.01A.12R.A27Q.07",28.6713,4.9589,10.765,3.2395,1.5274,11.4932,0.337734690296543,-2320.27175213123
"TCGA.EB.A57M.01A.51R.A311.07",26.2032,14.9502,11.0973,7.2467,8.8963,15.0585,0.240173714686787,-4787.26325523788
"TCGA.EB.A5FP.01A.11R.A27Q.07",32.235,-0.3373,12.0652,-0.0011,3.4948,10.0068,0.158185646604667,21269.4143089059
"TCGA.EB.A5KH.06A.11R.A27Q.07",25.6649,4.5545,11.1795,4.2236,-2.6309,13.5674,0.40151781014213,-2116.30486306544
"TCGA.EB.A5SE.01A.11R.A311.07",27.7655,4.0546,11.3554,1.4593,2.8518,10.9818,0.299701702052992,22699.1736730076
"TCGA.EB.A5SF.01A.11R.A311.07",27.419,9.4051,10.2269,4.6681,11.5007,10.7691,-0.193586594139323,34756.421723341
"TCGA.EB.A5SG.06A.11R.A311.07",25.3542,11.1259,11.8153,4.6604,-1.1371,17.0856,0.509299877171434,-3526.10495670472
"TCGA.EB.A5SH.06A.11R.A311.07",26.544,2.6127,12.1277,1.6868,-3.8633,12.1854,0.408097911914371,5061.2118503664
"TCGA.EB.A5UL.06A.11R.A311.07",31.7162,3.5863,12.3434,0.3819,-0.6785,11.6701,0.336769608703281,8078.71004886351
"TCGA.EB.A5UM.01A.11R.A311.07",28.5014,1.1874,11.9935,0.3406,0.5722,10.8995,0.289831549394631,4083.21252259218
"TCGA.EB.A5UN.06A.11R.A311.07",27.1985,7.8925,12.2964,3.6562,0.3452,13.0598,0.377741709071767,6226.12954410546
"TCGA.EB.A5VU.01A.21R.A32P.07",24.552,6.6929,9.9365,3.9193,3.3521,13.6056,0.26930163186524,2258.16481194753
"TCGA.EB.A5VV.06A.11R.A32P.07",9.0646,11.8239,1.7797,5.6077,-3.774,16.6664,0.529303386559046,1120.57792243839
"TCGA.EB.A6L9.06A.11R.A32P.07",26.9163,11.4771,10.7384,4.9926,-0.4019,14.4585,0.448455869450781,-788.766314824397
"TCGA.EB.A6QY.01A.12R.A32P.07",26.5536,5.5736,11.1588,1.5161,8.5784,10.1273,-0.132347780312335,13604.1107817595
"TCGA.EB.A6QZ.01A.12R.A32P.07",27.7261,6.0741,11.3834,2.9051,2.4676,12.3794,0.275925600982629,11404.8319352295
"TCGA.EB.A6R0.01A.12R.A32P.07",25.1272,6.4747,11.7519,1.5734,-2.3094,11.9024,0.393095279873662,3199.2240263016
"TCGA.EB.A82B.01A.11R.A352.07",27.3975,7.7626,11.8569,3.6001,-1.6314,13.1443,0.432970696613441,-16475.9068135164
"TCGA.EB.A82C.01A.11R.A352.07",25.2391,4.5516,10.2591,2.5391,4.2503,11.7061,0.209071766976663,6093.84897204222
