"","Pro_Ver","Inv_Ver","Pro_Hoek","Inv_Hoek","KS_E","KS_M","KS","GS"
"M202_DMSO",28.011,-9.915,10.1998,-2.1007,-3.6372,8.2246,0.498166579360922,140.701990472376
"M207_DMSO",24.3469,-6.3833,10.3671,-4.3851,-7.2035,7.4456,0.534573074908329,197.925012868888
"M229AR_DMSO",3.9769,17.0444,-0.1589,8.6702,-0.171,9.601,0.559717129387114,-119.068054739017
"M229_DMSO",25.4324,-7.0496,10.4693,-1.5397,-3.5075,9.0239,0.569408067050812,163.737704374281
"M230_DMSO",25.6099,-9.1785,10.8237,-3.41,-4.7807,7.1383,0.406233630172865,353.471686224609
"M233_DMSO",4.9085,14.0198,2.1656,9.1786,-6.7002,10.9752,0.754059717129387,-345.475747547641
"M238AR_DMSO",9.1141,19.4976,1.4311,9.0862,-3.8265,10.9224,0.719224724986904,-242.208255453928
"M238_DMSO",16.9954,10.4706,2.7642,6.0368,-3.4475,10.2923,0.693818753273965,-23.2987071020514
"M243_DMSO",13.8422,2.9587,4.8786,3.0448,-6.7581,7.8941,0.539287585123101,-124.944999409321
"M244_DMSO",2.4452,14.6391,0.3943,7.826,-1.9457,9.5915,0.601885804085909,-228.016890939606
"M245_DMSO",11.8223,7.6783,2.8057,5.9308,-4.1668,9.2196,0.581456259821896,-170.287606038358
"M249AR_DMSO",28.832,-9.2881,11.1066,-4.0269,-2.6927,7.6755,0.451021477213201,189.702793465973
"M249_DMSO",28.7808,-6.2505,11.7514,-4.0988,-3.9157,8.2532,0.520167627029859,155.679957353963
"M255_DMSO",12.624,17.3656,2.0625,9.0343,-4.592,10.5712,0.64903090623363,-426.366800411075
"M257_DMSO",0.3163,21.2986,-1.2703,9.3592,-4.7978,10.6367,0.641959140911472,-237.486415498756
"M262_DMSO_2",27.3858,-7.8842,11.9544,-4.8258,-4.5517,7.4927,0.500523834468308,172.204903626529
"M263_DMSO",23.3382,0.1046,9.2517,0.7313,-6.1677,9.5218,0.583813514929282,-11.6611988060617
"M285_DMSO",29.8298,-6.2716,11.2521,-0.5131,-2.1335,9.5913,0.470665269774751,209.64753964194
"M296_DMSO",-0.418,17.885,-1.4843,8.1032,-5.8723,9.5743,0.603457307490833,-278.853745696563
